"dataset","structure_index","enzyme_index","uniprot","sequence_length","substrate","n_samples","n_positive"
"brenda","352011","4981","P98187","520","C=C1C[C@]23C[C@H]1CC[C@H]2[C@]1(C)CCC[C@@](C)(C(=O)O)C1[C@@H]3C=O","1","0"
"brenda","352053","5283","Q94IA6","491","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","352073","5680","E9KBR8","527","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","352132","5002","Q64562","493","CCCCCCCCCCS(=O)(=O)O","1","0"
"brenda","352194","5129","Q02928","519","CCc1ccccc1","1","0"
"brenda","352202","5315","B4FVP3","505","CC/C=C\C/C=C\C/C=C\CCCCCCCC(=O)O","1","0"
"brenda","352309","5104","I1TEM1","506","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","352348","3383","P23295","403","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","352352","5362","O15528","508","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12","1","0"
"brenda","352401","5097","Q6XQ14","511","C=C(CC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3)C(C)C","1","0"
"brenda","352488","5123","P51589","502","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","352610","5282","Q50EK6","481","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","352625","4931","B4XY99","401","CC(C)(C)c1ccccc1O","1","0"
"brenda","352727","5358","Q07973","514","C=C1CC[C@H](O)C/C1=C/C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12","1","0"
"brenda","352800","5354","Q06069","410","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12","1","0"
"brenda","352833","5112","Q9LSF8","515","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O","1","0"
"brenda","353021","5282","Q50EK6","481","CNc1c(C)n(C)n(-c2ccccc2)c1=O","1","0"
"brenda","353055","5206","P17549","517","C=Cc1ccccc1Cl","1","0"
"brenda","353153","5180","Q9SWR5","521","C=C(C)[C@@H]1CC=C(C)CC1","1","0"
"brenda","353208","5128","B8QHP5","523","O=C(O)/C=C/c1ccc(O)cc1","1","0"
"brenda","353287","5322","I3V6B7","540","CC(=O)[C@H]1CC[C@H]2C3=CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","353373","5285","Q94FM7","504","CCCCCCCCCCCC(=O)O","1","0"
"brenda","353429","5210","Q08477","520","COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1","1","0"
"brenda","353433","5174","Q93ZB2","509","CCCCCCCCCCCCCC(=O)O","1","0"
"brenda","353438","5672","B1NF18","505","CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","353475","5112","Q9LSF8","515","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","353503","5180","Q9SWR5","521","CN(C(=O)COc1nc2ccccc2s1)c1ccccc1","1","0"
"brenda","353515","5034","P05093","508","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O","1","0"
"brenda","353551","5104","I1TEM1","506","COc1ccc2c(c1OC)C[N+]1(C)CCc3cc4c(c(O)c3[C@@H]1[C@H]2OC(C)=O)OCO4","1","0"
"brenda","353606","5275","O88962","500","O=S(=O)(O)CCc1ccncc1","1","0"
"brenda","353616","5095","O48958","531","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","353682","5123","P51589","502","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O","1","0"
"brenda","353795","5100","O65782","499","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","353888","5321","I3PLR1","556","CCCCC/C=C\C/C=C\CCCCCCCC(=O)O","1","0"
"brenda","354034","5247","Q9Y7C8","528","CC(C)c1cc2c(c(O)c1O)[C@@]1(C)CCCC(C)(C)[C@@H]1CC2","1","0"
"brenda","354078","5130","A2RRT9","525","CCCCC/C=C\C[C@@H](O)/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O","1","0"
"brenda","354143","5099","A0A068Q609","526","CC(C)c1ccc2c(c1)CC[C@H]1C(C)(C)CCC[C@]21C","1","0"
"brenda","354148","5275","O88962","500","C[C@@H]1CC[C@@H]2[C@@H](CC[C@@H](O)C[C@@H](O)CC(=O)O)[C@@H](C)C=C[C@H]2C1","1","0"
"brenda","354180","5276","Q9UNU6","501","Oc1ccccc1O","1","0"
"brenda","354219","5667","B1NF19","504","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","354348","5644","O64698","499","N[C@@H](Cc1c[nH]c2c(Cl)cccc12)C(=O)O","1","0"
"brenda","354361","5359","Q09128","514","C[N+](C)(C)CCO","1","0"
"brenda","354379","5358","Q07973","514","C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)CCC4(C)[C@H]3CCC2(C)C1C(=O)CO","1","0"
"brenda","354403","5170","D1MI46","495","C=C(C=O)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)C[C@@H]21","1","0"
"brenda","354433","5284","C0SJS3","478","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","354490","5116","A0A0C5QRZ2","492","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21","1","0"
"brenda","354508","5361","O35084","507","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","354653","5111","A0A1D6F9Y9","554","CC(=C/C(=O)O)/C=C/[C@@]1(O)C=CC(=O)CC1(C)C","1","0"
"brenda","354746","5105","Q9XHE8","496","O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O","1","0"
"brenda","354824","5282","Q50EK6","481","C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1","1","0"
"brenda","354836","5128","B8QHP5","523","COc1cc(/C=C/C(=O)O)ccc1O","1","0"
"brenda","354935","5680","E9KBR8","527","CCCCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","1","0"
"brenda","355197","5003","P15540","492","O=C([O-])c1ccccc1F","1","0"
"brenda","355286","5276","Q9UNU6","501","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","355307","5073","Q63688","414","CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","1","0"
"brenda","355333","5189","P93147","499","Brc1ccc2cc[nH]c2c1","1","0"
"brenda","355354","5125","P78329","520","O/N=C\Cc1ccc(O)cc1","1","0"
"brenda","355385","5210","Q08477","520","C=C1C[C@@]23CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3","1","0"
"brenda","355428","5100","O65782","499","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","355490","5357","Q64441","514","C=C1CC[C@H](O)C/C1=C/C=C1/CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12","1","0"
"brenda","355521","5300","Q12664","515","O=c1c(O)c(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","355567","5109","P08684","503","C=C(CO)[C@@H]1CC[C@@H](C)[C@@H]2CCC(C)=C[C@@H]21","1","0"
"brenda","355584","5084","Q8HYN1","508","Cc1ccccc1CC#N","1","0"
"brenda","355609","5265","Q8VQF6","404","O=C(O)c1ccccc1","1","0"
"brenda","355745","5100","O65782","499","CC/C=C\C[C@H]1C(=O)CC[C@@H]1CC(O)=N[C@H](C(=O)O)[C@@H](C)CC","1","0"
"brenda","355767","5243","H2DH16","486","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","355811","5302","Q4PJW3","502","CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3CC=C4[C@@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12","1","0"
"brenda","355851","5180","Q9SWR5","521","O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12","1","0"
"brenda","355899","5357","Q64441","514","COC(C)(C)C/C=C/C(C)=C/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(\C)CC/C=C(\C)CC/C=C(\C)CO","1","0"
"brenda","355975","5147","Q9SD85","513","CC1(C)CC[C@]2(C)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","356038","5129","Q02928","519","O=C(O)/C=C/c1cccc(Cl)c1","1","0"
"brenda","356045","5120","K7NBR2","473","COc1ccc2[nH]ccc2c1","1","0"
"brenda","356047","5293","A2TEF2","480","CC1(C)[C@H](C=C(Cl)Cl)[C@@H]1C(=O)OCc1cccc(Oc2ccccc2)c1","1","0"
"brenda","356098","5180","Q9SWR5","521","CC(=O)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","356144","5063","P08683","500","C[C@]12CC[C@@H](O)C[C@@H]1CC[C@@H]1[C@@H]2CC[C@]2(C)[C@@H](O)CC[C@@H]12","1","0"
"brenda","356468","4909","Q84KI1","509","CCc1ccccc1","1","0"
"brenda","356504","5068","Q9Y6A2","500","CN1CCC[C@H]1c1cccnc1","1","0"
"brenda","356567","4959","Q04552","498","CCCCCCCCCCCC(=O)O","1","0"
"brenda","356593","5346","P00189","520","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","356615","5060","P51542","501","CC12CCC(CC1)C(C)(C)O2","1","0"
"brenda","356659","5129","Q02928","519","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","356672","5206","P17549","517","C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3","1","0"
"brenda","356747","5116","A0A0C5QRZ2","492","COc1cc(/C=C/C(=O)O)ccc1O","1","0"
"brenda","356861","5112","Q9LSF8","515","C[C@]12CCC(=O)C=C1CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12","1","0"
"brenda","357035","5120","K7NBR2","473","C=CC(C)(O)CCC=C(C)C","1","0"
"brenda","357074","5214","D5JBX1","496","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CCC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","357142","4909","Q84KI1","509","c1ccc(SC2CC2)cc1","1","0"
"brenda","357146","5228","Q8W4T9","485","C=C[C@@]1(C)CC[C@]2(C)[C@H](CC[C@]3(C)C(=C)CCC[C@@H]23)C1","1","0"
"brenda","357195","4961","P11371","487","CCC(C)C#N","1","0"
"brenda","357306","5068","Q9Y6A2","500","O=C(O)c1ccccc1","1","0"
"brenda","357362","5667","B1NF19","504","CCCCCCCCCCCCCCCC[C@@H](O)[C@@H](O)[C@@H](N)CO","1","0"
"brenda","357397","4981","P98187","520","CC(C)CCCCCCCCC(=O)O","1","0"
"brenda","357520","5126","Q6ZWL3","525","C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12","1","0"
"brenda","357694","5311","Q6TBX7","539","O=O","1","1"
"brenda","357761","5358","Q07973","514","CC(C)C[C@@H]1N=C(O)[C@@H]2CCCN2C1=O","1","0"
"brenda","357768","5283","Q94IA6","491","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","0"
"brenda","357778","5125","P78329","520","CC(C)CCC(O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","357803","5274","Q64148","503","C[C@H](CCC(=O)O)[C@H]1CC[C@H]2[C@@H]3CC[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","1"
"brenda","357854","5000","P00191","496","CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","357872","5129","Q02928","519","C=C1C[C@@]23CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3","1","0"
"brenda","357958","5265","Q8VQF6","404","CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C","1","0"
"brenda","358007","5210","Q08477","520","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","358053","5278","O02766","500","CC12CCC(CC1)C(C)(C)O2","1","0"
"brenda","358088","5074","Q60991","507","Cc1cccc(/C=C/C(=O)O)c1","1","0"
"brenda","358142","5280","C0SJS4","476","CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)O","1","0"
"brenda","358233","5362","O15528","508","c1ccc(-c2cnc[nH]2)cc1","1","0"
"brenda","358282","5109","P08684","503","N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1","1","0"
"brenda","358378","5094","Q43135","558","O=O","1","0"
"brenda","358400","5000","P00191","496","Cn1ccc2cc(C(=O)O)ccc21","1","0"
"brenda","358439","5230","Q9AXH9","499","CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","1","0"
"brenda","358568","5035","P11715","507","CC1(C)O[C@]2(C)CC[C@H]1CC2=O","1","0"
"brenda","358583","5283","Q94IA6","491","O/N=C/Cc1ccccc1","1","0"
"brenda","358602","5111","A0A1D6F9Y9","554","C=C(C)[C@@H]1CC[C@]2(CO)CC[C@]3(C)[C@H](CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]12","1","0"
"brenda","358657","3102","P0DKI7","901","CC1=NCCc2ccccc21","1","0"
"brenda","358659","5002","Q64562","493","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","358826","4961","P11371","487","Oc1ccccc1Cl","1","0"
"brenda","358844","5068","Q9Y6A2","500","C=C[C@@](C)(O)CC/C=C(\C)CCC=C(C)C","1","0"
"brenda","358904","5206","P17549","517","CC1(C)[C@@H]2CC(=O)[C@@]1(C)CC2=O","1","0"
"brenda","358995","5321","I3PLR1","556","O=O","1","0"
"brenda","359038","5276","Q9UNU6","501","CC1=CC(=O)CC(C)(C)[C@@]1(F)/C=C/C(C)=C\C(=O)O","1","0"
"brenda","359057","5074","Q60991","507","COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O","1","0"
"brenda","359090","5335","P48422","513","CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C","1","0"
"brenda","359105","5063","P08683","500","CC(C)=CCC[C@](C)(O)[C@H]1CC[C@]2(C)[C@@H]1CC[C@@H]1[C@@]3(C)CC[C@H](O)C(C)(C)[C@@H]3CC[C@]12C","1","0"
"brenda","359124","5111","A0A1D6F9Y9","554","O/N=C\Cc1ccccc1","1","0"
"brenda","359172","5311","Q6TBX7","539","COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1","1","0"
"brenda","359226","5099","A0A068Q609","526","c1cnc2[nH]ccc2c1","1","0"
"brenda","359233","5109","P08684","503","C=C1C[C@@]23CC[C@H]4[C@@](C)(CCC[C@@]4(C)C(=O)O)[C@@H]2CC[C@@H]1C3","1","0"
"brenda","359263","5210","Q08477","520","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)CC4=CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","359269","5073","Q63688","414","CC1(C)[C@H](C(=O)OCc2cccc(Oc3ccccc3)c2)[C@@H]1C=C(Cl)Cl","1","0"
"brenda","359279","5100","O65782","499","CC1=C(C)C(O)(/C=C/C(C)=C\C(=O)O)C(C)(C)CC1=O","1","0"
"brenda","359309","5220","Q6IV13","496","C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O","1","0"
"brenda","359335","5321","I3PLR1","556","C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3","1","0"
"brenda","359551","5210","Q08477","520","C=C(C(=O)O)[C@H]1C/C=C(\C)CC/C=C(\C)CC1","1","0"
"brenda","359557","5275","O88962","500","CC(=O)C1=CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","359699","5354","Q06069","410","CC(C)[C@@H]1N=C(O)[C@H](C(C)C)N=C1O","1","0"
"brenda","359766","5254","F6H9N6","480","O=C(O)/C=C/c1ccccc1F","1","0"
"brenda","359818","5119","A0A125QZE2","503","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","359864","5128","B8QHP5","523","O=C([O-])CN(CCN(CC(=O)[O-])CC(=O)[O-])CCN(CC(=O)[O-])CC(=O)[O-]","1","0"
"brenda","359870","5064","Q6VVX0","501","C=C(C)[C@@H]1CC=C(C)CC1","1","0"
"brenda","359924","5118","A0A3Q7HS74","475","CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3","1","0"
"brenda","359958","5079","P30437","514","O/N=C\Cc1ccc(O)cc1","1","0"
"brenda","359959","5357","Q64441","514","C=CCCCCC=C","1","0"
"brenda","360059","5103","Q9ZUX1","495","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21","1","0"
"brenda","360095","5665","U5NDT8","527","Nc1ccc2[nH]cc(C[C@H](N)C(=O)O)c2c1","1","0"
"brenda","360115","5267","Q9FH76","463","COc1cc([C@@H]2c3cc4c(cc3[C@@H](O[C@@H]3O[C@@H]5CO[C@@H](C)O[C@H]5[C@H](O)[C@H]3O)[C@H]3COC(=O)[C@H]23)OCO4)cc(OC)c1O","1","0"
"brenda","360125","5317","P93149","523","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","360133","5034","P05093","508","Cc1cccc(C(=O)[O-])c1","1","0"
"brenda","360138","5302","Q4PJW3","502","COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1","1","0"
"brenda","360309","5083","Q9GMC7","509","O=C(O)Cc1ccc(O)cc1","1","0"
"brenda","360488","5282","Q50EK6","481","Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2","1","0"
"brenda","360512","5339","P15150","503","CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C","1","0"
"brenda","360611","5068","Q9Y6A2","500","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1","0"
"brenda","360743","5065","O46658","500","Oc1ccccc1","1","0"
"brenda","360801","5280","C0SJS4","476","Cc1cc(O)cc2c1O[C@](C)(CCC[C@H](C)CCC[C@H](C)CCCC(C)C)CC2","1","0"
"brenda","360819","5267","Q9FH76","463","Clc1ccc2cc[nH]c2c1","1","0"
"brenda","361005","5228","Q8W4T9","485","CC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O","1","0"
"brenda","361109","5209","Q9EP75","524","O=C(O)Cc1ccc(O)cc1","1","0"
"brenda","361162","5073","Q63688","414","CC1=CC[C@@]23C[C@@H]1C(C)(C)[C@@H]2CC[C@H]3C","1","0"
"brenda","361199","5361","O35084","507","C[C@@H]1C[C@H]2C3C[C@H](F)C4=CC(=O)CCC4(C)[C@H]3CCC2(C)C1C(=O)CO","1","0"
"brenda","361318","5672","B1NF18","505","[Cl-]","1","0"
"brenda","361332","5099","A0A068Q609","526","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","0"
"brenda","361422","4959","Q04552","498","Cc1ccccc1C(=O)[O-]","1","0"
"brenda","361446","21390","P24557","533","O=C(O)O","1","0"
"brenda","361496","5671","P47195","487","O=O","1","0"
"brenda","361635","5116","A0A0C5QRZ2","492","CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","361672","5127","O23066","553","CC1=CC[C@H]2C(C)(C)CCC[C@]2(C)[C@H]1CO","1","0"
"brenda","361737","5267","Q9FH76","463","CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C","1","0"
"brenda","361805","21277","P48417","536","CCCCCCC/C=C/C(=O)SCCN=C(O)CCN=C(O)[C@H](O)C(C)(C)COP(=O)(O)OP(=O)(O)OC[C@H]1O[C@@H](n2cnc3c(N)ncnc32)[C@H](O)[C@@H]1OP(=O)(O)O","1","0"
"brenda","361886","5310","Q43255","536","CC(C)C1=CC2=CC[C@@H]3[C@](C)(CCC[C@@]3(C)C=O)[C@H]2CC1","1","0"
"brenda","361897","5034","P05093","508","COc1ccc2[nH]ccc2c1","1","0"
"brenda","361904","4959","Q04552","498","Cc1cc2c(cc1C)N(C[C@H](O)[C@H](O)[C@H](O)COP(=O)(O)O)C1N=C(O)N=C(O)C1=N2","1","0"
"brenda","361971","5672","B1NF18","505","CCCCC/C=C\C/C=C\C/C=C\CCCCCCC(=O)O","1","0"
"brenda","362016","5064","Q6VVX0","501","CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O","1","0"
"brenda","362079","5267","Q9FH76","463","CC(C)(O)C1Cc2c(cc3oc(=O)ccc3c2O)O1","1","0"
"brenda","362129","5339","P15150","503","C=C1C(O)C/C(=C\C=C2/CCC[C@@]3(C)C2CC[C@@H]3[C@@H](C)CCCC(C)(C)O)C[C@H]1O","1","0"
"brenda","362165","5127","O23066","553","CCC(C)N","1","0"
"brenda","362166","4909","Q84KI1","509","O=C1CCC1O","1","0"
"brenda","362187","5265","Q8VQF6","404","CC1(C)[C@@H]2CC(=O)[C@@]1(C)CC2=O","1","0"
"brenda","362216","5113","A0A1D6HSP4","531","O/N=C\Cc1ccc(O)cc1","1","0"
"brenda","362254","5167","Q8VWZ7","493","CCc1cccc2cc(C(O)CNC(C)(C)C)oc12","1","0"
"brenda","362301","5123","P51589","502","CC1=CCC2CC1C2(C)C","1","0"
"brenda","362339","5063","P08683","500","C[C@]12CC[C@@H]3c4ccc(O)cc4CC[C@H]3[C@@H]1CC[C@@H]2O","1","0"
"brenda","362399","5034","P05093","508","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
"brenda","362447","5287","F8S1I0","490","CCOc1ccc2ccc(=O)oc2c1","1","0"
"brenda","362474","5229","O23051","490","CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O","1","0"
"brenda","362505","5147","Q9SD85","513","COC(=O)C1=CO[C@@H](O[C@@H]2O[C@H](CO)[C@@H](O)[C@H](O)[C@H]2O)[C@H]2[C@@H]1CC[C@@H]2C","1","0"
"brenda","362652","5267","Q9FH76","463","C=C(C)[C@@H]1CCC2=CCC[C@@H](C)[C@]2(C)C1","1","0"
"brenda","362712","5265","Q8VQF6","404","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21","1","0"
"brenda","362798","5290","A6YIH8","502","CC(C)=CCC/C(C)=C/CC/C(C)=C/CC/C=C(\C)CC/C=C(\C)CC[C@@H]1OC1(C)C","1","0"
"brenda","362914","5320","O49394","523","O/N=C/Cc1ccccc1","1","0"
"brenda","362937","5645","Q1T7C2","501","[Br-]","1","0"
"brenda","362980","5667","B1NF19","504","O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21","1","0"
"brenda","363021","5123","P51589","502","CC(=O)OC/C=C/c1ccccc1","1","0"
"brenda","363028","5056","P22680","504","Oc1ccc(Cl)cc1","1","0"
"brenda","363088","5100","O65782","499","O=C(O)/C=C/c1ccc(O)cc1","1","0"
"brenda","363243","5274","Q64148","503","CC1(C)CC[C@]2(C)CC[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1","1","0"
"brenda","363294","5114","A0A0Y0GRS3","494","CNc1c(C)n(C)n(-c2ccccc2)c1=O","1","0"
"brenda","363317","5210","Q08477","520","CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3CC[C@]12C","1","0"
