uniprot_id,has_heme_in_uniprot,has_esibank_structure_records,n_esibank_structure_records,n_esibank_samples,n_esibank_positive_samples,has_fe_overlay_target,n_fe_overlay_target_rows,n_fe_overlay_target_samples,n_fe_overlay_target_positive_samples,protein_families,cc_cofactor,xref_interpro
Q96WS9,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR002397;IPR017972;IPR036396;
Q9AR74,True,True,23,23,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9AVQ1,False,True,36,36,2,False,0,0,0,"Cytochrome P450 family, 9-divinyl ether synthase subfamily",,IPR001128;IPR002403;IPR036396;
Q9AXH9,True,True,44,44,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9AXM6,True,True,11,11,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9DBX6,True,True,10,10,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR002401;IPR008067;IPR036396;IPR050182;
Q9EP75,True,True,26,26,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P51869};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
Q9FH76,True,True,190,190,19,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9FMV7,True,True,45,45,5,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002401;IPR036396;
Q9FPM6,False,True,19,19,2,False,0,0,0,"Cytochrome P450 family, 9-divinyl ether synthase subfamily",,IPR001128;IPR002403;IPR036396;
Q9FPN2,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q9FPN4,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q9FPN5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q9FS35,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q9GJX5,True,True,30,30,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050196;
Q9GMC7,True,True,16,16,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9GMC8,True,True,13,13,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9JKJ9,True,True,15,15,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q16850};,IPR050529;IPR001128;IPR024204;IPR002403;IPR036396;
Q9LLB0,True,True,18,18,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme b; Xref=ChEBI:CHEBI:60344; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002403;IPR036396;
Q9LNJ4,True,True,28,28,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9LSF8,True,True,76,76,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
Q9LW27,False,True,14,14,1,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR017972;IPR002401;IPR036396;IPR050193;
Q9M7B8,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9N0U7,True,True,15,15,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P05093};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9SB21,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002401;IPR036396;
Q9SC11,False,False,0,0,0,False,0,0,0,Cytochrome P450 family,,IPR050529;IPR036396;
Q9SD85,True,True,58,58,6,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9SP06,True,True,12,12,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9SSX5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
Q9SWJ4,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002401;IPR008066;IPR036396;
Q9SWR5,True,True,61,61,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9SXS3,True,True,25,25,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9SZ46,True,True,24,24,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050651;
Q9UNU6,True,True,24,24,2,True,22,22,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:O02766};,IPR001128;IPR024204;IPR002403;IPR036396;IPR030686;
Q9URR6,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR002401;IPR036396;IPR050364;
Q9VUF8,True,True,27,27,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413;,IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
Q9WVK8,True,True,31,31,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q9Y6A2};,IPR039983;IPR001128;IPR017972;IPR002401;IPR036396;
Q9XHC6,True,True,19,19,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR017972;IPR002401;IPR036396;
Q9XHE8,True,True,75,75,4,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR052306;IPR001128;IPR017972;IPR002401;IPR036396;
Q9XS57,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
Q9Y6A2,True,True,63,63,3,True,60,60,1,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:18621681, ECO:0000269|PubMed:20667828, ECO:0000269|PubMed:23288837};",IPR039983;IPR001128;IPR017972;IPR002401;IPR036396;
Q9Y7C8,True,True,34,34,3,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798}; Note=Binds 1 heme group per subunit. {ECO:0000250|UniProtKB:P04798};,IPR001128;IPR002401;IPR036396;
Q9ZAU3,True,True,20,20,1,True,19,19,1,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250};,IPR001128;IPR002397;IPR017972;IPR036396;
Q9ZUX1,True,True,22,22,2,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR002401;IPR036396;
R4X4I5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
S4UX02,True,True,16,16,1,True,15,15,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000269|PubMed:30837155};,IPR001128;IPR017972;IPR002401;IPR036396;
T1NXM5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
U3LXJ8,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
U5NDT8,True,True,20,20,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q94IP1};,IPR001128;IPR017972;IPR002401;IPR036396;IPR050665;
U5NE19,False,True,10,10,1,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR017972;IPR002401;IPR036396;IPR050665;
U5YM12,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002397;IPR017972;IPR036396;
U6NHS3,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR001128;IPR017972;IPR002401;IPR036396;
V5K5L7,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,"COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971, ECO:0000256|PIRSR:PIRSR602401-1};",IPR050479;IPR001128;IPR017972;IPR002401;IPR036396;
W0FKI0,True,True,11,11,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:Q96242};,IPR001128;IPR017972;IPR002401;IPR036396;
W6RGX9,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|ARBA:ARBA00001971};,IPR001128;IPR002397;IPR017972;IPR036396;
W8JIS5,False,True,14,14,1,False,0,0,0,Cytochrome P450 family,,IPR001128;IPR017972;IPR002401;IPR036396;
W9SPF5,True,False,0,0,0,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000256|PIRSR:PIRSR602401-1};,IPR001128;IPR017972;IPR002401;IPR036396;
X2JE85,True,True,17,17,1,False,0,0,0,Cytochrome P450 family,COFACTOR: Name=heme; Xref=ChEBI:CHEBI:30413; Evidence={ECO:0000250|UniProtKB:P04798};,IPR001128;IPR017972;IPR002401;IPR036396;
