global_enzyme_id,source,source_enzyme_id,source_uniprot_id,source_p450_symbol,source_species,source_ec_number,source_sequence_hash
ENZ_G001296,S2_ESIBank,301,Q9GMC8,,,1.14.14.32,69c36c3e9ec21c1695bd885364d0ecf7ddad00db82c562a77d1469c07fa508c8
ENZ_G001297,S3_P450Rdb,761,Q9HBI6,CYP4F11,Homo sapiens (Human),1.14.14.1; 1.14.14.78; 1.14.14.79; 1.14.14.80,fa76ad53937714cb7af37a17cdcffaebdf10c91590afe68fb0ef4f7b1d69c21c
ENZ_G001297,S9_PCPD,393,Q9HBI6,CYP4F11,Homo sapiens,,fa76ad53937714cb7af37a17cdcffaebdf10c91590afe68fb0ef4f7b1d69c21c
ENZ_G001298,S3_P450Rdb,762,Q9HCS2,CYP4F12,Homo sapiens (Human),1.14.14.1,46da51cc42bc6650424609aaa3417341d113fa12f6f08d1b7a4f023168aef25f
ENZ_G001298,S9_PCPD,394,Q9HCS2,CYP4F12,Homo sapiens,,46da51cc42bc6650424609aaa3417341d113fa12f6f08d1b7a4f023168aef25f
ENZ_G001299,S2_ESIBank,302,Q9JKJ9,,,1.14.14.26,841bbc33ded2aacc8995a67029fc53343acc410b3670e3f8e24ac729b6d5524f
ENZ_G001299,S3_P450Rdb,763,Q9JKJ9,Cyp39a1,Mus musculus (Mouse),1.14.14.26,841bbc33ded2aacc8995a67029fc53343acc410b3670e3f8e24ac729b6d5524f
ENZ_G001300,S3_P450Rdb,764,Q9K498,CYP170A1,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),1.14.15.39; 4.2.3.47,e8a54329f306756f60d837f216e9f57805cdbb424de35cf7b9bcaacdfc48c2d6
ENZ_G001301,S1_RCSB,97,Q9KIZ4,,Sorangium cellulosum,,8c07c779996634201939a612596b64b008dfa81c973fb82d4773a4f711e0e07a
ENZ_G001301,S3_P450Rdb,765,Q9KIZ4,cyp167A1,Sorangium cellulosum (Polyangium cellulosum),1.14.15.-,8657b63484fed4c5028771969f88bc2b6be36fb5c5e781c6eae355fe97af2b1a
ENZ_G001302,S1_RCSB,98,Q9KZF5,,Streptomyces coelicolor A3(2),,8d1a18158889749d4418d964e75e7f399ddf9eb0b77a07cb315d4508a3708aea
ENZ_G001302,S3_P450Rdb,766,Q9KZF5,cyp158a1,Streptomyces coelicolor (strain ATCC BAA-471 / A3(2) / M145),1.14.19.69,4a80badd40660a5845702c6a33c0c4602363eb102d5bee7a29738ed56e9e7483
ENZ_G001303,S8_PlantP450DB,333,Q9LDT7,AF195811,Trifolium pratense,,14cca51053ce4104bfe96d51f7be003a5313d563a67042fdb51786dc2913cef5
ENZ_G001304,S8_PlantP450DB,490,Q9LJK2,CYP707A4,Arabidopsis thaliana,,b9469056f22e0370cfdf180b9b0265d9a2bbdc8df40f69bf8c5228c6e293762e
ENZ_G001304,S9_PCPD,454,Q9LJK2,CYP707A4,Arabidopsis thaliana,,b9469056f22e0370cfdf180b9b0265d9a2bbdc8df40f69bf8c5228c6e293762e
ENZ_G001305,S2_ESIBank,303,Q9LLB0,,,4.2.1.92,900285555b2fe08532315063eff4e575d28cf99c200452c43ce551b26dd2805b
ENZ_G001305,S3_P450Rdb,767,Q9LLB0,AOS2,Solanum lycopersicum (Tomato) (Lycopersicon esculentum),4.2.1.92,900285555b2fe08532315063eff4e575d28cf99c200452c43ce551b26dd2805b
ENZ_G001305,S9_PCPD,650,Q9LLB0,CYP74A300,Solanum lycopersicum,,900285555b2fe08532315063eff4e575d28cf99c200452c43ce551b26dd2805b
ENZ_G001306,S8_PlantP450DB,548,Q9LMM1,CYP86A4,Arabidopsis thaliana,,4d827edd2854e22ef2e03996323bfb892e803c93694b2b4e7335f84bdff06635
ENZ_G001307,S2_ESIBank,304,Q9LNJ4,,,1.14.14.130,efc8c4b59ef70e360c0a9ec96b83f47c2b4cab0ce69e0ee3c1dc130139e22418
ENZ_G001307,S3_P450Rdb,768,Q9LNJ4,CYP703A2,Arabidopsis thaliana (Mouse-ear cress),1.14.14.130,efc8c4b59ef70e360c0a9ec96b83f47c2b4cab0ce69e0ee3c1dc130139e22418
ENZ_G001307,S8_PlantP450DB,373,Q9LNJ4,CYP703A2,Arabidopsis thaliana,,efc8c4b59ef70e360c0a9ec96b83f47c2b4cab0ce69e0ee3c1dc130139e22418
ENZ_G001307,S9_PCPD,440,,CYP703A2,Arabidopsis thaliana,,efc8c4b59ef70e360c0a9ec96b83f47c2b4cab0ce69e0ee3c1dc130139e22418
ENZ_G001308,S8_PlantP450DB,242,Q9LQB7,CYP79C2,Arabidopsis thaliana,,bdd15b8ed0644222f88f8f9dfbc7a15a353407289b59e6b0453253b77e26b2a2
ENZ_G001308,S9_PCPD,712,,CYP79C2,Arabidopsis thaliana,,bdd15b8ed0644222f88f8f9dfbc7a15a353407289b59e6b0453253b77e26b2a2
ENZ_G001309,S2_ESIBank,305,Q9LSF8,,,1.14.14.58,10ee30b2947f8b32a684be4879c776840a7ce35bd3000c5ddc798830d7b08cba
ENZ_G001309,S3_P450Rdb,769,Q9LSF8,CYP82G1,Arabidopsis thaliana (Mouse-ear cress),1.14.14.58; 1.14.14.59,10ee30b2947f8b32a684be4879c776840a7ce35bd3000c5ddc798830d7b08cba
ENZ_G001309,S8_PlantP450DB,295,Q9LSF8,CYP82G1,Arabidopsis thaliana,,10ee30b2947f8b32a684be4879c776840a7ce35bd3000c5ddc798830d7b08cba
ENZ_G001310,S8_PlantP450DB,405,Q9LUC5,CYP72A15,Arabidopsis thaliana,,d77257da859a3fe542b967624fccfe157f2ebfb4b1c523015c21d33d244e1ea8
ENZ_G001311,S8_PlantP450DB,404,Q9LUC8,CYP72A13,Arabidopsis thaliana,,ae1bed31396687b87a71f5f9c6e8cdc1ba7a198e3eda354bb40f278e2aabe025
ENZ_G001312,S8_PlantP450DB,402,Q9LUD3,CYP72A7,Arabidopsis thaliana,,8df7e7b7325965e7fa23db133c84c0665e19e64f0db6b0655f10276745703b38
ENZ_G001312,S9_PCPD,632,,CYP72A7,Arabidopsis thaliana,,8df7e7b7325965e7fa23db133c84c0665e19e64f0db6b0655f10276745703b38
ENZ_G001313,S3_P450Rdb,770,Q9LVD6,CYP81F2,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,34025992ecf1a6e8ada673785cb204a39cab166623b03806e4904600e89f9733
ENZ_G001313,S8_PlantP450DB,278,Q9LVD6,CYP81F2,Arabidopsis thaliana,,34025992ecf1a6e8ada673785cb204a39cab166623b03806e4904600e89f9733
ENZ_G001314,S3_P450Rdb,771,Q9LVY7,CYP716A1,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,b6c5f6d607df33ec9e064863d781d6271ba0c83fe550f4c1bb554390f990e1dd
ENZ_G001314,S8_PlantP450DB,498,Q9LVY7,CYP716A1,Arabidopsis thaliana,,b6c5f6d607df33ec9e064863d781d6271ba0c83fe550f4c1bb554390f990e1dd
ENZ_G001314,S9_PCPD,468,Q9LVY7,CYP716A1,Arabidopsis thaliana,,b6c5f6d607df33ec9e064863d781d6271ba0c83fe550f4c1bb554390f990e1dd
ENZ_G001315,S2_ESIBank,306,Q9LW27,,,1.14.19.52,d76b9d34b9d89f7c70e4217cd65c7a22fa33f78b8eff982a399e182d0bc1ed5c
ENZ_G001315,S3_P450Rdb,772,Q9LW27,CYP71B15,Arabidopsis thaliana (Mouse-ear cress),1.14.19.52,d76b9d34b9d89f7c70e4217cd65c7a22fa33f78b8eff982a399e182d0bc1ed5c
ENZ_G001315,S8_PlantP450DB,11,Q9LW27,CYP71B15,Arabidopsis thaliana,,d76b9d34b9d89f7c70e4217cd65c7a22fa33f78b8eff982a399e182d0bc1ed5c
ENZ_G001316,S3_P450Rdb,773,Q9LXM3,CYP71B38,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,814af7109886b8b31389f40a7771d057838c97c9e9ff13629395ab21191d2f94
ENZ_G001317,S8_PlantP450DB,229,Q9LZ31,CYP77A4,Arabidopsis thaliana,,b980f7578aca8ccc6f24e9ab735dddbe2807fea4374abce1969dc3b2b07a90ef
ENZ_G001318,S3_P450Rdb,774,Q9M066,CYP90C1,Arabidopsis thaliana (Mouse-ear cress),1.14.14.-; 1.14.14.147,6eade7388c44e22566334a308e0501201890f618d03aae1dc5bbfec11e09dee8
ENZ_G001318,S8_PlantP450DB,483,Q9M066,CYP90C1,Arabidopsis thaliana,,6eade7388c44e22566334a308e0501201890f618d03aae1dc5bbfec11e09dee8
ENZ_G001318,S9_PCPD,784,,CYP90C1,Arabidopsis thaliana,,6eade7388c44e22566334a308e0501201890f618d03aae1dc5bbfec11e09dee8
ENZ_G001319,S8_PlantP450DB,445,Q9M4C7,St CYP74A1,Solanum tuberosum,,eab1b34b9111a9d9064eea56878b7d0587905b9a444881bcecb5b2d3bf870c4b
ENZ_G001320,S8_PlantP450DB,334,Q9M6C5,AF195812,Pisum sativum,,c286e875ae50eb0a8f6b4ffc8ff51e20ba7d1dd67ecd83bb8371fd440c1cec6b
ENZ_G001321,S8_PlantP450DB,332,Q9M6C8,AF195807,Vigna radiata,,48f462f41d33db70a58d807557ad8153785a072449d88af03bbac56c0fd75a7a
ENZ_G001322,S3_P450Rdb,775,Q9M7B7,CYP79D2,Manihot esculenta (Cassava) (Jatropha manihot),1.14.14.38; 1.14.14.39,5db81be704f33e055e805b303fb54e00f8d0b9dc35aed7d3a12b28d89c2b1bbb
ENZ_G001322,S8_PlantP450DB,244,Q9M7B7,CYP79D2,Manihot esculenta,,5db81be704f33e055e805b303fb54e00f8d0b9dc35aed7d3a12b28d89c2b1bbb
ENZ_G001322,S9_PCPD,714,Q9M7B7,CYP79D2,Manihot esculenta,,5db81be704f33e055e805b303fb54e00f8d0b9dc35aed7d3a12b28d89c2b1bbb
ENZ_G001323,S3_P450Rdb,776,Q9M7B8,CYP79D1,Manihot esculenta (Cassava) (Jatropha manihot),1.14.14.38; 1.14.14.39,68b7a8668227a428ef75dd0de7262da246045c82719fe418f8556f25fcb60b4d
ENZ_G001323,S8_PlantP450DB,243,Q9M7B8,CYP79D1,Manihot esculenta,,68b7a8668227a428ef75dd0de7262da246045c82719fe418f8556f25fcb60b4d
ENZ_G001323,S9_PCPD,713,,CYP79D1,Manihot esculenta,,68b7a8668227a428ef75dd0de7262da246045c82719fe418f8556f25fcb60b4d
ENZ_G001324,S8_PlantP450DB,260,Q9M7B9,CYP79E2,Triglochin maritima,,3364a3c2cd79e35aad97ed6e2a03a9a4bfe7953cb3aa40d6759c58f18fb8012a
ENZ_G001324,S9_PCPD,719,Q9M7B9,CYP79E2,Triglochin maritima,,3364a3c2cd79e35aad97ed6e2a03a9a4bfe7953cb3aa40d6759c58f18fb8012a
ENZ_G001325,S3_P450Rdb,777,Q9M7C0,CYP79E1,Triglochin maritima,/,df5a188b73f7424d76f8e5a87c0132ff6513413efa3af83e828efefbb3664d93
ENZ_G001325,S8_PlantP450DB,259,Q9M7C0,CYP79E1,Triglochin maritima,,df5a188b73f7424d76f8e5a87c0132ff6513413efa3af83e828efefbb3664d93
ENZ_G001325,S9_PCPD,718,,CYP79E1,Triglochin maritima,,df5a188b73f7424d76f8e5a87c0132ff6513413efa3af83e828efefbb3664d93
ENZ_G001326,S8_PlantP450DB,275,Q9MBE4,CYP81E6,Lotus japonicus,,1a7a8946173b24f0e4e14dc85fb11cba50bb9f6c1f04b0810eee2a421dda6683
ENZ_G001327,S8_PlantP450DB,372,Q9MBF5,CYP703A1,Petunia hybrida,,73ef9b1cd750e86df9ee5393e4e700763e480eb8e264510cba9d302e4cfb2213
ENZ_G001328,S2_ESIBank,307,Q9N0U7,,,1.14.14.32,51bb1eeca95bcab9ffc391e33a4c2847a400745934fe8853ea01ec22be100c7c
ENZ_G001329,S3_P450Rdb,778,Q9NGX9,CYP302A1,Drosophila melanogaster (Fruit fly),1.14.15.44,6fc213bc6a7ecac4cbc450c03c7736988cb548d3eac218e7ca977a1d914c205a
ENZ_G001330,S3_P450Rdb,779,Q9NR63,CYP26B1,Homo sapiens (Human),1.14.13.-,7480a730a3a3dfb0c79d6f8e88e671b83d8e65cf1a2b0a6facc439bf0260e691
ENZ_G001330,S9_PCPD,334,Q9NR63,CYP26B1,Homo sapiens,,7480a730a3a3dfb0c79d6f8e88e671b83d8e65cf1a2b0a6facc439bf0260e691
ENZ_G001331,S3_P450Rdb,780,Q9NYL5,CYP39A1,Homo sapiens (Human),1.14.14.26,378a49eba36fe0ed873d2306a44dae9e8b1341b3c7adc1874a34f6712c76943e
ENZ_G001331,S9_PCPD,372,Q9NYL5,CYP39A1,Homo sapiens,,378a49eba36fe0ed873d2306a44dae9e8b1341b3c7adc1874a34f6712c76943e
ENZ_G001332,S3_P450Rdb,781,Q9PUB4,CYP26A1,Gallus gallus (Chicken),1.14.13.-,9cb9039ec6a75db573e4875ad01a14b28be288476ec0564334cc2c347ffc02db
ENZ_G001332,S9_PCPD,332,Q9PUB4,CYP26A1Gg,Gallus gallus,,9cb9039ec6a75db573e4875ad01a14b28be288476ec0564334cc2c347ffc02db
ENZ_G001333,S3_P450Rdb,782,Q9QXF7,CYP2J4,Rattus norvegicus (Rat),1.14.14.1,de04f9630513c8afdb8db02ad274c711bbd233095f4cd18e0a1171dac47c601c
ENZ_G001333,S9_PCPD,363,Q9QXF7,CYP2J4,Rattus norvegicus,,de04f9630513c8afdb8db02ad274c711bbd233095f4cd18e0a1171dac47c601c
ENZ_G001334,S3_P450Rdb,783,Q9SAA9,CYP51G1,Arabidopsis thaliana (Mouse-ear cress),1.14.14.154,45fa650b077312b5beeaeab89e4ed55d770b263a9d848fa55736caf2a9202e9e
ENZ_G001334,S8_PlantP450DB,0,Q9SAA9,AtCYP51G1,Arabidopsis thaliana,,45fa650b077312b5beeaeab89e4ed55d770b263a9d848fa55736caf2a9202e9e
ENZ_G001334,S9_PCPD,427,,CYP51G1,Arabidopsis thaliana,,45fa650b077312b5beeaeab89e4ed55d770b263a9d848fa55736caf2a9202e9e
ENZ_G001335,S2_ESIBank,308,Q9SB21,,,1.14.14.91,e848c356dd943f56e3a2a62c4a6cf16ff561304aad3ab4460424befca5ea6d7b
ENZ_G001336,S8_PlantP450DB,131,Q9SB48,CYP73A5,Arabidopsis thaliana,,1c3feb7e281aacd7efde425958968e679fd7c8049ffb3136985a621d3d29df73
ENZ_G001337,S8_PlantP450DB,317,Q9SBP8,PopF5H,Populus trichocarpa,,aec0b5c7581e4da1327b9ac3218b4558f5a6f50405a6dbad65c1b14ae5685a23
ENZ_G001337,S9_PCPD,764,Q9SBP8,CYP84A500,Populus trichocarpa,,aec0b5c7581e4da1327b9ac3218b4558f5a6f50405a6dbad65c1b14ae5685a23
ENZ_G001338,S8_PlantP450DB,159,Q9SBQ9,CYP75B2,Petunia hybrida,,70de8dbbf43d0cd94f352c6e0d1430a9afc900f3917f342c6dfba23789f49716
ENZ_G001339,S8_PlantP450DB,12,Q9SCN2,CYP71B31,Arabidopsis thaliana,,66eada82c9f54636d3b220938295b63039edbea0b1f9dff4023726e98f5fe84f
ENZ_G001339,S9_PCPD,540,,CYP71B31,Arabidopsis thaliana,,66eada82c9f54636d3b220938295b63039edbea0b1f9dff4023726e98f5fe84f
ENZ_G001340,S2_ESIBank,309,Q9SD85,,,1.14.14.82,5985be6cb429d91fccb9c9e7214d0382d72e6e17714c7fac7fd3e0590c392cd5
ENZ_G001340,S8_PlantP450DB,158,Q9SD85,CYP75B1,Arabidopsis thaliana,,5985be6cb429d91fccb9c9e7214d0382d72e6e17714c7fac7fd3e0590c392cd5
ENZ_G001341,S8_PlantP450DB,434,Q9SHG5,CYP72C1,Arabidopsis thaliana,,480241bfd95d0c4c45722488a83c5206f142a7a6599e317adf2b40f6e686da4b
ENZ_G001342,S3_P450Rdb,784,Q9SMP5,CYP94B3,Arabidopsis thaliana (Mouse-ear cress),1.14.14.48,9c706bda5920f3aec3b9726799a1074956fd66a4ae15f4652de88b416d537ba9
ENZ_G001342,S8_PlantP450DB,554,Q9SMP5,CYP94B3,Arabidopsis thaliana,,9c706bda5920f3aec3b9726799a1074956fd66a4ae15f4652de88b416d537ba9
ENZ_G001343,S2_ESIBank,310,Q9SP06,,,1.14.14.102,9b90804471a1377583eb5cefcd33f2cf5947444e8e744f3daa33bb57d24cfcbc
ENZ_G001344,S3_P450Rdb,785,Q9SQY7,CYP77A6,Arabidopsis thaliana (Mouse-ear cress),/,5a716e82b642faff6ad8fb4f8ad268bb438249d7f3ef2921892f9a261a2ea1a2
ENZ_G001345,S3_P450Rdb,786,Q9SRQ1,CYP89A9,Arabidopsis thaliana (Mouse-ear cress),1.14.14.-,09a1fa6e2729c40881036c939cdad5e89ce6022150ed5d7a965906b0c1543d51
ENZ_G001345,S9_PCPD,774,,CYP89A9,Arabidopsis thaliana,,09a1fa6e2729c40881036c939cdad5e89ce6022150ed5d7a965906b0c1543d51
ENZ_G001346,S8_PlantP450DB,322,Q9SSX4,CYP93B4,Torenia hybrid,,ff627b243141258c9334de7db6c67b1e41041f4ce495fc16908ea9a589054a79
ENZ_G001347,S2_ESIBank,311,Q9SSX5,,,1.14.19.76,a30643470fbfdd5586a0d54dcb0efe634aaaf055fba1e936bbb6bf6c0b57fa24
ENZ_G001348,S8_PlantP450DB,40,Q9SWE3,CYP71D16,Nicotiana tabacum,,f51de5e22dd6538531eb5d63205cdda748396d216a85cac7054c40f35f105375
ENZ_G001349,S8_PlantP450DB,313,Q9SWR1,CYP84A3,Liquidambar styraciflua,,99228efa8378ae69cfba626a0a41bbb98c8406d9b03e2055d468f4980332712a
ENZ_G001349,S9_PCPD,762,,CYP84A3,Liquidambar styraciflua,,99228efa8378ae69cfba626a0a41bbb98c8406d9b03e2055d468f4980332712a
ENZ_G001350,S2_ESIBank,312,Q9SWR5,,,1.14.14.87,62752e4fdfb41d3b12254a4f0c071bc30233d9630e3cfb54b3d23cae55a1b123
ENZ_G001351,S2_ESIBank,313,Q9SXS3,,,1.14.14.87,88b62a23bd82b940c1a92ef276fa228927bc5709c2386e0cbb8955f11f3a49a7
ENZ_G001351,S3_P450Rdb,787,Q9SXS3,CYP93C2,Glycyrrhiza echinata (Licorice),1.14.14.87,88b62a23bd82b940c1a92ef276fa228927bc5709c2386e0cbb8955f11f3a49a7
ENZ_G001351,S8_PlantP450DB,331,Q9SXS3,CYP93C2,Glycyrrhiza echinata,,88b62a23bd82b940c1a92ef276fa228927bc5709c2386e0cbb8955f11f3a49a7
ENZ_G001351,S9_PCPD,794,Q9SXS3,CYP93C2,Glycyrrhiza echinata,,88b62a23bd82b940c1a92ef276fa228927bc5709c2386e0cbb8955f11f3a49a7
ENZ_G001352,S2_ESIBank,314,Q9SZ46,,,1.14.14.164,fbcf631b99aabdaa2e0c98caaba5aa7f7e87d6dd6446817ece22170ecb641fb9
ENZ_G001352,S3_P450Rdb,788,Q9SZ46,CYP82C4,Arabidopsis thaliana (Mouse-ear cress),1.14.14.-; 1.14.14.164,fbcf631b99aabdaa2e0c98caaba5aa7f7e87d6dd6446817ece22170ecb641fb9
ENZ_G001352,S8_PlantP450DB,287,Q9SZ46,CYP82C4,Arabidopsis thaliana,,fbcf631b99aabdaa2e0c98caaba5aa7f7e87d6dd6446817ece22170ecb641fb9
ENZ_G001352,S9_PCPD,737,,CYP82C4,Arabidopsis thaliana,,fbcf631b99aabdaa2e0c98caaba5aa7f7e87d6dd6446817ece22170ecb641fb9
ENZ_G001353,S3_P450Rdb,789,Q9SZU1,CYP81F4,Arabidopsis thaliana (Mouse-ear cress),1.14.-.-,729325039ba4557e056356c444bca484ab3d152a25e05c016f88a7c008ea74bc
ENZ_G001354,S2_ESIBank,315,Q9UNU6,,,1.14.14.139,441a52d16451cae586486b389a4039091a79e25b5afe1969936176d777b39f46
ENZ_G001354,S3_P450Rdb,790,Q9UNU6,CYP8B1,Homo sapiens (Human),1.14.14.139,441a52d16451cae586486b389a4039091a79e25b5afe1969936176d777b39f46
ENZ_G001354,S9_PCPD,423,Q9UNU6,CYP8B1,Homo sapiens,,441a52d16451cae586486b389a4039091a79e25b5afe1969936176d777b39f46
ENZ_G001355,S3_P450Rdb,791,Q9UUS2,,Gaeumannomyces graminis (Turf grass take-all root rot fungus) (Rhaphidophora graminis),1.13.11.60; 5.4.4.6,7134f82c86d9ab0582f34dbbce84a0588c08583eea06e0f1a9d8fc52369c565f
ENZ_G001356,S3_P450Rdb,792,Q9UW95,aflL,Aspergillus parasiticus (strain ATCC 56775 / NRRL 5862 / SRRC 143 / SU-1),1.14.19.n5,fac228a68045bf7f8c9e8267403e67412d7c2498f17b2ccf66c7a135fdbbb789
ENZ_G001356,S9_PCPD,167,Q9UW95,CYP60AB1,Aspergillus parasiticus,,fac228a68045bf7f8c9e8267403e67412d7c2498f17b2ccf66c7a135fdbbb789
ENZ_G001357,S3_P450Rdb,793,Q9VGH1,Cyp315a1,Drosophila melanogaster (Fruit fly),1.14.15.-,dd8b36c7ec775736f14534ec5a3e98f6673ec796b44e33b4e9104a33839c589b
ENZ_G001358,S2_ESIBank,316,Q9VUF8,,,1.14.99.22,fc2c837a61365ff7c675fee870ce1b975a519b92bcdae849a7e60005a269b767
ENZ_G001358,S3_P450Rdb,794,Q9VUF8,CYP314A1,Drosophila melanogaster (Fruit fly),1.14.99.22,fc2c837a61365ff7c675fee870ce1b975a519b92bcdae849a7e60005a269b767
ENZ_G001358,S9_PCPD,370,Q9VUF8,CYP314A1,Drosophila melanogaster,,fc2c837a61365ff7c675fee870ce1b975a519b92bcdae849a7e60005a269b767
ENZ_G001359,S3_P450Rdb,795,Q9VWR5,Cyp306a1,Drosophila melanogaster (Fruit fly),1.14.15.-,1b5e425ed91000715f5d75087e91602b513ef822d45caa0905f92fe2888bbdad
ENZ_G001360,S2_ESIBank,317,Q9WVK8,,,1.14.14.25,2435808b31c59f436831aa574203079d863ba9ac01672fbd1fa14974009d5583
ENZ_G001360,S3_P450Rdb,796,Q9WVK8,Cyp46a1,Mus musculus (Mouse),1.14.14.25,2435808b31c59f436831aa574203079d863ba9ac01672fbd1fa14974009d5583
ENZ_G001360,S9_PCPD,380,Q9WVK8,CYP46A1Mm,Mus musculus,,2435808b31c59f436831aa574203079d863ba9ac01672fbd1fa14974009d5583
ENZ_G001361,S3_P450Rdb,797,Q9XGT9,CYP93B2,Gerbera hybrida (Daisy),1.14.19.76,c6fda5d353ac42f1caa112adf57e127465728df0ada9b5cc0a92bd9599e9dbb3
ENZ_G001361,S8_PlantP450DB,321,Q9XGT9,CYP93B2,Gerbera hybrida,,c6fda5d353ac42f1caa112adf57e127465728df0ada9b5cc0a92bd9599e9dbb3
ENZ_G001361,S9_PCPD,793,Q9XGT9,CYP93B2,Gerbera hybrid cultivar,,c6fda5d353ac42f1caa112adf57e127465728df0ada9b5cc0a92bd9599e9dbb3
ENZ_G001362,S2_ESIBank,318,Q9XHC6,,,1.14.14.134,48e8014aad6ce49babf557510c076c59ea365e577939362e385b236cba14e79e
ENZ_G001362,S3_P450Rdb,798,Q9XHC6,CYP93E1,Glycine max (Soybean) (Glycine hispida),1.14.14.134,48e8014aad6ce49babf557510c076c59ea365e577939362e385b236cba14e79e
ENZ_G001362,S8_PlantP450DB,336,Q9XHC6,CYP93E1,Glycine max,,48e8014aad6ce49babf557510c076c59ea365e577939362e385b236cba14e79e
ENZ_G001363,S3_P450Rdb,799,Q9XHE6,CYP71D15,Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata),1.14.14.99,e2bacf2905ea2842c27df85bb2cd9a9cecde2a24888935428549bd5a6d9bc724
ENZ_G001363,S8_PlantP450DB,39,Q9XHE6,CYP71D15,Mentha spicata,,e2bacf2905ea2842c27df85bb2cd9a9cecde2a24888935428549bd5a6d9bc724
ENZ_G001363,S9_PCPD,566,Q9XHE6,CYP71D15,Mentha x piperita,,e2bacf2905ea2842c27df85bb2cd9a9cecde2a24888935428549bd5a6d9bc724
ENZ_G001364,S3_P450Rdb,800,Q9XHE7,CYP71D13,Mentha piperita (Peppermint) (Mentha aquatica x Mentha spicata),1.14.14.99,1e31d9e174a31cd215e1bb7171ee0fce998c2af5a7346818ca913f4ff05e6d70
ENZ_G001364,S8_PlantP450DB,38,Q9XHE7,CYP71D13,Mentha spicata,,1e31d9e174a31cd215e1bb7171ee0fce998c2af5a7346818ca913f4ff05e6d70
ENZ_G001365,S2_ESIBank,319,Q9XHE8,,,1.14.14.51,5620bb43081c45db7de6fd78b4fa513badf5df06dc7e3853ba55e156a4ba5cfe
ENZ_G001365,S3_P450Rdb,801,Q9XHE8,CYP71D18,Mentha spicata (Spearmint),1.14.14.51,5620bb43081c45db7de6fd78b4fa513badf5df06dc7e3853ba55e156a4ba5cfe
ENZ_G001365,S8_PlantP450DB,41,Q9XHE8,CYP71D18,Mentha spicata,,5620bb43081c45db7de6fd78b4fa513badf5df06dc7e3853ba55e156a4ba5cfe
ENZ_G001366,S2_ESIBank,320,Q9XS57,,,1.14.15.18,bf20937a147528ae15d198a4c1185a1908109a12aa23a28d81ccde0e623e3f23
ENZ_G001367,S2_ESIBank,321,Q9Y6A2,,,1.14.14.25,ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2
ENZ_G001367,S3_P450Rdb,802,Q9Y6A2,CYP46A1,Homo sapiens (Human),1.14.14.25,ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2
ENZ_G001367,S9_PCPD,378,Q9Y6A2,CYP46A1,Homo sapiens,,ff4962a4e5c623868caea8a7527dd4bea19a76126d7cdbfa24fe1d4c75fc58a2
ENZ_G001368,S9_PCPD,132,Q9Y757,CYP52A12Dh,Debaryomyces hansenii,,860dac2815f63e54927b52b5cfdf09101aa93ac38d8ad0d6e8a9456aa8e022b5
ENZ_G001369,S9_PCPD,134,Q9Y758,CYP52A13Dh,Debaryomyces hansenii,,dd1c55aebe79dd53d65b30b171c6d5c4b435bde6f7e78cc762d020906ff503d7
ENZ_G001370,S2_ESIBank,322,Q9Y7C8,,,1.14.14.125,e935bcac76e6176b388a7ef8d06ea587783f9092ecdd33c28e4ac83a98e82a72
ENZ_G001370,S3_P450Rdb,803,Q9Y7C8,lovA,Aspergillus terreus,1.14.14.124; 1.14.14.125,e935bcac76e6176b388a7ef8d06ea587783f9092ecdd33c28e4ac83a98e82a72
ENZ_G001371,S3_P450Rdb,804,Q9Y7G5,phacA,Emericella nidulans (Aspergillus nidulans),1.14.14.54,c941203604bb4461e0c0f6fb78b1fa816400e72748a34d2852efdf7d23bf26d9
ENZ_G001371,S9_PCPD,91,Q9Y7G5,CYP504A2,Emericella nidulans,,c941203604bb4461e0c0f6fb78b1fa816400e72748a34d2852efdf7d23bf26d9
ENZ_G001372,S3_P450Rdb,805,Q9Y8G7,CYP505,Fusarium oxysporum (Fusarium vascular wilt),1.14.14.1; 1.6.2.4,063368d144e39485854eb2effab473b453a5d8927e757ea52c47c69426ed46e5
ENZ_G001373,S2_ESIBank,323,Q9ZAU3,,,1.14.13.181,6c16075a1c30fde6ee6a0f83d03477683849ea1c473bc8a9b150ce9c499b4d89
ENZ_G001373,S3_P450Rdb,806,Q9ZAU3,doxA,Streptomyces peucetius,1.14.13.181,6c16075a1c30fde6ee6a0f83d03477683849ea1c473bc8a9b150ce9c499b4d89
ENZ_G001374,S1_RCSB,99,Q9ZHQ1,,Streptomyces fradiae,,4ab8e3eae288bf879bb57da7fc3516f1f707581d35f0977a44c2973f78d2da66
ENZ_G001374,S3_P450Rdb,807,Q9ZHQ1,tylH1,Streptomyces fradiae (Streptomyces roseoflavus),1.14.15.34,addf3452bcf9dff89bc11283b7e99dfc018a41a17ff3f7488df27318be2128dc
