substrate_idx,raw_smiles,rdkit_parse_ok,rdkit_canonical_smiles,rdkit_isomeric_smiles,rdkit_inchikey,cid,cid_status,final_substrate_id,fallback_id,cid_collision_group,pubchem_query_method,pubchem_return_count,notes,in_train,in_val,in_test,in_any_split
1621,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O,True,CCCCCCCCC=CCC=CCC=CCCCC(=O)O,CCCCCCCC/C=C\C/C=C\C/C=C\CCCC(=O)O,UNSRRHDPHVZAHH-YOILPLPUSA-N,5312531,hit,CID5312531,NO_CID_5326684a5167,,hit,1,,1,1,1,1
1622,O=C(O)c1ccc2ccccc2c1,True,O=C(O)c1ccc2ccccc2c1,O=C(O)c1ccc2ccccc2c1,UOBYKYZJUGYBDK-UHFFFAOYSA-N,7123,hit,CID7123,NO_CID_da421110642a,,hit,1,,1,1,1,1
1623,Cc1c(CC(N)C=O)c2cc(N3CCOCC3)ccc2n1C,True,Cc1c(CC(N)C=O)c2cc(N3CCOCC3)ccc2n1C,Cc1c(CC(N)C=O)c2cc(N3CCOCC3)ccc2n1C,UOXCFRLWBAAJIA-UHFFFAOYSA-N,,cid0_no_match,NO_CID_ce9d8d2a05ab,NO_CID_ce9d8d2a05ab,,cid0_no_match,0,,1,1,1,1
1624,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,True,CC(C(O)CCC(C)(C)O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,C[C@H]([C@H](O)CCC(C)(C)O)[C@H]1CC[C@@]2(O)C3=CC(=O)[C@@H]4C[C@@H](O)[C@@H](O)C[C@]4(C)[C@H]3CC[C@]12C,UPEZCKBFRMILAV-JMZLNJERSA-N,19212,hit,CID19212,NO_CID_857ad46a6310,,hit,1,,1,1,1,1
1625,C[C@@H](C1CC[C@@]2(O)C3=CC(=O)C4C[C@H](O)[C@@H](O)C[C@]4(C)C3CC[C@]12C)[C@H](O)CCC(C)(C)O,True,CC(C(O)CCC(C)(C)O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,C[C@@H](C1CC[C@@]2(O)C3=CC(=O)C4C[C@H](O)[C@@H](O)C[C@]4(C)C3CC[C@]12C)[C@H](O)CCC(C)(C)O,UPEZCKBFRMILAV-NJQILLSZSA-N,,cid0_no_match,NO_CID_79a35580b238,NO_CID_79a35580b238,,cid0_no_match,0,,1,1,1,1
1626,C[C@@H](C1CC[C@@]2(O)C3=CC(=O)C4C[C@@H](O)[C@@H](O)C[C@]4(C)C3CC[C@]12C)[C@H](O)CCC(C)(C)O,True,CC(C(O)CCC(C)(C)O)C1CCC2(O)C3=CC(=O)C4CC(O)C(O)CC4(C)C3CCC12C,C[C@@H](C1CC[C@@]2(O)C3=CC(=O)C4C[C@@H](O)[C@@H](O)C[C@]4(C)C3CC[C@]12C)[C@H](O)CCC(C)(C)O,UPEZCKBFRMILAV-VANHVKLKSA-N,,cid0_no_match,NO_CID_a6101916f8bd,NO_CID_a6101916f8bd,,cid0_no_match,0,,1,1,1,1
1627,O=C1CCCCCCCCCC1,True,O=C1CCCCCCCCCC1,O=C1CCCCCCCCCC1,UPOSSYJVWXLPTA-UHFFFAOYSA-N,13420,hit,CID13420,NO_CID_e9400a2bde1b,,hit,1,,1,1,0,1
1628,NC(Cc1ccc(O)c(I)c1)C(=O)O,True,NC(Cc1ccc(O)c(I)c1)C(=O)O,NC(Cc1ccc(O)c(I)c1)C(=O)O,UQTZMGFTRHFAAM-UHFFFAOYSA-N,6272,hit,CID6272,NO_CID_d0a9ec3d29e7,,hit,1,,1,1,1,1
1629,Nc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,True,Nc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,Nc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,URBHVZVPIHGYBQ-UHFFFAOYSA-N,249090,hit,CID249090,NO_CID_36005ed07331,,hit,1,,1,1,1,1
1630,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,True,CC1CC2C3CCC4=CC(=O)C=CC4(C)C3(F)C(O)CC2(C)C1(O)C(=O)CO,C[C@@H]1C[C@H]2[C@@H]3CCC4=CC(=O)C=C[C@]4(C)[C@@]3(F)[C@@H](O)C[C@]2(C)[C@@]1(O)C(=O)CO,UREBDLICKHMUKA-CXSFZGCWSA-N,5743,hit,CID5743,NO_CID_d98fc09cf98f,,hit,1,,1,1,1,1
1631,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,True,O=C1CC(c2ccccc2)Oc2cc(O)cc(O)c21,O=C1C[C@@H](c2ccccc2)Oc2cc(O)cc(O)c21,URFCJEUYXNAHFI-ZDUSSCGKSA-N,68071,hit,CID68071,NO_CID_8ed00e2f6a11,,hit,1,,1,1,1,1
1632,Cc1[nH]c2c(F)cccc2c1CC(N)C(=O)O,True,Cc1[nH]c2c(F)cccc2c1CC(N)C(=O)O,Cc1[nH]c2c(F)cccc2c1CC(N)C(=O)O,URHTVFRIPLNLMH-UHFFFAOYSA-N,82389274,hit,CID82389274,NO_CID_6f8269014566,,hit,1,,1,1,1,1
1633,CC(C)C(C)C(O)C(O)C(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,True,CC(C)C(C)C(O)C(O)C(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,CC(C)C(C)C(O)C(O)C(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,URNVSZVQLKHKDE-UHFFFAOYSA-N,73229503,hit,CID73229503,NO_CID_86b67c0d1354,,hit,1,,1,1,1,1
1634,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,True,CC(C)C(C)C(O)C(O)C(C)C1CCC2C3CCC4CC(=O)CCC4(C)C3CCC12C,CC(C)[C@H](C)[C@@H](O)[C@H](O)[C@@H](C)[C@H]1CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@]12C,URNVSZVQLKHKDE-WAFXAADMSA-N,16061345,hit,CID16061345,NO_CID_a2bbea783871,,hit,1,,1,1,1,1
1635,C[C@H](CCC[C@@H](C)C=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,True,CC(C=O)CCCC(C)C1CCC2C3C(O)CC4CC(O)CCC4(C)C3CC(O)C12C,C[C@H](CCC[C@@H](C)C=O)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C,USFJGINJGUIFSY-IUFSEJPUSA-N,24771792,hit,CID24771792,NO_CID_ce1b3c1f4036,,hit,1,,1,1,1,1
1636,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,True,CC(C)=CCNc1ncnc2c1ncn2C1OC(CO)C(O)C1O,CC(C)=CCNc1ncnc2c1ncn2[C@@H]1O[C@H](CO)[C@@H](O)[C@H]1O,USVMJSALORZVDV-SDBHATRESA-N,24405,hit,CID24405,NO_CID_5b7b0137932e,,hit,1,,1,1,1,1
1637,Cn1cc(CC(N)C(=O)O)c2cccc(-c3ccccc3)c21,True,Cn1cc(CC(N)C(=O)O)c2cccc(-c3ccccc3)c21,Cn1cc(CC(N)C(=O)O)c2cccc(-c3ccccc3)c21,UTRKSMZRATXDNL-UHFFFAOYSA-N,122499508,hit,CID122499508,NO_CID_a38963771f7c,,hit,1,,1,1,1,1
1638,COc1c(O)ccc2c1C[N@+]1(C)CCc3cc4c(cc3[C@@H]1C2)OCO4,True,COc1c(O)ccc2c1C[N+]1(C)CCc3cc4c(cc3C1C2)OCO4,COc1c(O)ccc2c1C[N@+]1(C)CCc3cc4c(cc3[C@@H]1C2)OCO4,UTUGYZCGZXJEHE-KKSFZXQISA-O,168007643,hit,CID168007643,NO_CID_ec4e681358a3,,hit,1,,1,1,1,1
1639,CC1(C)C[C@H]2C=C(C(=O)O)[C@@H]3COC(=O)[C@]4(CO4)[C@]23C1,True,CC1(C)CC2C=C(C(=O)O)C3COC(=O)C4(CO4)C23C1,CC1(C)C[C@H]2C=C(C(=O)O)[C@@H]3COC(=O)[C@]4(CO4)[C@]23C1,UUDKOVSZNMZKND-BDAURDKOSA-N,11065764,hit,CID11065764,NO_CID_20635932a7d3,,hit,1,,1,1,1,1
1640,CC1(C)CC2C=C(C(=O)O)C3COC(=O)C4(CO4)C23C1,True,CC1(C)CC2C=C(C(=O)O)C3COC(=O)C4(CO4)C23C1,CC1(C)CC2C=C(C(=O)O)C3COC(=O)C4(CO4)C23C1,UUDKOVSZNMZKND-UHFFFAOYSA-N,73097470,hit,CID73097470,NO_CID_3165da2443bd,,hit,1,,1,1,1,1
1641,CC12CCC(CC1)C(C)(C)C2,True,CC12CCC(CC1)C(C)(C)C2,CC12CCC(CC1)C(C)(C)C2,UUELCYRRWZRKFX-UHFFFAOYSA-N,15775266,hit,CID15775266,NO_CID_3840cfa6982f,,hit,1,,1,1,1,1
1642,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,True,CC(=O)C1(O)CCC2C3CCC4CC(=O)CCC4(C)C3CCC21C,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC[C@H]4CC(=O)CC[C@]4(C)[C@H]3CC[C@@]21C,UUOHXXXJRQGPLC-JJFNZWTKSA-N,11889565,hit,CID11889565,NO_CID_dca59c5c49e4,,hit,1,,1,1,1,1
1643,CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(=O)O)C(=O)O,True,CCCCC(C)C(OC(=O)CC(CC(=O)O)C(=O)O)C(CC(C)CC(O)CCCCC(O)CC(O)C(C)N)OC(=O)CC(CC(=O)O)C(=O)O,CCCC[C@@H](C)[C@@H](OC(=O)C[C@H](CC(=O)O)C(=O)O)[C@H](C[C@@H](C)C[C@H](O)CCCC[C@@H](O)C[C@H](O)[C@H](C)N)OC(=O)C[C@H](CC(=O)O)C(=O)O,UVBUBMSSQKOIBE-NDFMDLIYSA-N,14077784,hit,CID14077784,NO_CID_d9ceb50d215b,,hit,1,,1,1,1,1
1644,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,True,CC(=O)OC1(C(C)=O)CCC2C3C=C(Cl)C4=CC(=O)C5CC5C4(C)C3CCC21C,CC(=O)O[C@]1(C(C)=O)CC[C@H]2[C@@H]3C=C(Cl)C4=CC(=O)[C@@H]5C[C@@H]5[C@]4(C)[C@H]3CC[C@@]21C,UWFYSQMTEOIJJG-FDTZYFLXSA-N,9880,hit,CID9880,NO_CID_37161215e6ec,,hit,1,,1,1,1,1
1645,O=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],True,O=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],O=CCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],UWQBXHRRMZPENW-UHFFFAOYSA-M,72193721,hit,CID72193721,NO_CID_b7b9071587b5,,hit,1,,1,1,1,1
1646,CC1CCCCC(=O)OCCC=CC1OC(=O)c1ccc(-n2cc(CN(C)C)nn2)cc1,True,CC1CCCCC(=O)OCCC=CC1OC(=O)c1ccc(-n2cc(CN(C)C)nn2)cc1,CC1CCCCC(=O)OCCC=CC1OC(=O)c1ccc(-n2cc(CN(C)C)nn2)cc1,UWYUUYSGPRIPJM-UHFFFAOYSA-N,,cid0_no_match,NO_CID_a2b36311586d,NO_CID_a2b36311586d,,cid0_no_match,0,,1,1,1,1
1647,COC(=O)c1ccc(C2CCCCC2)c(S(=O)(=O)N=[N+]=[N-])c1,True,COC(=O)c1ccc(C2CCCCC2)c(S(=O)(=O)N=[N+]=[N-])c1,COC(=O)c1ccc(C2CCCCC2)c(S(=O)(=O)N=[N+]=[N-])c1,UXIZULZBTPHYAG-UHFFFAOYSA-N,,cid0_no_match,NO_CID_f25c03965797,NO_CID_f25c03965797,,cid0_no_match,0,,1,1,1,1
1648,CCOc1ccccc1/C=C/C(=O)O,True,CCOc1ccccc1C=CC(=O)O,CCOc1ccccc1/C=C/C(=O)O,UXTDCJJEJZCEBF-BQYQJAHWSA-N,736242,hit,CID736242,NO_CID_8b5c9247ac81,,hit,1,,1,1,1,1
1649,CCCCC[C@H](O)[C@H](O)/C=C/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O,True,CCCCCC(O)C(O)C=CC=CC=CC=CC(O)CCCC(=O)O,CCCCC[C@H](O)[C@H](O)/C=C/C=C/C=C\C=C\[C@@H](O)CCCC(=O)O,UXVRTOKOJOMENI-WLPVFMORSA-N,5280915,hit,CID5280915,NO_CID_f3d9c7dcd801,,hit,1,,1,1,1,1
1650,C[C@@H]1C/C=C2\SC[C@@H](NC(=O)c3coc(n3)C[C@H](O)C[C@H](O)/C=C/C=C/CNC2=O)C(=O)O1,True,CC1CC=C2SCC(NC(=O)c3coc(n3)CC(O)CC(O)C=CC=CCNC2=O)C(=O)O1,C[C@@H]1C/C=C2\SC[C@@H](NC(=O)c3coc(n3)C[C@H](O)C[C@H](O)/C=C/C=C/CNC2=O)C(=O)O1,UXWOXTQWVMFRSE-JCSRQJCQSA-N,11225326,hit,CID11225326,NO_CID_abb8c34c82e1,,hit,1,,1,1,1,1
1651,c1cc2c(c3c1C[C@H]1c4cc5c(cc4CCN1C3)OCO5)OCO2,True,c1cc2c(c3c1CC1c4cc5c(cc4CCN1C3)OCO5)OCO2,c1cc2c(c3c1C[C@H]1c4cc5c(cc4CCN1C3)OCO5)OCO2,UXYJCYXWJGAKQY-HNNXBMFYSA-N,440583,hit,CID440583,NO_CID_f2de0d00922e,,hit,1,,1,1,1,1
1652,CC/C=C\C[C@@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO,True,CCC=CCC(C=CC=CCCCCCCCC(=O)[O-])OO,CC/C=C\C[C@@H](/C=C/C=C\CCCCCCCC(=O)[O-])OO,UYQGVDXDXBAABN-FQSPHKRJSA-M,45266757,hit,CID45266757,NO_CID_e6683e1c5842,,hit,1,,1,1,1,1
1653,CC/C=C\C[C@@H](/C=C/C=C\CCCCCCCC(=O)O)OO,True,CCC=CCC(C=CC=CCCCCCCCC(=O)O)OO,CC/C=C\C[C@@H](/C=C/C=C\CCCCCCCC(=O)O)OO,UYQGVDXDXBAABN-FQSPHKRJSA-N,5497123,hit,CID5497123,NO_CID_9d51c2742722,,hit,1,,1,1,1,1
1654,CC/C=C\C[C@@H](/C=C\C=C/CCCCCCCC(=O)O)OO,True,CCC=CCC(C=CC=CCCCCCCCC(=O)O)OO,CC/C=C\C[C@@H](/C=C\C=C/CCCCCCCC(=O)O)OO,UYQGVDXDXBAABN-HZBUXKJMSA-N,,cid0_no_match,NO_CID_d07f0cffbeff,NO_CID_d07f0cffbeff,,cid0_no_match,0,,1,1,1,1
1655,CCC=CCC(C=CC=CCCCCCCCC(=O)[O-])OO,True,CCC=CCC(C=CC=CCCCCCCCC(=O)[O-])OO,CCC=CCC(C=CC=CCCCCCCCC(=O)[O-])OO,UYQGVDXDXBAABN-UHFFFAOYSA-M,25201540,hit,CID25201540,NO_CID_672c69f1e376,,hit,1,,1,1,1,1
1656,CC/C=C/CC(/C=C/C=C/CCCCCCCC(=O)O)OO,True,CCC=CCC(C=CC=CCCCCCCCC(=O)O)OO,CC/C=C/CC(/C=C/C=C/CCCCCCCC(=O)O)OO,UYQGVDXDXBAABN-YPPMWDAJSA-N,6440263,hit,CID6440263,NO_CID_005e58064969,,hit,1,,1,1,1,1
1657,O=C(O)CCCCc1ccc(Cl)cc1,True,O=C(O)CCCCc1ccc(Cl)cc1,O=C(O)CCCCc1ccc(Cl)cc1,UYYNOIVMWZJAJV-UHFFFAOYSA-N,12070839,hit,CID12070839,NO_CID_122d19e67631,,hit,1,,1,1,1,1
1658,CC(=O)/C=C/C1C(C)=CCCC1(C)C,True,CC(=O)C=CC1C(C)=CCCC1(C)C,CC(=O)/C=C/C1C(C)=CCCC1(C)C,UZFLPKAIBPNNCA-BQYQJAHWSA-N,5282108,hit,CID5282108,NO_CID_4fb53c5a6b7f,,hit,1,,1,1,1,1
1659,CC(=O)C=CC1C(C)=CCCC1(C)C,True,CC(=O)C=CC1C(C)=CCCC1(C)C,CC(=O)C=CC1C(C)=CCCC1(C)C,UZFLPKAIBPNNCA-UHFFFAOYSA-N,24680,hit,CID24680,NO_CID_639e80c97ad0,,hit,1,,1,1,1,1
1660,CC1=C(C)C(=O)CC1,True,CC1=C(C)C(=O)CC1,CC1=C(C)C(=O)CC1,UZLQSPYGTUMKGS-UHFFFAOYSA-N,14270,hit,CID14270,NO_CID_d8a88c945108,,hit,1,,1,1,1,1
1661,CCCCCCCCC(O)C(O)CCCCCCCC(=O)O,True,CCCCCCCCC(O)C(O)CCCCCCCC(=O)O,CCCCCCCCC(O)C(O)CCCCCCCC(=O)O,VACHUYIREGFMSP-UHFFFAOYSA-N,89377,hit,CID89377,NO_CID_3076b0cbf4b6,,hit,1,,1,1,1,1
1662,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc3c(c2)OCO3)ccc1O,True,COc1cc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)ccc1O,COc1cc([C@H]2OC[C@H]3[C@@H]2CO[C@@H]3c2ccc3c(c2)OCO3)ccc1O,VBIRCRCPHNUJAS-AFHBHXEDSA-N,10247670,hit,CID10247670,NO_CID_f95578dfc7c1,,hit,1,,1,1,1,1
1663,COc1cc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)ccc1O,True,COc1cc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)ccc1O,COc1cc(C2OCC3C(c4ccc5c(c4)OCO5)OCC23)ccc1O,VBIRCRCPHNUJAS-UHFFFAOYSA-N,130679,hit,CID130679,NO_CID_22d70dfdc9d4,,hit,1,,1,1,1,1
1664,CCOc1ccc(C(C)=O)c(O)c1,True,CCOc1ccc(C(C)=O)c(O)c1,CCOc1ccc(C(C)=O)c(O)c1,VBLALYJSGGGWHU-UHFFFAOYSA-N,2775163,hit,CID2775163,NO_CID_301ebda4e4ee,,hit,1,,1,1,1,1
1665,CC(=O)OC1CCCCCCC1,True,CC(=O)OC1CCCCCCC1,CC(=O)OC1CCCCCCC1,VBSHAXJPLHCYTH-UHFFFAOYSA-N,69877,hit,CID69877,NO_CID_082c3cfb18fb,,hit,1,,1,1,1,1
1666,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,True,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,O=c1c(O)c(-c2ccccc2)oc2cc(O)cc(O)c12,VCCRNZQBSJXYJD-UHFFFAOYSA-N,5281616,hit,CID5281616,NO_CID_1fc041b21b5d,,hit,1,,1,1,1,1
1667,O=C(c1ccccc1)N1CCCCCCC1,True,O=C(c1ccccc1)N1CCCCCCC1,O=C(c1ccccc1)N1CCCCCCC1,VCEKELYMIZRCFL-UHFFFAOYSA-N,3275374,hit,CID3275374,NO_CID_a90a4a093cd5,,hit,1,,1,1,1,1
1668,C=C[C@]1(C)CCC2C(=CCC3C(C)(C)CCC[C@]23C)C1,True,C=CC1(C)CCC2C(=CCC3C(C)(C)CCCC23C)C1,C=C[C@]1(C)CCC2C(=CCC3C(C)(C)CCC[C@]23C)C1,VCOVNILQQQZROK-OTGCGEFBSA-N,6432169,hit,CID6432169,NO_CID_ac06b615875f,,hit,1,,1,1,1,1
1669,C=C[C@]1(C)CC[C@@H]2C(=CC[C@H]3C(C)(C)CCC[C@]23C)C1,True,C=CC1(C)CCC2C(=CCC3C(C)(C)CCCC23C)C1,C=C[C@]1(C)CC[C@@H]2C(=CC[C@H]3C(C)(C)CCC[C@]23C)C1,VCOVNILQQQZROK-PIKOESSRSA-N,10355909,hit,CID10355909,NO_CID_bd2d3ce4c8c0,,hit,1,,1,1,1,1
1670,C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3C(C)(C)CCC[C@]23C)C1,True,C=CC1(C)CCC2C(=CCC3C(C)(C)CCCC23C)C1,C=C[C@@]1(C)CC[C@H]2C(=CC[C@H]3C(C)(C)CCC[C@]23C)C1,VCOVNILQQQZROK-QGZVKYPTSA-N,13969536,hit,CID13969536,NO_CID_7f4f25d03d9f,,hit,1,,1,1,1,1
1671,C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,True,CC1NC(=O)C(Cc2c[nH]c3ccccc23)NC1=O,C[C@@H]1NC(=O)[C@H](Cc2c[nH]c3ccccc23)NC1=O,VDMMFAOUINDEGC-UFBFGSQYSA-N,15563754,hit,CID15563754,NO_CID_ede942a9951a,,hit,1,,1,1,1,1
1672,Cc1c(CC(N)C(=O)O)c2c(N3CCOCC3)cccc2n1C,True,Cc1c(CC(N)C(=O)O)c2c(N3CCOCC3)cccc2n1C,Cc1c(CC(N)C(=O)O)c2c(N3CCOCC3)cccc2n1C,VDPNQQJVFQKYQF-UHFFFAOYSA-N,122499668,hit,CID122499668,NO_CID_fd3a34e35da2,,hit,1,,1,1,1,1
1673,CCCCCCCC=CCCCCC=CC(O)CC(O)C([NH3+])C(=O)[O-],True,CCCCCCCC=CCCCCC=CC(O)CC(O)C([NH3+])C(=O)[O-],CCCCCCCC=CCCCCC=CC(O)CC(O)C([NH3+])C(=O)[O-],VDTWYJUHNMNWJB-UHFFFAOYSA-N,,cid0_no_match,NO_CID_17c6696f00e1,NO_CID_17c6696f00e1,,cid0_no_match,0,,1,1,1,1
1674,O=C(O)c1ccc2c(c1)OCO2,True,O=C(O)c1ccc2c(c1)OCO2,O=C(O)c1ccc2c(c1)OCO2,VDVJGIYXDVPQLP-UHFFFAOYSA-N,7196,hit,CID7196,NO_CID_db191d81c252,,hit,1,,1,1,1,1
1675,CCC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O,True,CCC1=CC(=O)CC(C)(C)C1(O)C=CC(C)=CC(=O)O,CCC1=CC(=O)CC(C)(C)[C@@]1(O)/C=C/C(C)=C\C(=O)O,VETISYBLGRLTKW-PBVOKPDPSA-N,44440699,hit,CID44440699,NO_CID_d822be4b078e,,hit,1,,1,1,1,1
1676,COc1cc2c(cc1O)CN1CCC23C=CC(=O)CC13,True,COc1cc2c(cc1O)CN1CCC23C=CC(=O)CC13,COc1cc2c(cc1O)CN1CCC23C=CC(=O)CC13,VEXDOCFQMVMPHJ-UHFFFAOYSA-N,77916059,hit,CID77916059,NO_CID_da290f9a2696,,hit,1,,1,1,1,1
1677,NC(N)=[NH+]CCCC1NC(=O)C(Cc2ccc(O)cc2)NC1=O,True,NC(N)=[NH+]CCCC1NC(=O)C(Cc2ccc(O)cc2)NC1=O,NC(N)=[NH+]CCCC1NC(=O)C(Cc2ccc(O)cc2)NC1=O,VFPZSTOWKCRDSF-UHFFFAOYSA-O,,cid0_no_match,NO_CID_6340d4feb899,NO_CID_6340d4feb899,,cid0_no_match,0,,1,1,1,1
1678,CC=C1CN2CCC34C(=C(C=O)C1CC23)Nc1ccccc14,True,CC=C1CN2CCC34C(=C(C=O)C1CC23)Nc1ccccc14,CC=C1CN2CCC34C(=C(C=O)C1CC23)Nc1ccccc14,VFUITWPFKLGEQA-UHFFFAOYSA-N,3110228,hit,CID3110228,NO_CID_ed4ce0ceb6a0,,hit,1,,1,1,1,1
1679,COc1cccc(CCCCC(=O)O)c1,True,COc1cccc(CCCCC(=O)O)c1,COc1cccc(CCCCC(=O)O)c1,VGEQZPKAGFDVHW-UHFFFAOYSA-N,10584485,hit,CID10584485,NO_CID_8d2077b1aa5f,,hit,1,,1,1,1,1
1680,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,True,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,O=C(CCc1ccc(O)cc1)c1c(O)cc(O)cc1O,VGEREEWJJVICBM-UHFFFAOYSA-N,4788,hit,CID4788,NO_CID_4b3b7293be66,,hit,1,,1,1,1,1
1681,C/C(=C/C=C/C=C/C(C)C(=O)O)NC(=O)CC(O)/C(C)=C\C=C/C=C(C)/C=C/C=C\CCCNC(=O)C(O)CC(C)C,True,CC(C=CC=CCCCNC(=O)C(O)CC(C)C)=CC=CC=C(C)C(O)CC(=O)NC(C)=CC=CC=CC(C)C(=O)O,C/C(=C/C=C/C=C/C(C)C(=O)O)NC(=O)CC(O)/C(C)=C\C=C/C=C(C)/C=C/C=C\CCCNC(=O)C(O)CC(C)C,VGZNPOHVJNZAOU-OISZERLPSA-N,44227768,hit,CID44227768,NO_CID_0f219c3e9c32,,hit,1,,1,1,1,1
1682,O/N=C\C(O)c1ccc(O)cc1,True,ON=CC(O)c1ccc(O)cc1,O/N=C\C(O)c1ccc(O)cc1,VGZXRQRNMAYDHJ-UITAMQMPSA-N,101715932,hit,CID101715932,NO_CID_3234c4b39887,,hit,1,,1,1,1,1
1683,O=c1cc(-c2ccccc2)oc2ccccc12,True,O=c1cc(-c2ccccc2)oc2ccccc12,O=c1cc(-c2ccccc2)oc2ccccc12,VHBFFQKBGNRLFZ-UHFFFAOYSA-N,10680,hit,CID10680,NO_CID_bf0b7f58151c,,hit,1,,1,1,1,1
1684,CC1CCCCN1C(=O)c1ccccc1,True,CC1CCCCN1C(=O)c1ccccc1,CC1CCCCN1C(=O)c1ccccc1,VHDKHXDKOZGPPK-UHFFFAOYSA-N,275047,hit,CID275047,NO_CID_e6c80ee9745c,,hit,1,,1,1,1,1
1685,CSc1ccc(C)cc1,True,CSc1ccc(C)cc1,CSc1ccc(C)cc1,VHILIAIEEYLJNA-UHFFFAOYSA-N,69334,hit,CID69334,NO_CID_4b30ad3c8caf,,hit,1,,1,1,1,1
1686,Cc1cc(O)c(C)c(O)c1C(=O)O,True,Cc1cc(O)c(C)c(O)c1C(=O)O,Cc1cc(O)c(C)c(O)c1C(=O)O,VHNLJRRECIZZPX-UHFFFAOYSA-N,736228,hit,CID736228,NO_CID_24acc259bf66,,hit,1,,1,1,1,1
1687,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],True,CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],CCCCCCCCCCCCCCCCCCCCCCCCCCCCCC(=O)[O-],VHOCUJPBKOZGJD-UHFFFAOYSA-M,5461027,hit,CID5461027,NO_CID_6324a8c6b657,,hit,1,,1,1,1,1
1688,C[C@@]1(CO)CCC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO,True,CC1(CO)CCCC2(C)C1CCC1CC3CC12CCC3(O)CO,C[C@@]1(CO)CCC[C@@]2(C)[C@H]1CC[C@H]1C[C@@H]3C[C@@]12CC[C@]3(O)CO,VHWTVINEPPOCLA-DTMQFJJTSA-N,13671847,hit,CID13671847,NO_CID_04215d4f219e,,hit,1,,1,1,1,1
