global_enzyme_id,canonical_uniprot_id,source_category,structure_source,status,has_heme,alphafill_id,template_pdb,sequence_identity,global_rmsd,local_rmsd,clash_score,alphafill_json_path,alphafill_cif_path,existing_pdb_path,needs_colabfold,notes,alphafold_pdb_path,heme_transplant_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z,aligned_ca_count,quality_tier,template_source
ENZ_G001177,Q811W2,alphafill_candidate,alphafill,downloaded_with_heme,1,Q811W2-F1,2VE3,0.344519,2.51699,0.757811,0.192284,data\structures\alphafill\json\Q811W2-F1.json,data\structures\alphafill\cif\Q811W2-F1.cif,,0,,,,,,,,,
ENZ_G001178,Q81BF4,alphafill_candidate,alphafill,downloaded_with_heme,1,Q81BF4-F1,8HKJ,1,0.869507,0.415014,0.127254,data\structures\alphafill\json\Q81BF4-F1.json,data\structures\alphafill\cif\Q81BF4-F1.cif,,0,,,,,,,,,
ENZ_G001179,Q825I8,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/4UBS,0,,,,,,,,,
ENZ_G001180,Q82D73,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/7WZM,0,,,,,,,,,
ENZ_G001181,Q82GL5,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/7CL8,0,,,,,,,,,
ENZ_G001182,Q82IY3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q82IY3-F1,ENZ_G000550,0.4257,3.18,1.2965,0.308478,data\structures\alphafill\json\Q82IY3-F1.json,data\structures\alphafill\cif\Q82IY3-F1.cif,,0,"tier3, rmsd=3.18, identity=0.426, n_ca=444",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q82IY3-F1_heme.pdb,2.988,3.310,3.681,444,tier3,alphafill_cif
ENZ_G001183,Q83WF5,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/5FOI,0,,,,,,,,,
ENZ_G001184,Q84HB6,alphafill_candidate,alphafill,downloaded_with_heme,1,Q84HB6-F1,1ODO,0.4375,1.5159,0.91354,0.134748,data\structures\alphafill\json\Q84HB6-F1.json,data\structures\alphafill\cif\Q84HB6-F1.cif,,0,,,,,,,,,
ENZ_G001185,Q84KI1,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP725A3.pdb,0,,,,,,,,,
ENZ_G001186,Q84NG3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q84NG3-F1,ENZ_G000886,0.7663,3.16,,,,,,0,"tier3, rmsd=3.16, identity=0.766, n_ca=505",data\structures\alphafold\pdb\AF-Q84NG3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q84NG3-F1_heme.pdb,3.988,-2.801,2.360,505,tier3,alphafill_cif
ENZ_G001187,Q84QI4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q84QI4-F1,ENZ_G001351,0.8156,2.27,,,,,,0,"tier2, rmsd=2.27, identity=0.816, n_ca=488",data\structures\alphafold\pdb\AF-Q84QI4-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q84QI4-F1_heme.pdb,3.681,-0.290,2.391,488,tier2,pcpd_pdb
ENZ_G001188,Q84TQ4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q84TQ4-F1,ENZ_G000890,0.8693,0.90,,,,,,0,"tier1, rmsd=0.90, identity=0.869, n_ca=505",data\structures\alphafold\pdb\AF-Q84TQ4-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q84TQ4-F1_heme.pdb,3.202,-3.936,3.194,505,tier1,alphafill_cif
ENZ_G001189,Q84VU3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q84VU3-F1,ENZ_G000733,0.7912,1.82,,,,,,0,"tier1, rmsd=1.82, identity=0.791, n_ca=479",data\structures\alphafold\pdb\AF-Q84VU3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q84VU3-F1_heme.pdb,4.879,-1.687,2.701,479,tier1,pcpd_pdb
ENZ_G001190,Q86W10,alphafill_candidate,alphafill,downloaded_with_heme,1,Q86W10-F1,6C93,0.475891,1.87613,0.367087,0.10445,data\structures\alphafill\json\Q86W10-F1.json,data\structures\alphafill\cif\Q86W10-F1.cif,,0,,,,,,,,,
ENZ_G001191,Q874I8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q874I8-F1,ENZ_G000847,0.6062,2.34,,,,,,0,"tier2, rmsd=2.34, identity=0.606, n_ca=513",data\structures\alphafold\pdb\AF-Q874I8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874I8-F1_heme.pdb,3.153,-1.238,4.516,513,tier2,alphafill_cif
ENZ_G001192,Q874I9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q874I9-F1,ENZ_G000847,0.6043,2.35,,,,,,0,"tier2, rmsd=2.35, identity=0.604, n_ca=513",data\structures\alphafold\pdb\AF-Q874I9-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874I9-F1_heme.pdb,-3.584,4.936,-1.727,513,tier2,alphafill_cif
ENZ_G001193,Q874J3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q874J3-F1,ENZ_G000847,0.6023,1.93,,,,,,0,"tier1, rmsd=1.93, identity=0.602, n_ca=518",data\structures\alphafold\pdb\AF-Q874J3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874J3-F1_heme.pdb,2.378,-3.801,3.563,518,tier1,alphafill_cif
ENZ_G001194,Q874J4,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q874J4-F1,ENZ_G000847,0.6081,2.10,,,,,,0,"tier2, rmsd=2.10, identity=0.608, n_ca=518",data\structures\alphafold\pdb\AF-Q874J4-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874J4-F1_heme.pdb,2.756,-2.697,3.882,518,tier2,alphafill_cif
ENZ_G001195,Q874J5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q874J5-F1,ENZ_G000847,0.7586,0.85,,,,,,0,"tier1, rmsd=0.85, identity=0.759, n_ca=522",data\structures\alphafold\pdb\AF-Q874J5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874J5-F1_heme.pdb,3.337,-0.733,3.627,522,tier1,alphafill_cif
ENZ_G001196,Q8GSQ1,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8GSQ1-F1,6A17,0.360544,3.02153,0.671367,0.247001,data\structures\alphafill\json\Q8GSQ1-F1.json,data\structures\alphafill\cif\Q8GSQ1-F1.cif,,0,,,,,,,,,
ENZ_G001197,Q8GSQ6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8GSQ6-F1,ENZ_G000733,0.7008,1.80,,,,,,0,"tier1, rmsd=1.80, identity=0.701, n_ca=478",data\structures\alphafold\pdb\AF-Q8GSQ6-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8GSQ6-F1_heme.pdb,5.302,-2.226,1.965,478,tier1,pcpd_pdb
ENZ_G001198,Q8GVD5,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8GVD5-F1,ENZ_G001334,0.8285,1.59,,,,,,0,"tier1, rmsd=1.59, identity=0.829, n_ca=449",data\structures\alphafold\pdb\AF-Q8GVD5-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8GVD5-F1_heme.pdb,2.640,1.086,1.706,449,tier1,pcpd_pdb
ENZ_G001199,Q8GZP5,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8GZP5-F1,3DAM,0.493644,1.08714,0.578115,0.223488,data\structures\alphafill\json\Q8GZP5-F1.json,data\structures\alphafill\cif\Q8GZP5-F1.cif,,0,,,,,,,,,
ENZ_G001200,Q8GZV0,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8GZV0-F1,ENZ_G001334,0.8285,1.60,,,,,,0,"tier1, rmsd=1.60, identity=0.829, n_ca=449",data\structures\alphafold\pdb\AF-Q8GZV0-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8GZV0-F1_heme.pdb,3.012,1.103,1.199,449,tier1,pcpd_pdb
ENZ_G001201,Q8H6A1,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8H6A1-F1,ENZ_G000890,0.8594,0.82,,,,,,0,"tier1, rmsd=0.82, identity=0.859, n_ca=505",data\structures\alphafold\pdb\AF-Q8H6A1-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8H6A1-F1_heme.pdb,-0.611,-5.546,2.291,505,tier1,alphafill_cif
ENZ_G001202,Q8HYN1,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8HYN1-F1,3RUK,0.964948,2.01155,0.200236,0.0881506,data\structures\alphafill\json\Q8HYN1-F1.json,data\structures\alphafill\cif\Q8HYN1-F1.cif,,0,,,,,,,,,
ENZ_G001203,Q8K0C4,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8K0C4-F1,3JUS,0.895323,0.688073,0.503134,0.185268,data\structures\alphafill\json\Q8K0C4-F1.json,data\structures\alphafill\cif\Q8K0C4-F1.cif,,0,,,,,,,,,
ENZ_G001204,Q8KU27,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,Q8KU27-F1,ENZ_G000634,0.217,26.70,,,,,,0,All 10 templates gave tier4; best rmsd=6.29,data\structures\alphafold\pdb\AF-Q8KU27-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G001204_heme.pdb,6.492,-18.895,-2.417,,,
ENZ_G001205,Q8L5H7,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8L5H7-F1,ENZ_G000733,0.8672,1.42,,,,,,0,"tier1, rmsd=1.42, identity=0.867, n_ca=482",data\structures\alphafold\pdb\AF-Q8L5H7-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8L5H7-F1_heme.pdb,5.099,-1.096,2.632,482,tier1,pcpd_pdb
ENZ_G001206,Q8L5H8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8L5H8-F1,ENZ_G000733,0.8651,1.42,,,,,,0,"tier1, rmsd=1.42, identity=0.865, n_ca=482",data\structures\alphafold\pdb\AF-Q8L5H8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8L5H8-F1_heme.pdb,5.048,-1.298,2.782,482,tier1,pcpd_pdb
ENZ_G001207,Q8L7D5,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP708A2.pdb,0,,,,,,,,,
ENZ_G001208,Q8LM92,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP75B11.pdb,0,,,,,,,,,
ENZ_G001209,Q8N118,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8N118-F1,6C93,0.475207,2.31088,0.433859,0.0766095,data\structures\alphafill\json\Q8N118-F1.json,data\structures\alphafill\cif\Q8N118-F1.cif,,0,,,,,,,,,
ENZ_G001210,Q8NKB4,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8NKB4-F1,1ULW,0.593434,0.802822,0.281665,0.128879,data\structures\alphafill\json\Q8NKB4-F1.json,data\structures\alphafill\cif\Q8NKB4-F1.cif,,0,,,,,,,,,
ENZ_G001211,Q8NSW2,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/5GWE,0,,,,,,,,,
ENZ_G001212,Q8RK85,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,Q8RK85-F1,ENZ_G000854,0.164,11.65,,,,,,0,All 10 templates gave tier4; best rmsd=5.02,data\structures\alphafold\pdb\AF-Q8RK85-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G001212_heme.pdb,-1.970,4.568,-3.160,,,
ENZ_G001213,Q8RW06,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8RW06-F1,ENZ_G001305,0.9214,4.34,,,,,,0,"tier3, rmsd=4.34, identity=0.921, n_ca=509",data\structures\alphafold\pdb\AF-Q8RW06-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8RW06-F1_heme.pdb,-3.206,4.618,-1.521,509,tier3,alphafill_cif
ENZ_G001214,Q8S9C6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8S9C6-F1,ENZ_G001338,0.7301,1.61,,,,,,0,"tier1, rmsd=1.61, identity=0.730, n_ca=452",data\structures\alphafold\pdb\AF-Q8S9C6-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8S9C6-F1_heme.pdb,5.078,-0.941,-0.173,452,tier1,alphafill_cif
ENZ_G001215,Q8S9E6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8S9E6-F1,ENZ_G001044,0.8184,1.89,,,,,,0,"tier1, rmsd=1.89, identity=0.818, n_ca=468",data\structures\alphafold\pdb\AF-Q8S9E6-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8S9E6-F1_heme.pdb,4.127,1.428,2.238,468,tier1,pcpd_pdb
ENZ_G001216,Q8S9E8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8S9E8-F1,ENZ_G001070,0.9706,1.96,,,,,,0,"tier1, rmsd=1.96, identity=0.971, n_ca=476",data\structures\alphafold\pdb\AF-Q8S9E8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8S9E8-F1_heme.pdb,5.011,-0.732,2.841,476,tier1,pcpd_pdb
ENZ_G001217,Q8S9E9,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8S9E9-F1,ENZ_G001070,0.6695,2.66,,,,,,0,"tier2, rmsd=2.66, identity=0.670, n_ca=469",data\structures\alphafold\pdb\AF-Q8S9E9-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8S9E9-F1_heme.pdb,-3.787,5.042,1.478,469,tier2,pcpd_pdb
ENZ_G001218,Q8TAV3,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8TAV3-F1,1DT6,0.4,2.70957,0.885725,0.362509,data\structures\alphafill\json\Q8TAV3-F1.json,data\structures\alphafill\cif\Q8TAV3-F1.cif,,0,,,,,,,,,
ENZ_G001219,Q8VQF6,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8VQF6-F1,1T2B,0.959698,0.471441,0.54509,0.278812,data\structures\alphafill\json\Q8VQF6-F1.json,data\structures\alphafill\cif\Q8VQF6-F1.cif,,0,,,,,,,,,
ENZ_G001220,Q8VS75,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/6F0C,0,,,,,,,,,
ENZ_G001221,Q8VWZ7,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8VWZ7-F1,5YLW,0.443038,2.16992,0.906586,0.195845,data\structures\alphafill\json\Q8VWZ7-F1.json,data\structures\alphafill\cif\Q8VWZ7-F1.cif,,0,,,,,,,,,
ENZ_G001222,Q8VZH6,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8VZH6-F1,ENZ_G000733,0.7833,1.53,,,,,,0,"tier1, rmsd=1.53, identity=0.783, n_ca=480",data\structures\alphafold\pdb\AF-Q8VZH6-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8VZH6-F1_heme.pdb,2.644,-1.713,3.779,480,tier1,pcpd_pdb
ENZ_G001223,Q8W1W8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8W1W8-F1,ENZ_G000136,0.6091,2.57,,,,,,0,"tier2, rmsd=2.57, identity=0.609, n_ca=463",data\structures\alphafold\pdb\AF-Q8W1W8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8W1W8-F1_heme.pdb,2.437,-3.743,3.257,463,tier2,pcpd_pdb
ENZ_G001224,Q8W2N1,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8W2N1-F1,ENZ_G000914,0.6252,2.57,,,,,,0,"tier2, rmsd=2.57, identity=0.625, n_ca=507",data\structures\alphafold\pdb\AF-Q8W2N1-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8W2N1-F1_heme.pdb,4.692,-1.400,3.106,507,tier2,alphafill_cif
ENZ_G001225,Q8W2N5,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8W2N5-F1,2RCM,0.480932,1.01677,0.474945,0.249143,data\structures\alphafill\json\Q8W2N5-F1.json,data\structures\alphafill\cif\Q8W2N5-F1.cif,,0,,,,,,,,,
ENZ_G001226,Q8W3Y5,alphafill_candidate,alphafill,downloaded_with_heme,1,Q8W3Y5-F1,7X2Q,0.321121,3.17303,0.855712,0.143048,data\structures\alphafill\json\Q8W3Y5-F1.json,data\structures\alphafill\cif\Q8W3Y5-F1.cif,,0,,,,,,,,,
ENZ_G001227,Q8W4T9,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP725A2.pdb,0,,,,,,,,,
ENZ_G001228,Q8WND8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q8WND8-F1,ENZ_G000855,0.7586,1.22,,,,,,0,"tier1, rmsd=1.22, identity=0.759, n_ca=145",data\structures\alphafold\pdb\AF-Q8WND8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8WND8-F1_heme.pdb,-1.875,-0.387,-1.596,145,tier1,pcpd_pdb
ENZ_G001229,Q8YN07,alphafill_candidate,alphafold_heme_transplant,heme_transplant_failed,0,Q8YN07-F1,ENZ_G000736,0.138,30.61,,,,,,0,All 9 templates gave tier4; best rmsd=5.30,data\structures\alphafold\pdb\AF-Q8YN07-F1.pdb,data\structures\heme_transplant\pdb\ENZ_G001229_heme.pdb,-4.529,5.080,4.147,,,
ENZ_G001230,Q91W64,alphafill_candidate,alphafill,downloaded_with_heme,1,Q91W64-F1,1R9O,0.628755,2.58843,0.86192,0.132579,data\structures\alphafill\json\Q91W64-F1.json,data\structures\alphafill\cif\Q91W64-F1.cif,,0,,,,,,,,,
ENZ_G001231,Q91WL5,alphafill_candidate,alphafill,downloaded_with_heme,1,Q91WL5-F1,5T6Q,0.501062,1.81961,0.413158,0.204147,data\structures\alphafill\json\Q91WL5-F1.json,data\structures\alphafill\cif\Q91WL5-F1.cif,,0,,,,,,,,,
ENZ_G001232,Q91X77,alphafill_candidate,alphafill,downloaded_with_heme,1,Q91X77-F1,4GQS,0.683856,2.27287,0.525239,0.17755,data\structures\alphafill\json\Q91X77-F1.json,data\structures\alphafill\cif\Q91X77-F1.cif,,0,,,,,,,,,
ENZ_G001233,Q93H81,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/3ABA,0,,,,,,,,,
ENZ_G001234,Q93MI2,alphafill_candidate,alphafill,downloaded_with_heme,1,Q93MI2-F1,5NWS,0.397351,3.77409,1.78584,0.724062,data\structures\alphafill\json\Q93MI2-F1.json,data\structures\alphafill\cif\Q93MI2-F1.cif,,0,,,,,,,,,
ENZ_G001235,Q93VK5,experimental_pdb,experimental_pdb,experimental_pdb,1,,,,,,,,,s1_rcsb/6J95,0,,,,,,,,,
ENZ_G001236,Q93XJ2,alphafill_candidate,alphafill,downloaded_with_heme,1,Q93XJ2-F1,5YLW,0.331906,3.25976,0.799699,0.162102,data\structures\alphafill\json\Q93XJ2-F1.json,data\structures\alphafill\cif\Q93XJ2-F1.cif,,0,,,,,,,,,
ENZ_G001237,Q93XJ3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q93XJ3-F1,ENZ_G001039,0.4696,2.48,,,,,,0,"tier2, rmsd=2.48, identity=0.470, n_ca=477",data\structures\alphafold\pdb\AF-Q93XJ3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q93XJ3-F1_heme.pdb,4.747,-2.748,0.799,477,tier2,pcpd_pdb
ENZ_G001238,Q93XR3,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q93XR3-F1,ENZ_G001599,0.5871,1.64,,,,,,0,"tier1, rmsd=1.64, identity=0.587, n_ca=465",data\structures\alphafold\pdb\AF-Q93XR3-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q93XR3-F1_heme.pdb,4.574,0.645,4.132,465,tier1,pcpd_pdb
ENZ_G001239,Q93Z79,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP714A1.pdb,0,,,,,,,,,
ENZ_G001240,Q93ZB2,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP701A3.pdb,0,,,,,,,,,
ENZ_G001241,Q940V4,alphafill_candidate,alphafill,downloaded_with_heme,1,Q940V4-F1,6A17,0.356659,2.88583,0.683644,0.192402,data\structures\alphafill\json\Q940V4-F1.json,data\structures\alphafill\cif\Q940V4-F1.cif,,0,,,,,,,,,
ENZ_G001242,Q947B7,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q947B7-F1,ENZ_G000258,0.5131,2.33,4.57096,0.656115,data\structures\alphafill\json\Q947B7-F1.json,data\structures\alphafill\cif\Q947B7-F1.cif,,0,"tier2, rmsd=2.33, identity=0.513, n_ca=458",,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q947B7-F1_heme.pdb,2.403,-4.822,2.080,458,tier2,pcpd_pdb
ENZ_G001243,Q947C2,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q947C2-F1,ENZ_G001474,0.9876,2.18,,,,,,0,"tier2, rmsd=2.18, identity=0.988, n_ca=482",data\structures\alphafold\pdb\AF-Q947C2-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q947C2-F1_heme.pdb,5.162,-0.161,2.114,482,tier2,pcpd_pdb
ENZ_G001244,Q948S7,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q948S7-F1,ENZ_G000890,0.8950,0.42,,,,,,0,"tier1, rmsd=0.42, identity=0.895, n_ca=505",data\structures\alphafold\pdb\AF-Q948S7-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q948S7-F1_heme.pdb,1.860,-5.072,2.668,505,tier1,alphafill_cif
ENZ_G001245,Q948S8,alphafill_candidate,alphafold_heme_transplant_v2,heme_transplanted,1,Q948S8-F1,ENZ_G000890,0.8851,0.82,,,,,,0,"tier1, rmsd=0.82, identity=0.885, n_ca=505",data\structures\alphafold\pdb\AF-Q948S8-F1.pdb,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q948S8-F1_heme.pdb,1.300,-5.485,1.966,505,tier1,alphafill_cif
ENZ_G001246,Q948Y1,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP719A1.pdb,0,,,,,,,,,
ENZ_G001247,Q949P1,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP707A1.pdb,0,,,,,,,,,
ENZ_G001248,Q949U1,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP79F1.pdb,0,,,,,,,,,
ENZ_G001249,Q94FM7,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP71D20.pdb,0,,,,,,,,,
ENZ_G001250,Q94IA6,pcpd_predicted,pcpd_predicted,pcpd_predicted,1,,,,,,,,,pcpd/CYP90D1.pdb,0,,,,,,,,,
ENZ_G001251,Q94IP1,alphafill_candidate,alphafill,downloaded_with_heme,1,Q94IP1-F1,6VBY,0.969365,1.15482,0.503483,0.236695,data\structures\alphafill\json\Q94IP1-F1.json,data\structures\alphafill\cif\Q94IP1-F1.cif,,0,,,,,,,,,
