reaction_id,enzyme_id,compound_id,substrate_smiles,product_smiles,reaction_smiles,pmids
ESI_9451,252,73,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,CC(C)CCC[C@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=CO.-.O,CC(C)CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.-.O=O>>CC(C)CCC[C@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=CO.-.O,
ESI_9453,252,74,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=CO.-.O,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.-.O=O>>CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=CO.-.O,
ESI_9460,253,74,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=CO.-.O,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.-.O=O>>CC(C)=CCC[C@@H](C)[C@H]1CC[C@H]2C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=CO.-.O,
ESI_9322,254,233,C=C(C)[C@@H]1CC=C(C)CC1,C=C(C)[C@H]1CCC(C)=C[C@@H]1O.-.O,C=C(C)[C@@H]1CC=C(C)CC1.-.O=O>>C=C(C)[C@H]1CCC(C)=C[C@@H]1O.-.O,
ESI_37531,255,231,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2,CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC2O/C(=C\CCCC(=O)O)C[C@@H]21,CCCCC[C@H](O)/C=C/[C@@H]1[C@@H](C/C=C\CCCC(=O)O)[C@@H]2C[C@H]1OO2>>CCCCC[C@H](O)/C=C/[C@H]1[C@H](O)CC2O/C(=C\CCCC(=O)O)C[C@@H]21,
ESI_37539,255,230,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO,CCCCCC1OC1C(O)/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCC(=O)CCCCC/C=C/C=C/C=C/C=C/C(=O)O.CCCCCC1OC1C(O)/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCC(=O)CCCCC/C=C/C=C/C=C/C=C/C(=O)O,CCCCC[C@@H](/C=C/C=C\C/C=C\C/C=C\CCCC(=O)O)OO>>CCCCCC1OC1C(O)/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCC(=O)CCCCC/C=C/C=C/C=C/C=C/C(=O)O.CCCCCC1OC1C(O)/C=C\C/C=C\C/C=C\CCCC(=O)O.CCCCCC(=O)CCCCC/C=C/C=C/C=C/C=C/C(=O)O,
ESI_37541,255,68,CCCCC[C@H](O)C=C[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H]2C[C@H]1OO2,CCCCCC(O)/C=C/C=C/CCCCCCC(=O)O.O=CCC=O,CCCCC[C@H](O)C=C[C@@H]1[C@@H](CCCCCCC(=O)O)[C@@H]2C[C@H]1OO2>>CCCCCC(O)/C=C/C=C/CCCCCCC(=O)O.O=CCC=O,
ESI_9232,256,32,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21.-.O,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21.-.O=O>>O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21.-.O,
ESI_9239,256,34,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O.-.O,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O.-.O=O>>O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O.-.O,
ESI_9418,257,105,CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1,O=c1ccc2cc3ccoc3cc2o1.-.CC(C)=O.O,CC(C)(O)[C@@H]1Cc2cc3ccc(=O)oc3cc2O1.-.O=O>>O=c1ccc2cc3ccoc3cc2o1.-.CC(C)=O.O,
ESI_9419,257,104,CC(C)(O)C1Cc2c(cc3oc(=O)ccc3c2O)O1,O=c1ccc2c(O)c3ccoc3cc2o1.CC(C)=O.-.O,CC(C)(O)C1Cc2c(cc3oc(=O)ccc3c2O)O1.-.O=O>>O=c1ccc2c(O)c3ccoc3cc2o1.CC(C)=O.-.O,
ESI_9382,258,64,COC(=O)/C=C(\C)CC/C=C(\C)CCC=C(C)C,COC(=O)/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C.-.O,COC(=O)/C=C(\C)CC/C=C(\C)CCC=C(C)C.-.O=O>>COC(=O)/C=C(\C)CC/C=C(\C)CC[C@H]1OC1(C)C.-.O,
ESI_9469,259,314,CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C,CC1=C[C@H](O)CC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C.-.O,CC1=CCCC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)CCCC1(C)C.-.O=O>>CC1=C[C@H](O)CC(C)(C)C1/C=C/C(C)=C/C=C/C(C)=C/C=C/C=C(C)/C=C/C=C(C)/C=C/C1=C(C)C[C@@H](O)CC1(C)C.-.O,
ESI_9049,260,185,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12.-.O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12.O=O.->>C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12.-.O,
ESI_9048,261,8,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12.O=O.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,
ESI_9047,261,315,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]12.-.O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]12.O=O.->>C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]12.-.O,
ESI_9049,261,185,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12.-.O,C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)C)CC[C@@H]12.O=O.->>C=C1CC[C@H](O)C/C1=C/C=C1\CCC[C@]2(C)[C@@H]([C@H](C)CCCC(C)(C)O)CC[C@@H]12.-.O,
ESI_9041,261,186,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)C)CC[C@@H]23)C[C@@H](O)C[C@@H]1O.O=O.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)/C=C/[C@H](C)C(C)(C)O)CC[C@@H]23)C[C@@H](O)C[C@@H]1O.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,
ESI_9270,262,252,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O.-.O,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1.-.O=O>>COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O.-.O,
ESI_9269,262,316,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1O.-.O,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1.-.O=O>>COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1O.-.O,
ESI_9273,263,250,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12,O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12.-.O,O=c1c(-c2ccc(O)cc2)coc2cc(O)cc(O)c12.-.O=O>>O=c1c(-c2ccc(O)cc2O)coc2cc(O)cc(O)c12.-.O,
ESI_9274,263,252,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1.-.O,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1.-.O=O>>COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1.-.O,
ESI_9272,263,317,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O,COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1O.-.O,COc1ccc(-c2coc3cc(O)ccc3c2=O)cc1O.-.O=O>>COc1ccc(-c2coc3cc(O)ccc3c2=O)c(O)c1O.-.O,
ESI_9275,263,318,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)c(O)c1.-.O,COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)cc1.-.O=O>>COc1ccc(-c2coc3cc(O)cc(O)c3c2=O)c(O)c1.-.O,
ESI_9271,263,251,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12,O=c1c(-c2ccc(O)cc2O)coc2cc(O)ccc12.-.O,O=c1c(-c2ccc(O)cc2)coc2cc(O)ccc12.-.O=O>>O=c1c(-c2ccc(O)cc2O)coc2cc(O)ccc12.-.O,
ESI_9259,264,26,C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3,C=C1C[C@@]23CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3.-.O,C=C1C[C@@]23CCC4C(C)(C)CCC[C@@]4(C)C2CC[C@@H]1C3.-.O=O>>C=C1C[C@@]23CC[C@@H]4[C@](C)(CO)CCC[C@@]4(C)[C@@H]2CC[C@@H]1C3.-.O,
ESI_9127,265,4,O/N=C\Cc1ccccc1,N#CCc1ccccc1.-.O,O/N=C\Cc1ccccc1.-.O=O>>N#CCc1ccccc1.-.O,
ESI_9118,265,319,CCC(C)/C=N/O,CCC(C)(O)C#N.-.O,CCC(C)/C=N/O.-.O=O>>CCC(C)(O)C#N.-.O,
ESI_9122,265,320,CCC(C)/C=N\O,CCC(C)C#N.O,CCC(C)/C=N\O>>CCC(C)C#N.O,
ESI_9126,265,149,O/N=C\Cc1ccc(O)cc1,N#CCc1ccc(O)cc1.-.O,O/N=C\Cc1ccc(O)cc1.-.O=O>>N#CCc1ccc(O)cc1.-.O,
ESI_9125,265,321,CC(C)C#N,CC(C)(O)C#N.-.O,CC(C)C#N.-.O=O>>CC(C)(O)C#N.-.O,
ESI_9123,265,322,CCC(C)C#N,CCC(C)(O)C#N.-.O,CCC(C)C#N.-.O=O>>CCC(C)(O)C#N.-.O,
ESI_9120,265,323,CC(C)/C=N/O,CC(C)(O)C#N.-.O,CC(C)/C=N/O.-.O=O>>CC(C)(O)C#N.-.O,
ESI_9124,265,324,CC(C)/C=N\O,CC(C)C#N.O,CC(C)/C=N\O>>CC(C)C#N.O,
ESI_9231,266,31,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.-.O,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12.-.O=O>>O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.-.O,
ESI_9217,267,255,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O,O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCO.-.O,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCCCC(=O)O.-.O=O>>O=C(O)CCCCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCO.-.O,
ESI_9208,267,21,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCO.-.O,CCCCC/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.-.O=O>>O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\CCCCCO.-.O,
ESI_9214,267,19,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O,O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCO.-.O,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCCC(=O)O.-.O=O>>O=C(O)CCC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCO.-.O,
ESI_9216,267,22,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O,O=C(O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCO.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCC(=O)O.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+].O=O>>O=C(O)CC/C=C\C/C=C\C/C=C\C/C=C\C/C=C\C/C=C\CCO.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,
ESI_9218,267,325,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O,O=C(O)CCCCCCCCC/C=C\C/C=C\C/C=C\CCO.-.O,CC/C=C\C/C=C\C/C=C\CCCCCCCCCC(=O)O.-.O=O>>O=C(O)CCCCCCCCC/C=C\C/C=C\C/C=C\CCO.-.O,
ESI_9215,267,143,CCCCCCCCC1OC1CCCCCCCC(=O)O,O=C(O)CCCCCCCC1OC1CCCCCCCCO.-.O,CCCCCCCCC1OC1CCCCCCCC(=O)O.-.O=O>>O=C(O)CCCCCCCC1OC1CCCCCCCCO.-.O,
ESI_9232,268,32,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21.-.O,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21.-.O=O>>O=C1C[C@@H](c2ccc(O)c(O)c2)Oc2cc(O)cc(O)c21.-.O,
ESI_9239,268,34,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O.-.O,O=C1c2c(O)cc(O)cc2OC(c2ccc(O)cc2)C1O.-.O=O>>O=C1c2c(O)cc(O)cc2OC(c2ccc(O)c(O)c2)C1O.-.O,
ESI_9231,269,31,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.-.O,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12.-.O=O>>O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.-.O,
ESI_9263,270,7,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21,O=C1c2ccc(O)cc2OC(O)C1c1ccc(O)cc1.-.O,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)ccc21.-.O=O>>O=C1c2ccc(O)cc2OC(O)C1c1ccc(O)cc1.-.O,
ESI_9264,270,32,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,O=C1c2c(O)cc(O)cc2OC(O)C1c1ccc(O)cc1.-.O,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21.-.O=O>>O=C1c2c(O)cc(O)cc2OC(O)C1c1ccc(O)cc1.-.O,
ESI_9414,271,137,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.-.O,CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3C(O)C[C@@H]4CC(O)CC[C@]4(C)[C@H]3CC[C@]12C.-.O=O>>CC(C)CCC[C@@H](C)[C@H]1CC[C@H]2[C@@H]3[C@H](O)C[C@@H]4C[C@H](O)CC[C@]4(C)[C@H]3C[C@H](O)[C@]12C.-.O,
ESI_8699,272,326,C=C1[C@@H](OC(C)=O)CC[C@@]2(C)CCC3=C(C)CCC(C[C@H]12)C3(C)C,N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C=C1[C@@H](OC(C)=O)CC[C@@]2(C)CCC3=C(C)CCC(C[C@H]12)C3(C)C.O=O.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,
ESI_8698,272,327,C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](O)C3=C(C)CCC(C[C@H]12)C3(C)C,C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](O)C3=C(C)C[C@H](O)[C@@H](C[C@H]12)C3(C)C.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](O)C3=C(C)CCC(C[C@H]12)C3(C)C.O=O.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1.[H+]>>C=C1[C@@H](OC(C)=O)CC[C@@]2(C)C[C@H](O)C3=C(C)C[C@H](O)[C@@H](C[C@H]12)C3(C)C.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1.O,
ESI_9231,273,31,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12,O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.-.O,O=c1cc(-c2ccc(O)cc2)oc2cc(O)cc(O)c12.-.O=O>>O=c1cc(-c2cc(O)c(O)c(O)c2)oc2cc(O)cc(O)c12.-.O,
ESI_9265,274,32,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21,O=C1c2c(O)cc(O)cc2OC(O)C1c1ccc(O)cc1.O.-,O=C1C[C@@H](c2ccc(O)cc2)Oc2cc(O)cc(O)c21.O=O.->>O=C1c2c(O)cc(O)cc2OC(O)C1c1ccc(O)cc1.O.-,
ESI_9084,275,179,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C,C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,CC(=O)[C@@]1(O)CC[C@H]2[C@@H]3CC=C4C[C@@H](O)CC[C@]4(C)[C@H]3CC[C@@]21C.-.O=O>>C[C@]12CC[C@H](O)CC1=CC[C@@H]1[C@@H]2CC[C@]2(C)C(=O)CC[C@@H]12.CC(=O)O.-.O,
ESI_9453,276,74,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3,CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=CO.-.O,CC(C)=CCC[C@@H](C)[C@H]1CC[C@@]2(C)C3=C(CC[C@]12C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.-.O=O>>CC(C)=CCC[C@@H](C)[C@H]1CC=C2C3=C(CC[C@@]21C)[C@@]1(C)CC[C@H](O)C(C)(C)[C@@H]1CC3.O=CO.-.O,
ESI_6417,277,169,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,[N-]=[N+]=O.O.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,N=O.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>[N-]=[N+]=O.O.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](OP(=O)(O)O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,
ESI_6416,277,166,N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1,[N-]=[N+]=O.O.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,N=O.N=C(O)C1=CN([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)C=CC1>>[N-]=[N+]=O.O.N=C(O)c1ccc[n+]([C@@H]2O[C@H](COP(=O)(O)OP(=O)(O)OC[C@H]3O[C@@H](n4cnc5c(N)ncnc54)[C@H](O)[C@@H]3O)[C@@H](O)[C@H]2O)c1,
