global_compound_id,canonical_name,canonical_smiles,overall_confidence,multilabel_vector,multilabel_reason,evidence_counts,label_confidence,Steroid,Terpenoid,Alkaloid,Amino_acid,Fatty_acid,Phenylpropanoid,Polyketide,Other
CMP_G001208,,CC(C)[C@H]1CC[C@]2(C)C[C@H]3[C@@H]([C@H](O)C[C@H]3C)[C@@](C)(O)C/C=C/12,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000724,30-Hydroxy-11-Oxo-Beta-Amyrin,CC1(C)[C@@H](O)CC[C@]2(C)[C@H]3C(=O)C=C4[C@@H]5C[C@@](C)(CO)CC[C@]5(C)CC[C@@]4(C)[C@]3(C)CC[C@@H]12,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: triterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G002036,3-dehydroxy-andrographoide,C=C1CC[C@@H]2[C@](C)(CO)CCC[C@@]2(C)[C@@H]1C/C=C1/C(=O)OC[C@H]1O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G002098,(5R)-albaflavenol,CC1=C2[C@H](O)C[C@H](C)[C@]23CC[C@@H](C3)C1(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001050,,C=C1CC[C@@]2(C(C)C)C[C@@H]12,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000563,P-Cymene,Cc1ccc(C(C)C)cc1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000302,(+)-exo-beta-bergamotene,C=C1CC[C@H]2C[C@@H]1[C@]2(C)CCC=C(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000305,N-(8��-hydroxygeranyl)-L-glutamate,CC(=CCCC(C)=CC[NH2+]C(CCC(=O)[O-])C(=O)[O-])CO,high,"[0, 1, 0, 1, 0, 0, 0]",Terpenoid=NPC terpenoid: terpenoids; Amino_acid=intact alpha-amino-acid backbone,"{""Terpenoid"": 1, ""Amino_acid"": 1}","{""Terpenoid"": ""high"", ""Amino_acid"": ""high""}",0,1,0,1,0,0,0,0
CMP_G001741,Conidiogenone,C[C@H]1[C@H](O)CC(=O)[C@]2(C)CC[C@H]3[C@@H]4C(C)(C)CC[C@]4(C)C[C@]132,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001096,,C=CC(C)(O)CC/C=C(\C)CO,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000979,"15,16-Epoxydolabrene",C=C1CCC[C@H]2[C@]3(C)CC[C@](C)(C4CO4)C[C@H]3CC[C@]12C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001056,Dehydroabietic Acid,CC(C)c1ccc2c(c1)CC[C@H]1[C@](C)(C(=O)O)CCC[C@]21C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001188,,CC1(C)[C@@H]2CC[C@@]1(C)[C@H](Br)C2,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000192,(-)-(R)-linalool,C=C[C@](C)(O)CCC=C(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001777,"(2E,6E)-Farnesoate",CC(C)=CCC/C(C)=C/CC/C(C)=C/C(=O)[O-],high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001734,"(2E,6E)-Farnesyl Diphosphate",CC(C)=CCC/C(C)=C/CC/C(C)=C/COP(=O)(O)OP(=O)(O)O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001707,Maniladiol,CC1(C)CC[C@]2(C)[C@@H](O)C[C@]3(C)C(=CC[C@@H]4[C@@]5(C)CC[C@H](O)C(C)(C)[C@@H]5CC[C@]43C)[C@@H]2C1,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: triterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000311,7-Deoxyloganetic Acid,C[C@H]1CC[C@@H]2C(C(=O)O)=CO[C@@H](O)[C@@H]21,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000197,lubimin,C=C(C)[C@@H]1CC[C@]2(C1)[C@H](C)C[C@H](O)C[C@@H]2C=O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: sesquiterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001048,(+)-Sabinene,C=C1CC[C@]2(C(C)C)C[C@H]12,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001902,emindole SB,CC(C)=CCC[C@]1(C)[C@@H](O)CC[C@@]2(C)[C@H]1CC[C@H]1Cc3c([nH]c4ccccc34)[C@@]12C,high,"[0, 1, 1, 0, 0, 0, 0]",Terpenoid=NPC terpenoid: terpenoids; Alkaloid=known alkaloid scaffold without AA backbone,"{""Terpenoid"": 1, ""Alkaloid"": 1}","{""Terpenoid"": ""high"", ""Alkaloid"": ""high""}",0,1,1,0,0,0,0,0
CMP_G002070,(-)-casbene,CC1=CCCC(C)=CC2C(CCC(C)=CCC1)C2(C)C,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000338,7-Deoxyloganate,C[C@H]1CC[C@@H]2C(C(=O)[O-])=CO[C@@H](O[C@@H]3O[C@H](CO)[C@@H](O)[C@H](O)[C@H]3O)[C@@H]21,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000732,cyclooctat-9-en-7-ol,CC(C)C1CCC2(C)CC3C(C)CCC3C(C)(O)CC=C12,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: diterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G000579,(cis/trans)-iridodial,C[C@H](C=O)[C@H]1CC[C@H](C)[C@@H]1C=O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001389,carvacrol,Cc1ccc(C(C)C)cc1O,high,"[0, 1, 0, 0, 0, 0, 0]",Terpenoid=NPC terpenoid superclass: monoterpenoids,"{""Terpenoid"": 1}","{""Terpenoid"": ""high""}",0,1,0,0,0,0,0,0
CMP_G001274,4-(1-methyl-2-pyrrolidinyl)-3-methyloxobutanoate (MPMOB),O=C(O)c1cccnc1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000394,2-amino-3-(6-chloro-1H-indol-3-yl)propanoic acid,NC(Cc1c[nH]c2cc(Cl)ccc12)C(=O)O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001206,prochaetoglobosin I,CC1=C[C@@H]2/C=C/C[C@H](C)/C=C(/C)CC/C=C/C(=O)C23C(=O)N[C@@H](Cc2c[nH]c4ccccc24)[C@@H]3[C@@H]1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000469,6-Methyl-DL-tryptophan,Cc1ccc2c(CC(N)C(=O)O)c[nH]c2c1,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G000723,5-Ethenyl-L-tryptophan,C=Cc1ccc2[nH]cc(CC(N)C(=O)O)c2c1,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001299,"5-Ethynyl-1,2-dimethyltryptophan",C#Cc1ccc2c(c1)c(CC(N)C(=O)O)c(C)n2C,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=NPC alkaloid + ring N (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G000612,Albendazole,CCCSc1ccc2nc(NC(=O)OC)[nH]c2c1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000204,"1H-1,2,3-Triazole-1-acetic acid, 4-[(diethylamino)methyl]-alpha-methyl-, (4E,6S,7S)-7-methyl-12-oxooxacyclododec-4-en-6-yl ester, (alphaR)- (ACI)",CCN(CC)Cc1cn(C(C)C(=O)OC2C=CCCOC(=O)CCCCC2C)nn1,high,"[0, 0, 1, 0, 0, 0, 1]",Alkaloid=ring nitrogen + NPC alkaloid; Polyketide=macrocyclic lactone (type I PKS indicator),"{""Alkaloid"": 1, ""Polyketide"": 1}","{""Alkaloid"": ""high"", ""Polyketide"": ""high""}",0,0,1,0,0,0,1,0
CMP_G001239,2-amino-3-(7-chloro-2-methyl-1H-indol-3-yl)propanoic acid,Cc1[nH]c2c(Cl)cccc2c1CC(N)C(=O)O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001590,,c1cc(SSc2ccncc2)ccn1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000286,"alpha-Amino-7-chloro-1,2-dimethyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2cccc(Cl)c2n1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000138,EAS,N[C@@H](Cc1c[nH]c2ccc(Cl)cc12)C(=O)NC1CCN(Cc2c[nH]c3ccc(Cl)cc23)CC1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001846,2-Methyl-6-(4-morpholinyl)tryptophan,Cc1[nH]c2cc(N3CCOCC3)ccc2c1CC(N)C(=O)O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=NPC alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001561,"alpha,4-Diamino-1,2-dimethyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2c(N)cccc2n1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000050,"alpha-Amino-4-fluoro-1,2-dimethyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2c(F)cccc2n1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000277,Fumitremorgin C,COc1ccc2c3c([nH]c2c1)[C@H](C=C(C)C)N1C(=O)[C@@H]2CCCN2C(=O)[C@@H]1C3,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=DKP with alkaloid-like nitrogen scaffold; Amino_acid=diketopiperazine (cyclic dipeptide),"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G000591,,O=C(O)CCCNc1ccncc1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000449,(R)-norreticuline,COc1ccc(C[C@H]2NCCc3cc(OC)c(O)cc32)cc1O,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001141,4-Bromotryptophan,NC(Cc1c[nH]c2cccc(Br)c12)C(=O)O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001363,Buspirone,O=C1CC2(CCCC2)CC(=O)N1CCCCN1CCN(c2ncccn2)CC1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001348,tropinone,CN1[C@@H]2CC[C@H]1CC(=O)C2,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000538,,COc1ccc(CCN2CCC(N=c3[nH]c4ccccc4n3Cc3ccc(F)cc3)CC2)cc1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001124,campesine B,CC(C)[C@H]1CN[C@@H](Cc2c[nH]c3ccccc23)C[NH+]1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000152,(R)-N-Methylcoclaurine,COc1cc2c(cc1O)[C@@H](Cc1ccc(O)cc1)N(C)CC2,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000446,bispyribac sodium,COc1cc(OC)nc(Oc2cccc(Oc3nc(OC)cc(OC)n3)c2C(=O)O)n1.[Na+],high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001053,"Benzoic acid, 4-[4-[(dimethylamino)methyl]-1H-1,2,3-triazol-1-yl]-, (5S,6S)-6-methyl-4-methylene-11-oxo-5-oxacycloundecyl ester (ACI)",C=C1CCOC(=O)CCCCC(C)C1OC(=O)c1ccc(-n2cc(CN(C)C)nn2)cc1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000022,"Tryptophan, 4-fluoro-2,1-dimethyl- (ACI)",Cc1c(CC(N)C(=O)O)c2c(F)cccc2n1C,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=NPC alkaloid + ring N (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001082,Lidocaine,CCN(CC)CC(=O)Nc1c(C)cccc1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=NPC alkaloid (no structural confirmation),"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000661,,C[C@@H]1Nc2ccc(Cl)cc2[C@@](C#CC2CC2)(C(F)(F)F)O1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001287,"alpha-Amino-4-hydroxy-1,2-dimethyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2c(O)cccc2n1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000784,campesine C,CC(=O)N1C[C@H](Cc2c[nH]c3ccccc23)[NH2+]C[C@@H]1C(C)C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001941,,O=C1N[C@@H](Cc2ccc(OCO)cc2)C(=O)N[C@H]1Cc1ccc(O)cc1,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=DKP + NPC alkaloid; Amino_acid=diketopiperazine (cyclic dipeptide),"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G002075,(E)-(Indol-3-yl)acetaldehyde oxime,ON=CCc1c[nH]c2ccccc12,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001599,cotinine,CN1C(=O)CC[C@H]1c1cccnc1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001872,Agroclavin,CC1=CC2c3cccc4[nH]cc(c34)CC2N(C)C1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G002028,6-Fluoro-2-methyl-tryptophan,Cc1[nH]c2cc(F)ccc2c1CC(N)C(=O)O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001365,Phenyl 7-azabicyclo[2.2.1]heptane-7-carboxylate,O=C(Oc1ccccc1)N1C2CCC1CC2,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000415,tabersonine,CC[C@]12C=CCN3CC[C@]4(C(=C(C(=O)OC)C1)Nc1ccccc14)[C@@H]32,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000486,,CC[C@]12C=CCN3CC[C@@]4(c5ccccc5N[C@H]4[C@](O)(C(=O)OC)C1)[C@@H]32,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000832,4-Nitro-L-tryptophan,NC(Cc1c[nH]c2cccc([N+](=O)[O-])c12)C(=O)O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=ClassyFire alkaloid + known scaffold (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G000554,"alpha-Amino-1,2-dimethyl-5-phenyl-1H-indole-3-propanal",Cc1c(CC(N)C=O)c2cc(-c3ccccc3)ccc2n1C,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000151,(S)-N-Methylcoclaurine,COc1cc2c(cc1O)[C@H](Cc1ccc(O)cc1)N(C)CC2,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001673,"Tryptophan, 2,1-dimethyl-4-(4-morpholinyl)- (ACI)",Cc1c(CC(N)C(=O)O)c2c(N3CCOCC3)cccc2n1C,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=NPC alkaloid + ring N (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G002079,"Tryptophan, 6-methoxy-1-methyl- (ACI)",COc1ccc2c(CC(N)C(=O)O)cn(C)c2c1,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=NPC alkaloid + ring N (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001570,"Tryptophan, 7-chloro-2,1-dimethyl- (ACI)",Cc1c(CC(N)C(=O)O)c2cccc(Cl)c2n1C,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=NPC alkaloid + ring N (multi-label with AA); Amino_acid=intact alpha-amino-acid backbone,"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G000160,Thiomorpholine,C1CSCCN1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000854,scoulerine,COc1cc2c(cc1O)C1Cc3ccc(OC)c(O)c3CN1CC2,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001679,norfluorocurarine,CC=C1CN2CCC34C(=C(C=O)C1CC23)Nc1ccccc14,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G001335,Cyclo(L-Phe-L-Leu),CC(C)CC1NC(=O)C(Cc2ccccc2)NC1=O,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=DKP + NPC alkaloid; Amino_acid=diketopiperazine (cyclic dipeptide),"{""Alkaloid"": 2, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001456,"(3S,8aS)-3-(1H-indol-3-ylmethyl)-2,3,6,7,8,8a-hexahydropyrrolo[1,2-a]pyrazine-1,4-dione",O=C1N[C@@H](Cc2c[nH]c3ccccc23)C(=O)N2CCC[C@@H]12,high,"[0, 0, 1, 1, 0, 0, 0]",Alkaloid=DKP with alkaloid-like nitrogen scaffold; Amino_acid=diketopiperazine (cyclic dipeptide),"{""Alkaloid"": 1, ""Amino_acid"": 1}","{""Alkaloid"": ""high"", ""Amino_acid"": ""high""}",0,0,1,1,0,0,0,0
CMP_G001529,(S)-nicotine,CN1CCCC1c1cccnc1,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=known alkaloid scaffold without AA backbone,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
CMP_G000416,(-)-Tabersonine,CCC12C=CCN3CCC4(C(=C(C(=O)OC)C1)Nc1ccccc14)C32,high,"[0, 0, 1, 0, 0, 0, 0]",Alkaloid=ring nitrogen + NPC alkaloid,"{""Alkaloid"": 1}","{""Alkaloid"": ""high""}",0,0,1,0,0,0,0,0
