uniprot_id,protein_families,cc_cofactor,xref_interpro,is_p450_by_family,is_p450_by_interpro,has_heme
Q9C512,Glycosyl hydrolase 47 family,COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000269|PubMed:20023195}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:20023195}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:20023195}; Note=Ca(2+) or Mn(2+). Mg(2+) can be used to a lesser extent. {ECO:0000269|PubMed:20023195};,IPR012341;IPR001382;IPR050749;IPR036026;,False,False,False
Q9C5A9,ATPase alpha/beta chains family,,IPR003593;IPR055190;IPR042079;IPR020971;IPR005722;IPR020003;IPR050053;IPR004100;IPR036121;IPR000194;IPR024034;IPR027417;,False,False,False
Q9C5C4,"Peptidase M20A family, ArgE subfamily",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) or Co(2+) ions per subunit. {ECO:0000250};,IPR036264;IPR002933;IPR011650;IPR050072;,False,False,False
Q9C5G5,,,IPR002013;,False,False,False
Q9C5I1,USP family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:17341835}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:17341835};,IPR029044;IPR039741;IPR002618;,False,False,False
Q9C5M3,Terpene cyclase/mutase family,,IPR032696;IPR032697;IPR018333;IPR002365;IPR008930;,False,False,False
Q9C5R8,"Peroxiredoxin family, AhpC/Prx1 subfamily",,IPR000866;IPR050217;IPR019479;IPR036249;IPR013766;,False,False,False
Q9C5X8,"Class-V pyridoxal-phosphate-dependent aminotransferase family, MOCOS subfamily","COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000255|HAMAP-Rule:MF_03050, ECO:0000269|PubMed:15561708};",IPR000192;IPR005302;IPR028886;IPR005303;IPR015424;IPR015421;IPR015422;IPR011037;,False,False,False
Q9C6D2,Methylthioribose kinase family,,IPR002575;IPR011009;IPR009212;,False,False,False
Q9C6Z2,Nudix hydrolase family,COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:18345354};,IPR020476;IPR015797;IPR020084;IPR000086;IPR022927;,False,False,False
Q9C7W7,NAD(P)-dependent epimerase/dehydratase family,COFACTOR: Name=NAD(+); Xref=ChEBI:CHEBI:57540; Evidence={ECO:0000250|UniProtKB:Q14376};,IPR016040;IPR036291;IPR005886;,False,False,False
Q9C8T1,"ABC transporter superfamily, ABCI family",,IPR003593;IPR003439;IPR005895;IPR027417;,False,False,False
Q9C8W3,Glycosyltransferase 10 family,,IPR017177;IPR055270;IPR001503;IPR038577;,False,False,False
Q9C920,KdsB family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:19914588};,IPR003329;IPR004528;IPR029044;,False,False,False
Q9C971,"Iron/ascorbate-dependent oxidoreductase family, GA3OX subfamily",COFACTOR: Name=L-ascorbate; Xref=ChEBI:CHEBI:38290; Evidence={ECO:0000250|UniProtKB:Q5W726}; COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000255|PROSITE-ProRule:PRU00805};,IPR026992;IPR044861;IPR027443;IPR050231;IPR005123;,False,False,False
Q9C998,Ribose 5-phosphate isomerase family,,IPR037171;IPR050262;IPR020672;IPR004788;,False,False,False
Q9C9C9,Sulfotransferase 1 family,,IPR027417;IPR000863;,False,False,False
Q9C9D0,Sulfotransferase 1 family,,IPR027417;IPR000863;,False,False,False
Q9C9W5,D-isomer specific 2-hydroxyacid dehydrogenase family,,IPR050223;IPR006139;IPR029752;IPR006140;IPR036291;,False,False,False
Q9CA40,Nudix hydrolase family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:12399474, ECO:0000269|PubMed:15878881}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:12399474, ECO:0000269|PubMed:15878881}; Note=Magnesium may be the real cofactor in vivo. {ECO:0000269|PubMed:12399474, ECO:0000269|PubMed:15878881};",IPR020476;IPR015797;IPR020084;IPR000086;,False,False,False
Q9CA90,"D-isomer specific 2-hydroxyacid dehydrogenase family, GyaR subfamily",,IPR050223;IPR006139;IPR029752;IPR006140;IPR036291;,False,False,False
Q9CAF2,Nudix hydrolase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250};,IPR020476;IPR015797;IPR020084;IPR000086;IPR022927;,False,False,False
Q9CAI3,Zinc-containing alcohol dehydrogenase family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:O49482}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250|UniProtKB:O49482};,IPR013149;IPR013154;IPR002328;IPR047109;IPR029752;IPR011032;IPR036291;IPR020843;,False,False,False
Q9CAK8,IspF family,COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000269|PubMed:17660251}; Note=Binds 1 divalent metal cation per subunit. {ECO:0000269|PubMed:17660251};,IPR003526;IPR020555;IPR036571;,False,False,False
Q9CPP7,"AB hydrolase superfamily, Lipase family",,IPR029058;IPR006693;IPR025483;,False,False,False
Q9CPU0,Glyoxalase I family,"COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000269|PubMed:18695250}; Note=Binds 1 zinc ion per subunit. In the homodimer, two zinc ions are bound between subunits. {ECO:0000269|PubMed:18695250};",IPR029068;IPR004360;IPR004361;IPR018146;IPR037523;,False,False,False
Q9CPX5,H-rev107 family,,IPR051496;IPR007053;,False,False,False
Q9CPY7,Peptidase M17 family,"COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P00727}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:P00727}; Note=Binds two metal ions per subunit. Two metal binding sites with different affinities are located in the enzyme active site and can be occupied in vitro by different metals: site 1 is occupied by Zn(2+), Mn(2+), Mg(2+) or Co(2+), while the tight binding site 2 can be occupied by only Zn(2+) or Co(2+). One Zn(2+) ion is tightly bound to site 2 and essential for enzyme activity in vivo, while site 1 can be occupied by different metals to give different enzymatic activities. Mn(2+) is required for Cys-Gly hydrolysis activity. A third metal binding site may serve a structural role, possibly stabilizing part of the interface between the N-terminal and the catalytic domain. {ECO:0000250|UniProtKB:P00727};",IPR011356;IPR043472;IPR000819;IPR023042;IPR008283;,False,False,False
Q9CQ43,DUTPase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P33316};,IPR008181;IPR029054;IPR036157;IPR033704;,False,False,False
Q9CQ62,"Short-chain dehydrogenases/reductases (SDR) family, 2,4-dienoyl-CoA reductase subfamily",,IPR036291;IPR002347;,False,False,False
Q9CQU0,,,IPR051099;IPR037462;IPR036249;IPR017937;IPR013766;,False,False,False
Q9CRB3,"Transthyretin family, 5-hydroxyisourate hydrolase subfamily",,IPR014306;IPR000895;IPR023416;IPR036817;IPR023419;,False,False,False
Q9CRC0,VKOR family,,IPR012932;IPR038354;IPR042406;,False,False,False
Q9CRC9,Glucosamine/galactosamine-6-phosphate isomerase family,,IPR006148;IPR004547;IPR018321;IPR037171;,False,False,False
Q9CSN5,"Cyclophilin-type PPIase family, PPIL4 subfamily",,IPR035542;IPR029000;IPR002130;IPR035538;IPR012677;IPR035979;IPR000504;,False,False,False
Q9CVZ1,Ribose-phosphate pyrophosphokinase family,,IPR000842;IPR029099;IPR000836;IPR029057;IPR005946;,False,False,False
Q9CWJ9,PurH family,,IPR024051;IPR024050;IPR016193;IPR011607;IPR036914;IPR002695;,False,False,False
Q9CWS0,DDAH family,,IPR033199;,False,False,False
Q9CWU2,"DHHC palmitoyltransferase family, AKR/ZDHHC17 subfamily",,IPR002110;IPR036770;IPR001594;,False,False,False
Q9CY64,"Gfo/Idh/MocA family, Biliverdin reductase subfamily",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P53004}; Note=Binds 1 zinc ion per subunit. {ECO:0000250|UniProtKB:P53004};,IPR017094;IPR015249;IPR000683;IPR051450;IPR036291;,False,False,False
Q9CYK2,Glutaminyl-peptide cyclotransferase family,,IPR037457;IPR007484;IPR040234;,False,False,False
Q9CZD3,Class-II aminoacyl-tRNA synthetase family,,IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR027031;IPR033731;IPR002315;IPR009068;IPR000738;,False,False,False
Q9CZR2,"Peptidase M28 family, M28B subfamily",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) ions per subunit. Required for NAALADase activity. {ECO:0000250};,IPR046450;IPR003137;IPR007484;IPR039373;IPR007365;IPR036757;,False,False,False
Q9CZU6,Citrate synthase family,,IPR016142;IPR016143;IPR002020;IPR019810;IPR010109;IPR036969;,False,False,False
Q9D094,Class-II aminoacyl-tRNA synthetase family,,IPR006195;IPR045864;IPR004154;IPR036621;IPR015807;IPR041715;IPR004516;IPR033656;IPR009068;IPR000738;,False,False,False
Q9D0L8,"Class I-like SAM-binding methyltransferase superfamily, mRNA cap 0 methyltransferase family",,IPR004971;IPR016899;IPR039753;IPR029063;,False,False,False
Q9D0R2,Class-II aminoacyl-tRNA synthetase family,,IPR002314;IPR006195;IPR045864;IPR004154;IPR036621;IPR012675;IPR004095;IPR012676;IPR002320;IPR018163;IPR047246;IPR033728;IPR012947;,False,False,False
Q9D1A2,Peptidase M20A family,"COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000269|PubMed:15749831, ECO:0000269|PubMed:18550540}; Note=Binds 2 manganese ions per subunit. {ECO:0000269|PubMed:15749831, ECO:0000269|PubMed:18550540};",IPR001261;IPR017153;IPR051458;IPR002933;IPR011650;,False,False,False
Q9D2G2,2-oxoacid dehydrogenase family,COFACTOR: Name=(R)-lipoate; Xref=ChEBI:CHEBI:83088; Evidence={ECO:0000250|UniProtKB:P11179}; Note=Binds 1 lipoyl cofactor covalently. {ECO:0000250|UniProtKB:P11179};,IPR003016;IPR050537;IPR001078;IPR000089;IPR023213;IPR011053;IPR006255;,False,False,False
Q9D2R0,ATP-dependent AMP-binding enzyme family,,IPR005914;IPR032387;IPR045851;IPR020845;IPR000873;IPR042099;,False,False,False
Q9D379,Peptidase S33 family,,IPR029058;IPR000639;IPR010497;IPR016292;,False,False,False
Q9D4D4,Transketolase family,"COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250}; Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000250}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250}; Name=Co(2+); Xref=ChEBI:CHEBI:48828; Evidence={ECO:0000250}; Note=Binds 1 Mg(2+) ion per subunit. Can also utilize other divalent metal cations, such as Ca(2+), Mn(2+) and Co(2+). {ECO:0000250}; COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000250}; Note=Binds 1 thiamine pyrophosphate per subunit. {ECO:0000250};",IPR029061;IPR009014;IPR051424;IPR005475;IPR020826;IPR033248;IPR005474;,False,False,False
Q9D5J6,FGGY kinase family,,IPR043129;IPR018484;,False,False,False
Q9D5U2,Aldo/keto reductase family,,IPR020471;IPR044482;IPR018170;IPR023210;IPR036812;,False,False,False
Q9D6N1,Alpha-carbonic anhydrase family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:Q8N1Q1};,IPR001148;IPR036398;IPR023561;IPR018338;,False,False,False
Q9D6R2,Isocitrate and isopropylmalate dehydrogenases family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:P50213}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:P50213}; Note=Divalent metal cations; Mn(2+) or Mg(2+). Activity higher in presence of Mn(2+) than of Mg(2+). Binds 1 Mg(2+) or Mn(2+) ion per subunit. {ECO:0000250|UniProtKB:P50213};,IPR019818;IPR004434;IPR024084;,False,False,False
Q9D6Y7,MsrA Met sulfoxide reductase family,,IPR002569;IPR036509;IPR050162;,False,False,False
Q9D7C9,"Uridine kinase family, NRK subfamily",,IPR027417;,False,False,False
Q9D7H3,"RNA 3'-terminal cyclase family, Type 1 subfamily",,IPR013791;IPR023797;IPR037136;IPR000228;IPR017770;IPR020719;IPR013792;IPR036553;,False,False,False
Q9D7V9,Acid ceramidase family,,IPR016699;IPR029130;IPR029132;,False,False,False
Q9D7X3,"Protein-tyrosine phosphatase family, Non-receptor class dual specificity subfamily",,IPR020405;IPR000340;IPR029021;IPR016130;IPR000387;IPR020422;,False,False,False
Q9D7X8,Gamma-glutamylcyclotransferase family,,IPR017939;IPR013024;IPR036568;,False,False,False
Q9D805,Peptidase C2 family,,IPR033883;IPR022684;IPR022682;IPR022683;IPR036213;IPR011992;IPR018247;IPR002048;IPR038765;IPR000169;IPR001300;,False,False,False
Q9D826,MSOX/MTOX family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Note=Binds 1 FAD per subunit.;,IPR006076;IPR036188;IPR045170;,False,False,False
Q9D964,Amidinotransferase family,,IPR033195;,False,False,False
Q9D9M5,"HAD-like hydrolase superfamily, PHOSPHO family",COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q8TCT1};,IPR036412;IPR006384;IPR023214;IPR016965;,False,False,False
Q9D9V3,Enoyl-CoA hydratase/isomerase family,,IPR029045;IPR018376;IPR001753;,False,False,False
Q9D9X9,,"COFACTOR: Name=thiamine diphosphate; Xref=ChEBI:CHEBI:58937; Evidence={ECO:0000256|ARBA:ARBA00001964, ECO:0000256|RuleBase:RU361139};",IPR001017;IPR050642;IPR017597;IPR029061;,False,False,False
Q9DB30,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family",,IPR011009;IPR002291;IPR000719;IPR017441;IPR008271;,False,False,False
Q9DB60,"Peroxiredoxin-like PRXL2 family, Prostamide/prostaglandin F synthase subfamily",,IPR032801;IPR036249;,False,False,False
Q9DBB8,Gfo/Idh/MocA family,,IPR000683;IPR050984;IPR055170;IPR036291;,False,False,False
Q9DBE0,Group II decarboxylase family,COFACTOR: Name=pyridoxal 5'-phosphate; Xref=ChEBI:CHEBI:597326; Evidence={ECO:0000250};,IPR002129;IPR015424;IPR015421;IPR021115;,False,False,False
Q9DBF1,Aldehyde dehydrogenase family,,IPR016161;IPR016163;IPR029510;IPR016162;IPR015590;IPR044638;,False,False,False
Q9DBI0,Peptidase S1 family,,IPR000859;IPR036055;IPR002172;IPR017118;IPR009003;IPR043504;IPR001314;IPR000082;IPR036364;IPR035914;IPR001254;IPR018114;IPR033116;,False,False,False
Q9DBN5,Peptidase S16 family,,IPR003593;IPR003959;IPR004815;IPR054594;IPR008269;IPR027065;IPR003111;IPR046336;IPR027501;IPR027417;IPR008268;IPR015947;IPR020568;IPR014721;,False,False,False
Q9DBT4,GDA1/CD39 NTPase family,COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000250|UniProtKB:Q9Y227}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q9Y227};,IPR000407;,False,False,False
Q9DBT5,"Metallo-dependent hydrolases superfamily, Adenosine and AMP deaminases family",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 1 zinc ion per subunit. {ECO:0000250};,IPR006650;IPR006329;IPR032466;,False,False,False
Q9DC50,Carnitine/choline acetyltransferase family,,IPR000542;IPR042572;IPR023213;IPR039551;IPR042231;,False,False,False
Q9DCD0,6-phosphogluconate dehydrogenase family,,IPR008927;IPR013328;IPR006114;IPR006113;IPR006115;IPR006184;IPR036291;IPR006183;,False,False,False
Q9DCT1,Aldo/keto reductase family,,IPR020471;IPR018170;IPR023210;IPR036812;,False,False,False
Q9DCX8,Nitroreductase family,"COFACTOR: Name=FMN; Xref=ChEBI:CHEBI:58210; Evidence={ECO:0000269|PubMed:19436071, ECO:0000269|PubMed:19777994, ECO:0000269|PubMed:22238141};",IPR029479;IPR000415;IPR050627;,False,False,False
Q9DD16,Nudix hydrolase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000250|UniProtKB:Q9BRQ3};,IPR000086;IPR055295;,False,False,False
Q9DD20,Methyltransferase superfamily,,IPR013216;IPR029063;IPR052356;,False,False,False
Q9DDE3,Type-B carboxylesterase/lipase family,,IPR029058;IPR050654;IPR014788;IPR002018;IPR019826;IPR019819;IPR000997;,False,False,False
Q9DEF5,2-5A synthase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|ARBA:ARBA00001946};,IPR018952;IPR006117;IPR006116;IPR043519;IPR002934;IPR000626;IPR029071;IPR019956;,False,False,False
Q9DEX3,Peptidase A1 family,,IPR001461;IPR001969;IPR012848;IPR033144;IPR033121;IPR021109;,False,False,False
Q9DEX5,Aldehyde dehydrogenase family,,IPR016161;IPR016163;IPR016160;IPR029510;IPR016162;IPR015590;,False,False,False
Q9DEX6,Fatty acid desaturase type 1 family,,IPR001199;IPR036400;IPR005804;IPR012171;,False,False,False
Q9DF56,"Phospholipase A2 family, Group I subfamily, D49 sub-subfamily",COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000250}; Note=Binds 1 Ca(2+) ion. {ECO:0000250};,IPR001211;IPR033112;IPR016090;IPR036444;IPR033113;,False,False,False
Q9DG02,"Protein kinase superfamily, CAMK Ser/Thr protein kinase family, CaMK subfamily",,IPR013543;IPR011009;IPR032710;IPR000719;IPR017441;IPR008271;,False,False,False
Q9DGD1,Glycosyltransferase 54 family,COFACTOR: Name=a divalent metal cation; Xref=ChEBI:CHEBI:60240; Evidence={ECO:0000269|PubMed:10903319};,IPR006759;IPR056576;,False,False,False
Q9EPB1,Peptidase S28 family,,IPR029058;IPR008758;IPR042269;,False,False,False
Q9EPL5,Peptidase M10A family,COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000250}; Note=Binds 4 Ca(2+) ions per subunit. {ECO:0000250}; COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250};,IPR000585;IPR036375;IPR018487;IPR018486;IPR033739;IPR024079;IPR001818;IPR021190;IPR021158;IPR006026;IPR002477;IPR036365;,False,False,False
Q9EPS3,D-glucuronyl C5-epimerase family,,IPR010598;IPR039721;,False,False,False
Q9EPW0,"Inositol 3,4-bisphosphate 4-phosphatase family",,IPR000008;IPR035892;IPR039034;,False,False,False
Q9EQ20,Aldehyde dehydrogenase family,,IPR016161;IPR016163;IPR016160;IPR016162;IPR015590;IPR010061;,False,False,False
Q9EQ76,FMO family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250};,IPR036188;IPR000960;IPR020946;IPR002255;IPR050346;,False,False,False
Q9EQC0,"Sulfotransferase 1 family, Gal/GlcNAc/GalNAc subfamily",,IPR016469;IPR051135;IPR027417;IPR000863;,False,False,False
Q9EQF5,"Metallo-dependent hydrolases superfamily, Hydantoinase/dihydropyrimidinase family",COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:Q55DL0}; Note=Binds 2 Zn(2+) ions per subunit. {ECO:0000250|UniProtKB:Q55DL0};,IPR006680;IPR011778;IPR011059;IPR032466;IPR050378;,False,False,False
Q9EQG9,,,IPR011993;IPR001849;IPR041952;IPR023393;IPR002913;IPR051213;,False,False,False
Q9EQH2,Peptidase M1 family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250}; Note=Binds 1 zinc ion per subunit. {ECO:0000250};,IPR045357;IPR042097;IPR024571;IPR034016;IPR001930;IPR050344;IPR014782;IPR027268;,False,False,False
Q9EQQ8,Rod/cone cGMP-PDE gamma subunit family,,IPR006952;IPR037030;,False,False,False
Q9EQQ9,Glycosyl hydrolase 84 family,,IPR016181;IPR017853;IPR051822;IPR011496;,False,False,False
Q9EQR2,FAD-binding oxidoreductase/transferase type 4 family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000250|UniProtKB:P97275};,IPR025650;IPR004113;IPR016166;IPR036318;IPR016167;IPR016169;IPR016164;IPR006094;IPR016171;,False,False,False
Q9EQS0,"Transaldolase family, Type 1 subfamily",,IPR013785;IPR001585;IPR004730;IPR018225;,False,False,False
Q9EQS5,Sterol desaturase family,COFACTOR: Name=Fe cation; Xref=ChEBI:CHEBI:24875; Evidence={ECO:0000250|UniProtKB:P53045};,IPR006694;IPR050307;,False,False,False
Q9EQV6,,COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000250|UniProtKB:O14773}; Note=Binds 1 Ca(2+) ion per subunit. {ECO:0000250|UniProtKB:O14773};,IPR000209;IPR036852;IPR015366;IPR030400;IPR050819;,False,False,False
Q9EQV8,Peptidase M14 family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P00730}; Note=Binds 1 zinc ion per subunit. {ECO:0000250|UniProtKB:P00730};,IPR008969;IPR000834;IPR050753;,False,False,False
Q9EQV9,Peptidase M14 family,COFACTOR: Name=Zn(2+); Xref=ChEBI:CHEBI:29105; Evidence={ECO:0000250|UniProtKB:P00730}; Note=Binds 1 zinc ion per subunit. {ECO:0000250|UniProtKB:P00730};,IPR033849;IPR036990;IPR003146;IPR000834;,False,False,False
Q9ER31,GDA1/CD39 NTPase family,COFACTOR: Name=Ca(2+); Xref=ChEBI:CHEBI:29108; Evidence={ECO:0000269|PubMed:11042118}; Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:11042118}; Note=Strongly and equally activated by either Ca(2+) or Mg(2+). {ECO:0000269|PubMed:11042118};,IPR000407;,False,False,False
Q9ER56,Peptidase C2 family,,IPR033883;IPR022684;IPR022682;IPR022683;IPR036213;IPR011992;IPR018247;IPR002048;IPR038765;IPR000169;IPR001300;,False,False,False
Q9ERM3,"Membrane-bound acyltransferase family, Sterol o-acyltransferase subfamily",,IPR027251;IPR004299;IPR014371;,False,False,False
Q9ES38,ATP-dependent AMP-binding enzyme family,,IPR025110;IPR045851;IPR020845;IPR000873;IPR042099;,False,False,False
Q9ES66,Peptidase C2 family,,IPR033883;IPR022684;IPR022682;IPR022683;IPR036213;IPR038765;IPR000169;IPR001300;,False,False,False
Q9ES71,GPAT/DAPAT family,,IPR028353;IPR022284;IPR045520;IPR041728;IPR002123;,False,False,False
Q9ESD1,Peptidase S1 family,,IPR009003;IPR043504;IPR001314;IPR001254;IPR018114;IPR033116;,False,False,False
Q9ESK3,Peptidase C2 family,,IPR033883;IPR022684;IPR022682;IPR022683;IPR036213;IPR038765;IPR000169;IPR001300;,False,False,False
Q9ESM0,Inositol phosphokinase (IPK) family,,IPR005522;IPR038286;,False,False,False
Q9EST2,"Class I-like SAM-binding methyltransferase superfamily, HNMT family",,IPR016673;IPR029063;,False,False,False
Q9ESW4,AGK family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000269|PubMed:15252046};,IPR045579;IPR017438;IPR001206;IPR050187;IPR016064;,False,False,False
Q9ESW8,Peptidase C15 family,,IPR000816;IPR016125;IPR036440;IPR033694;IPR033693;,False,False,False
Q9ET22,Peptidase S28 family,,IPR029058;IPR008758;IPR042269;,False,False,False
Q9ET32,Glycosyltransferase 6 family,COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000250|UniProtKB:P16442}; Note=Binds 1 Mn(2+) ion per subunit. {ECO:0000250|UniProtKB:P16442};,IPR005076;IPR029044;,False,False,False
Q9EUC5,,,IPR015942;IPR001920;IPR033134;,False,False,False
Q9EVJ6,,,IPR009057;IPR050109;IPR001647;,False,False,False
Q9EVR0,"LDH/MDH superfamily, LDH family",,IPR001557;IPR011304;IPR022383;IPR001236;IPR015955;IPR036291;,False,False,False
Q9EW49,UDPGP type 2 family,,IPR005771;IPR005835;IPR029044;,False,False,False
Q9EW96,GMC oxidoreductase family,COFACTOR: Name=FAD; Xref=ChEBI:CHEBI:57692; Evidence={ECO:0000256|ARBA:ARBA00001974};,IPR052542;IPR036188;IPR000172;IPR006311;,False,False,False
Q9EX73,'GDXG' lipolytic enzyme family,,IPR013094;IPR029058;IPR050300;,False,False,False
Q9EXD9,GST superfamily,,IPR010987;IPR036282;IPR040079;IPR004045;IPR004046;IPR040077;IPR051369;IPR036249;,False,False,False
Q9EXJ3,,,,False,False,False
Q9EXJ4,GST superfamily,,IPR010987;IPR036282;IPR040079;IPR004045;IPR004046;IPR040077;IPR051369;IPR036249;,False,False,False
Q9EXQ2,Adenylyl cyclase class-4/guanylyl cyclase family,,IPR001054;IPR018297;IPR050401;IPR033479;IPR003660;IPR029787;,False,False,False
Q9EXR9,Peptidase S1B family,,IPR050966;IPR009003;IPR043504;IPR008256;IPR001254;,False,False,False
Q9EY50,FemABX family,,IPR016181;IPR003447;IPR050644;,False,False,False
Q9EYQ1,,,IPR002105;IPR016134;IPR036439;IPR018247;IPR013783;IPR028994;IPR041624;IPR034641;IPR049366;,False,False,False
Q9EYU0,"Metallo-dependent hydrolases superfamily, ATZ/TRZ family",COFACTOR: Name=Fe(2+); Xref=ChEBI:CHEBI:29033; Evidence={ECO:0000250|UniProtKB:P72156}; Note=Binds 1 Fe(2+) ion per subunit. {ECO:0000250|UniProtKB:P72156};,IPR006680;IPR011059;IPR032466;IPR050287;,False,False,False
Q9EZV6,Glycosyl hydrolase 33 family,,IPR036709;IPR011040;IPR026856;IPR036278;IPR008377;,False,False,False
Q9F0L9,,,,False,False,False
Q9F0M3,D-alanine--D-alanine ligase family,COFACTOR: Name=Mg(2+); Xref=ChEBI:CHEBI:18420; Evidence={ECO:0000256|PIRSR:PIRSR039102-3}; Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|PIRSR:PIRSR039102-3}; Note=Binds 2 magnesium or manganese ions per subunit. {ECO:0000256|PIRSR:PIRSR039102-3}; COFACTOR: Name=Mn(2+); Xref=ChEBI:CHEBI:29035; Evidence={ECO:0000256|ARBA:ARBA00001936};,IPR011761;IPR013815;IPR000291;IPR005905;IPR011095;IPR011127;IPR016185;,False,False,False
Q9F0R0,"AB hydrolase superfamily, Lipase family",,IPR029058;IPR056304;IPR005877;,False,False,False
Q9F0R5,,,,False,False,False
Q9F118,DegT/DnrJ/EryC1 family,,IPR000653;IPR015424;IPR015421;IPR015422;,False,False,False
