enzyme,ecnumber,uniprot_id
5229,1.14.14.107,O23051
5230,1.14.14.16,Q9AXH9
5231,1.14.14.1,C7T4H3
5232,1.14.14.107,C7T4H4
5233,1.14.14.107,C7T4H2
5234,1.14.14.107,U5YM12
5235,1.14.14.145,A0A2J7YHY0
5236,1.14.14.51,Q43250
5237,1.14.14.24,E3W9C4
5238,1.14.14.B11,C5I9X1
5239,1.14.15.4,K7ZR99
5240,1.14.14.114,K7ZPJ9
5241,1.14.14.91,H1A988
5242,1.14.15.13,P0CT93
5243,1.14.14.145,H2DH16
5244,1.14.14.21,K4K542
5245,1.14.14.121,I7CT85
5246,1.14.14.121,L7TF20
5247,1.14.14.125,Q9Y7C8
5248,1.14.14.92,A0A1P8W705
5249,1.14.14.126,A0A3Q7HBJ5
5250,1.14.14.126,A0A1L7NXK5
5251,1.14.14.126,A0A1V1FHP8
5252,1.14.15.18,A0A161ABB0
5253,1.14.14.23,Q2MJ20
5254,1.14.15.16,F6H9N6
5255,1.14.14.126,I7C6E8
5256,1.14.14.1,D6WFY6
5257,1.14.14.21,A0A2C9DK12
5258,1.14.14.33,D6CJJ9
5259,1.14.14.127,A0A286LD89
5260,1.14.14.127,Q6R7M4
5261,1.14.15.16,C0SPF7
5262,1.14.14.130,Q9LNJ4
5263,1.14.14.86,A0A0N9HTU1
5264,1.14.14.16,A0A0N7F297
5265,1.14.14.21,Q8VQF6
5266,1.14.14.141,Q9XHC6
5267,1.14.14.137,Q9FH76
5268,1.14.14.137,R4X4I5
5269,1.14.14.137,W9SPF5
5270,1.14.14.137,U6NHS3
5271,1.14.14.126,F1T0M7
5272,1.14.14.137,K4CI52
5273,1.14.14.137,E3TB05
5274,1.14.14.151,Q64148
5275,1.14.14.154,O88962
5276,1.14.14.80,Q9UNU6
5277,1.14.14.32,Q7YRB2
5278,1.14.14.139,O02766
5279,1.14.14.54,Q6QNI4
5280,1.14.14.141,C0SJS4
5281,1.14.14.126,C0SJS2
5282,1.14.14.80,Q50EK6
5283,1.14.14.147,Q94IA6
5284,1.14.14.148,C0SJS3
5285,1.14.14.64,Q94FM7
5286,1.14.14.1,A0A3Q8QEF7
5287,1.14.14.94,F8S1I0
5288,1.14.14.90,A0A059WMF6
5289,1.14.14.33,X2JE85
5290,1.14.14.151,A6YIH8
5291,1.14.14.80,B5BSX1
5292,1.14.14.126,Q43257
5293,1.14.14.82,A2TEF2
5294,1.14.14.24,A0A655A8T0
5295,1.14.14.1,Q16850
5296,1.14.14.18,Q64654
5297,1.14.14.1,A0A6C0G9L7
5298,1.14.14.1,P14263
5299,1.14.14.83,M1KK91
5300,1.14.14.81,Q12664
5301,1.14.14.81,Q8K0C4
5302,1.14.14.16,Q4PJW3
5305,1.14.14.11,A0A6B9B577
5306,1.14.14.133,A8DBU6
5307,1.14.14.154,Q673E9
5308,1.14.14.139,P93846
5309,1.14.14.78,D7UER1
5310,1.14.14.65,Q43255
5311,1.14.14.137,Q6TBX7
5312,1.14.14.158,A0A1L7NT18
5313,1.14.14.81,A0A0E4B3I0
5314,1.14.14.82,A0A1D6GQ67
5315,1.14.14.86,B4FVP3
5316,1.14.14.17,W8JIS5
5317,1.14.14.32,P93149
5318,1.14.14.9,I3PLR0
5319,1.14.14.113,Q9SZ46
5320,1.14.14.45,O49394
5321,1.14.14.9,I3PLR1
5322,1.14.14.11,I3V6B7
5323,1.14.14.16,F8S1H3
5324,1.14.14.58,A0A2H4DGV8
5325,1.14.14.83,F8S1H8
5326,1.14.14.153,A0A0B4KZX8
5327,1.14.14.B11,Q8KTD8
5328,1.14.14.149,A0A3Q9R4N5
5329,1.14.14.174,A0A6M3TXH1
5330,1.14.14.1,S4UX02
5331,1.14.14.29,Q6WG30
5332,1.14.14.154,Q599W2
5333,1.14.15.4,P12691
5334,1.14.14.1,A0A024A3Z2
5335,1.14.15.3,P48422
5338,1.14.15.4,A0A0G2K9N5
5339,1.14.15.4,P15150
5340,1.14.15.4,A0A8D0IXL4
5341,1.14.15.13,P19099
5342,1.14.15.18,P51663
5343,1.14.15.7,Q8WND8
5344,1.14.14.82,P10109
5345,1.14.15.8,B4DDJ0
5346,1.14.15.6,P00189
5347,1.14.14.20,Q7XJ44
5348,1.14.15.16,Q4H1G6
5349,1.14.15.4,A0A0K9QHB2
5350,1.14.15.16,A8R0M3
5351,1.14.14.11,A0A023J7X1
5352,1.14.15.24,Q8RXB4
5353,1.14.15.16,Q9LKN0
5354,1.14.15.24,Q06069
5355,1.14.14.29,A0A4U1JR79
5356,1.14.15.13,A0A8F9SXP1
5357,1.14.14.91,Q64441
5358,1.14.14.16,Q07973
5359,1.14.15.13,Q09128
5361,1.14.15.24,O35084
5362,1.14.15.18,O15528
5363,1.14.15.18,O35132
5364,1.14.15.30,Q9XS57
5365,1.14.15.18,A0A097HUX0
5366,1.14.14.21,Q9SZZ8
5367,1.14.15.24,A1EC28
5368,1.14.14.32,F1CMX0
5369,1.14.15.16,B2ZFP6
5370,1.14.14.152,A0A024RBG4
5372,1.14.14.113,Q6AYW2
5373,1.14.15.18,A0A8I2CHW8
5374,1.14.14.154,Q3UEH8
5375,1.14.14.17,A0A452DIK4
5377,1.14.14.95,Q6PKI8
5379,1.14.14.23,A0A2R3IVY2
5380,1.14.14.91,A0A4D6XG51
5381,1.14.14.16,Q54XS1
5382,1.14.14.158,A0A367PAY3
5383,1.14.15.18,A0A2S6EVB3
5384,1.14.14.58,A0A7W6L4Z6
5385,1.14.14.21,A0A099KU48
5386,1.14.14.131,B5X0J4
5387,1.14.14.11,Q7KZ38
5388,1.14.14.127,P97904
5389,1.14.14.45,A0A3Q1MAN0
5390,1.14.14.137,B4LHH8
5391,1.14.14.1,Q3UTB3
5392,1.14.14.151,H0VLS4
5393,1.14.14.154,Q68CI2
5394,1.14.14.86,B7XAK2
5395,1.14.14.11,B7NZU5
5398,1.14.14.157,G1N7B6
5399,1.14.14.73,M3W6S8
5401,1.14.14.17,A0A8C5CH80
5402,1.14.14.174,Q5RHI3
5403,1.14.14.78,H2TF59
5405,1.14.15.18,A0A1I9S1U3
5406,1.14.14.17,F6QRF6
5408,1.14.14.17,G3PAT1
5409,1.14.14.21,G1KJG2
5410,1.14.14.30,A0A8I5TPB0
5411,1.14.14.51,A0A6J3RSI1
5412,1.14.14.43,Q9PU40
5414,1.14.15.4,M4GVG2
5415,1.14.14.50,Q8IWU9
5416,1.14.14.9,A0A1L1RWF7
5418,1.14.14.24,Q8CGV2
5419,1.14.14.82,P09810
5420,1.14.14.81,A2VCX5
5422,1.14.14.32,A0A5F9DVL1
5423,1.14.14.1,E1BGX6
5425,1.14.14.82,O96370
5426,1.14.14.175,G7N7N9
5427,1.14.14.80,A0A2I3SMD3
5428,1.14.14.74,A7VKD9
5429,1.14.14.91,A1Y9J6
5431,1.14.14.29,A0JPQ8
5432,1.14.14.1,Q8BS35
5433,1.14.14.21,Q6ZNB7
5437,1.14.14.16,P15101
5438,1.14.14.152,P09172
5439,1.14.14.87,Q05754
5440,1.14.14.158,M9PFT8
5441,1.14.14.137,Q64237
5443,1.14.14.1,A0A140GN70
5445,1.14.14.23,P14925
5446,1.14.14.80,P10731
5447,1.14.14.91,P12890
5448,1.14.14.56,P19021
5449,1.14.14.58,Q8BQ31
5450,1.14.14.81,G8EWC9
5451,1.14.14.16,Q4W7B5
5452,1.14.14.11,A0A2P8XPC8
5453,1.14.14.139,P05116
5454,1.14.15.7,Q04644
5455,1.14.14.115,O48882
5456,1.14.14.B9,P19464
5457,1.14.14.148,Q8S932
5458,1.14.14.126,P31237
5459,1.14.14.154,Q8W2D6
5460,1.14.14.73,P31528
5462,1.14.14.86,Q43404
5465,1.14.14.126,Q069K4
5466,1.14.14.126,Q0PNH5
5467,1.14.14.157,A0A059UAM0
5469,1.14.14.24,A0A6H1TH00
5470,1.14.14.154,Q84YI1
5471,1.14.14.67,A7J0M6
5472,1.14.14.137,Q2TL94
5473,1.14.14.86,P43309
5474,1.14.14.26,O42713
5475,1.14.14.32,Q41428
5476,1.14.14.30,Q64ID7
5477,1.14.14.126,L8B0B9
5479,1.14.14.58,Q83WS2
5480,1.14.14.1,A7BHQ9
5481,1.14.14.117,P06845
5482,1.14.14.1,A0A2Z5HVJ6
5483,1.14.14.B11,P07524
5484,1.14.14.B9,A0A075BX21
5485,1.14.14.91,Q68NI4
5487,1.14.14.115,A0A8M1PAD4
5488,1.14.14.85,C0LU17
5489,1.14.14.21,Q6UIL3
5490,1.14.14.77,Q9FRX6
5492,1.14.14.23,A0A254U1W7
5493,1.14.14.17,A0A0B0DU96
5494,1.14.14.B11,Q96TI3
5495,1.14.15.16,Q3YJ63
5496,1.14.15.13,Q45NF5
5498,1.14.14.23,A0A0K1ZP03
5500,1.14.14.94,P55024
5501,1.14.14.30,B2Z3P7
5502,1.14.14.31,U5U0P0
5504,1.14.14.11,Q9GYX9
5505,1.14.14.82,Q0MVP0
5506,1.14.14.83,B0LLV3
5507,1.14.14.83,O19074
5508,1.14.15.16,A6Y8N2
5509,1.14.14.127,Q61419
5513,1.14.14.9,O81094
5514,1.14.14.132,B4YQU1
5518,1.14.14.73,O35532
5519,1.14.14.145,Q8VWZ8
5520,1.14.14.82,Q5J955
5521,1.14.14.51,Q6YAU5
5522,1.14.14.137,Q9ZW22
5523,1.14.14.9,Q5J954
5524,1.14.15.16,Q6YAU6
5525,1.14.14.127,P13011
5526,1.14.14.16,Q9TT94
5527,1.14.15.13,Q86SK9
5528,1.14.14.B11,Q92038
5529,1.14.14.B13,O94747
5530,1.14.14.145,P07308
5532,1.14.15.16,A0A420NX90
5534,1.14.14.158,Q64420
5535,1.14.14.92,O02858
5536,1.14.14.73,Q76C19
5537,1.14.14.37,B9RM12
5538,1.14.14.9,Q42807
5539,1.14.15.8,A8IQB8
5540,1.14.14.32,A0A1P8BGU7
5541,1.14.14.114,P22243
5542,1.14.14.137,D0V0B8
5543,1.14.15.3,P28645
5544,1.14.14.11,Q96456
5545,1.14.14.20,A8D2K7
5546,1.14.14.82,A0A1S5R926
5558,1.14.14.90,F2WWK6
5566,1.14.15.16,Q6SES0
5567,1.14.14.74,Q4JDG7
5568,1.14.14.91,Q9SWQ9
5570,1.14.14.126,Q8NKG8
5571,1.14.15.13,A7Y7E1
5572,1.14.14.16,Q9FR82
5573,1.14.14.21,Q6US81
5575,1.14.14.95,Q4A181
5577,1.14.14.133,Q75PL7
5578,1.14.14.139,A0A088MFF4
5582,1.14.14.82,G5EGA5
5583,1.14.14.137,B0FYE4
5584,1.14.15.30,B7SB91
5586,1.14.14.21,U5LRI0
5587,1.14.15.16,U5LRH6
5590,1.14.14.71,Q8KHZ8
5591,1.14.14.139,A8CF75
5592,1.14.14.29,P95480
5593,1.14.14.57,B4WBL8
5594,1.14.14.21,P32063
5596,1.14.14.32,Q594P3
5597,1.14.14.32,A0A024B710
5598,1.14.14.92,Q8GZC2
5599,1.14.14.29,Q9FPP8
5611,1.14.14.51,A0A5P2U7I3
5614,1.14.14.1,O93875
5615,1.14.14.57,Q9EQS5
5616,1.14.15.16,O88822
5617,1.14.14.124,C4PFX1
5618,1.14.14.9,Q39208
5620,1.14.14.159,A0A2I4PEL8
5621,1.14.14.1,A0JMV7
5622,1.14.14.50,Q6DHJ3
5623,1.14.15.13,F7J186
5624,1.14.15.13,F7J188
5630,1.14.14.1,Q95UJ3
5632,1.14.14.108,A7UFH0
5633,1.14.14.9,Q43469
5634,1.14.14.141,Q9ZRP7
5640,1.14.14.82,O74212
5641,1.14.14.87,P0DOW2
5643,1.14.14.114,O81931
5644,1.14.14.84,O64698
5645,1.14.14.1,Q1T7C2
5646,1.14.14.11,O60427
5647,1.14.14.137,Q920R3
5648,1.14.15.8,Q4QIH7
5649,1.14.14.12,A4UVI1
5650,1.14.14.82,D5KSD5
5655,1.14.14.155,A0A1E7MYN1
5656,1.14.14.154,A0A140IL92
5657,1.14.14.9,A8CDR5
5658,1.14.14.82,Q9LW27
5659,1.14.14.90,A0A0H4J0K0
5660,1.14.14.B9,A0A0H4ILM3
5661,1.14.15.4,E9P162
5662,1.14.14.51,A4D0H5
5663,1.14.14.32,A1E280
5664,1.14.15.30,A8CF74
5665,1.14.14.20,U5NDT8
5666,1.14.14.82,Q50LH4
5667,1.14.14.147,B1NF19
5668,1.14.14.80,A0A240FWB4
5669,1.14.14.133,B5UAQ8
5670,1.14.14.154,A0A240FWB3
5671,1.14.14.32,P47195
5672,1.14.14.9,B1NF18
5674,1.14.14.58,A0A0T9WNE5
5675,1.14.14.44,L7T8H2
5676,1.14.14.81,L7T720
5677,1.14.14.5,Q33DY0
5678,1.14.14.45,Q33DX9
5679,1.14.14.29,C5X6I4
5680,1.14.14.154,E9KBR8
5681,1.14.14.84,Q9SSX5
5682,1.14.14.51,A5PLL7
5684,1.14.14.11,Q9AE87
5685,1.14.14.77,B5GLB0
5686,1.14.14.73,Q03047
5687,1.14.14.5,Q9P4T5
5688,1.14.14.32,Q93FD4
5689,1.14.14.154,Q96323
5690,1.14.14.78,O04274
5691,1.14.14.32,P41213
5692,1.14.14.17,G7JP17
5693,1.14.14.115,B2M0X8
5694,1.14.14.107,Q2V2G3
5695,1.14.14.82,A8C8M0
5696,1.14.14.16,Q7XZQ8
5697,1.14.15.13,A0A076U8J8
5698,1.14.14.108,A0A396GRS7
5699,1.14.14.33,Q9ZWQ9
5700,1.14.14.82,F4K7D5
5701,1.14.14.11,A0A3S6J5M1
5702,1.14.14.24,A0A3G2BZ47
5703,1.14.14.21,D0UZK7
5704,1.14.14.83,H6V8U4
5705,1.14.14.30,A9ZMJ0
5706,1.14.14.164,Q7XZQ6
5708,1.14.15.4,A0A7Z6Y9U6
5709,1.14.15.18,A0A244EXE7
5711,1.14.14.20,Q108L2
5712,1.14.14.21,A0A067YX61
5713,1.14.14.32,P05979
5715,1.14.14.82,P22437
5716,1.14.14.90,O62698
5717,1.14.14.163,P23219
5718,1.14.14.81,I6VVK9
5723,1.14.14.94,A0A1C9ZMC3
5724,1.14.14.25,A0A173GQ95
5725,1.14.14.126,Q9VUF8
5726,1.14.14.154,H9MFM9
5727,1.14.14.120,Q2EMR3
5728,1.14.15.4,Q3LFR2
5730,1.14.14.16,Q9BU89
5732,1.14.14.20,Q0VC53
5733,1.14.14.41,Q9V9U4
5734,1.14.14.22,Q5PPJ4
5735,1.14.14.147,Q17949
5737,1.14.14.11,Q94JW0
5744,1.14.14.17,O68938
5745,1.14.15.4,A0A380EMD9
5746,1.14.14.126,A0A454F5L1
5749,1.14.14.24,A0A2A2ZPG7
5750,1.14.14.11,A0A653F8V0
5751,1.14.14.114,A0A100XAN3
5752,1.14.14.83,A0A140GAV9
5753,1.14.15.16,A0A7M7PQ98
5756,1.14.14.141,G3XAP7
5757,1.14.14.114,A0A223GEC9
5759,1.14.15.16,O69002
5760,1.14.14.60,P0DPA7
5763,1.14.15.7,O60341
5764,1.14.14.137,Q6ZQ88
5765,1.14.14.154,Q8VXV7
5766,1.14.15.16,Q9XWP6
5903,1.14.14.45,A0A6I4Y880
5914,1.14.14.86,A0A132I3N0
5918,1.14.14.51,Q9RCE2
5924,1.14.14.149,A1YZ78
5937,1.14.14.114,T1RRM1
5939,1.14.14.1,T1RLC8
5959,1.14.14.1,A0A2X7G9U1
5961,1.14.14.36,A0A0S2Z3G4
5962,1.14.14.95,A0A6A5PZ28
5971,1.14.14.155,A0A8H6C3T1
5973,1.14.14.87,A0A480VD45
5976,1.14.15.30,A0A3K2YLW2
5977,1.14.14.9,A0A0B6V0J5
5982,1.14.14.29,I1E425
5983,1.14.14.16,Q3S9L6
5986,1.14.14.81,Q84V83
5987,1.14.14.45,Q3KN75
5989,1.14.15.16,X2CXW7
5992,1.14.15.13,D3XFG4
5993,1.14.14.18,O54050
5994,1.14.14.21,A0A8I1EUF4
5995,1.14.14.30,A0A0L0WFF6
5996,1.14.14.103,A0A6N3A3T3
5997,1.14.14.80,A0A7T2VZP4
5998,1.14.14.89,A0A5D3GET9
6000,1.14.14.84,B3FYT9
6002,1.14.15.9,A0A5F2KK25
6003,1.14.14.91,A0A809JD01
6004,1.14.14.11,A0A0P0I429
6005,1.14.14.81,Q0QLF1
6007,1.14.14.32,A0A379KXP8
6010,1.14.14.9,A0A0A6VDE5
6011,1.14.14.126,A0A2I7WAL2
6013,1.14.14.25,F6HB41
6014,1.14.14.9,A0A0Y6E0M5
6024,1.14.15.18,A0A5P3VK21
6026,1.14.14.9,A0A7T4FVP9
6027,1.14.14.83,A0A4U1JQD1
6029,1.14.14.16,A0A6A5Q8I8
6030,1.14.14.175,A0A377BIN0
6033,1.14.14.10,A0A1S3UBC0
6043,1.14.15.16,P77907
6044,1.14.15.3,B5A8W5
6047,1.14.14.41,A0A2H4TW08
6048,1.14.14.80,Q6PEE3
6049,1.14.14.55,A0A8H8ULT7
6050,1.14.14.50,Q60561
6051,1.14.14.83,P31350
6055,1.14.14.29,A0A655MWX7
6061,1.14.14.16,O33839
6070,1.14.14.56,Q59490
6071,1.14.14.11,A0A8H0DRK4
6072,1.14.14.160,Q2PDF6
6073,1.14.14.23,A0A8G4AS78
6077,1.14.14.11,A0A1S7IVH4
6080,1.14.14.45,Q9BQB6
6082,1.14.14.127,F1P573
6085,1.14.14.25,A0A4X1TFB8
6087,1.14.15.16,F6WIB0
6091,1.14.14.91,A0A826T6M4
6092,1.14.15.16,Q84GJ3
6093,1.14.14.32,A0A444R015
6094,1.14.14.154,A0A542W149
6095,1.14.14.37,A0A7C5L451
6097,1.14.14.91,R9WN53
6100,1.14.14.18,N0DKX5
6101,1.14.14.92,A0A2U9KRS6
6107,1.14.14.169,A0A4U1JP23
6109,1.14.14.16,Q7M1R4
6110,1.14.14.154,A0A655AN23
6131,1.14.14.1,A0A379L083
6134,1.14.14.9,P16640
6139,1.14.14.98,P16266
6140,1.14.14.41,P22548
6143,1.14.14.16,A0A486D700
6144,1.14.14.25,A0A8I1IPB4
6145,1.14.14.80,O68940
6147,1.14.14.49,Q3L167
6149,1.14.15.16,A0A4Q9VRL6
6154,1.14.15.4,A0A369HSE5
6158,1.14.14.1,Q9L6V3
6160,1.14.14.141,O69054
6174,1.14.14.45,A0SI88
6175,1.14.14.114,A0SI89
6177,1.14.14.154,A0SI91
6181,1.14.14.1,Q5Y818
6182,1.14.14.86,Q6PHW0
6184,1.14.14.80,Q9DCX8
6187,1.14.14.20,E1JIB2
6190,1.14.14.157,E9FR69
6191,1.14.14.11,P27744
6194,1.14.14.55,P12438
6195,1.14.14.16,P05189
6197,1.14.14.1,P18286
6200,1.14.14.36,Q48739
6202,1.14.14.45,P30986
6205,1.14.14.32,Q9FI21
6206,1.14.14.155,K7NTS5
6208,1.14.14.48,A6P6V9
6209,1.14.14.91,A0A7U4JQ73
6210,1.14.14.80,Q9R4G7
6211,1.14.14.82,P52217
6216,1.14.14.90,Q937X0
6217,1.14.14.11,Q03520
6224,1.14.14.17,P49897
6226,1.14.14.37,A9QW70
6228,1.14.14.5,O42412
6229,1.14.15.4,Q9I966
6232,1.14.14.87,Q9Z1Y9
6233,1.14.14.21,P49895
6237,1.14.14.83,Q6QN13
6239,1.14.14.1,O68252
6248,1.14.14.155,Q4R0I0
6249,1.14.14.78,E6Y2X0
6250,1.14.14.9,A3R052
6254,1.14.14.145,Q9SVP6
6255,1.14.14.92,Q4R0H9
6258,1.14.14.91,Q9SM43
6263,1.14.14.1,Q40593
6265,1.14.14.139,P60068
6274,1.14.14.115,O55239
6294,1.14.15.18,B8XPJ8
6295,1.14.14.82,A0A8I6AHB1
6297,1.14.14.149,A0A8D0QVR4
6307,1.14.14.45,A0A8D0K3K2
6316,1.14.14.91,Q562C4
6321,1.14.14.1,A0A6N6WQR3
6337,1.14.14.98,A0A0K9QAC7
6354,1.14.15.30,Q5T8V1
6360,1.14.14.16,A0A5F8AH41
6381,1.14.14.9,A8IJ34
6391,1.14.14.32,P04818
6403,1.14.15.24,Q2TA32
6412,1.14.14.73,A0A0T7K309
6433,1.14.14.32,Q5DGT4
6435,1.14.14.25,A0A742QPJ6
6450,1.14.14.1,A0A2W5IAQ6
6463,1.14.14.11,P48464
6488,1.14.14.85,A0A2S9M5B8
6491,1.14.14.21,A0A3S5H9A5
6499,1.14.14.81,A0A0D4BS77
6510,1.14.14.45,Q9SB10
6519,1.14.14.82,B4YSH2
6546,1.14.14.44,A0A376KSL0
6551,1.14.14.17,A0A0G2K2B6
6552,1.14.14.139,Q6I929
6554,1.14.14.115,P28002
6558,1.14.14.45,C6FFB6
6615,1.14.14.32,A0A150DJG2
6628,1.14.14.16,Q43209
6632,1.14.14.11,Q25AK0
6638,1.14.14.126,A0A3Q7FR83
6669,1.14.14.5,Q8GZS9
6671,1.14.14.163,P40936
6675,1.14.14.32,A0A024R4F6
6682,1.14.14.11,A0A3S7X9G8
6704,1.14.14.81,P28034
6706,1.14.14.32,A0A1P8NPM8
6711,1.14.14.154,B6F0U4
6752,1.14.14.23,Q7XB10
6753,1.14.14.108,Q9LEL5
6768,1.14.14.91,A0A5A4PXL6
6772,1.14.14.149,Q9LEL6
6782,1.14.14.141,D3H5H5
6790,1.14.14.17,Q948P7
6801,1.14.15.16,A0A2P6QQ71
6810,1.14.14.137,A0A496J8V7
6824,1.14.14.5,A0A396K1E2
6849,1.14.14.33,Q8KZ94
6873,1.14.14.9,Q8WVE0
6889,1.14.14.9,Q8GSN1
6892,1.14.14.17,A0A090BN67
6901,1.14.14.1,Q6XMI3
6903,1.14.14.44,D9J101
6912,1.14.14.73,F4JUY5
6915,1.14.14.131,Q9FLN8
6922,1.14.14.165,A0A3Q9KTF8
6930,1.14.14.21,Q06528
6934,1.14.14.1,C3SBW0
6935,1.14.14.82,B4XY98
6937,1.14.15.8,B0CN31
6945,1.14.14.41,Q9X5T6
6946,1.14.14.114,O60678
6957,1.14.14.24,B2DCQ0
6974,1.14.14.92,A0A7G2DW28
6982,1.14.14.17,A0A5P8H727
6984,1.14.14.12,A0A1C9U5X5
6988,1.14.14.32,P0DPA9
7016,1.14.14.57,Q5HYG8
7017,1.14.14.37,A0A3G6JYY5
7024,1.14.14.154,P34899
7033,1.14.14.126,A0A4C7BLX3
7051,1.14.14.82,A0A0K9RX22
7059,1.14.14.137,B4Y380
7060,1.14.14.1,A0A1Q5ZK12
7076,1.14.14.24,O95954
7087,1.14.14.32,E2QFE4
7107,1.14.14.1,A0A1S3U9C0
7109,1.14.14.95,A0A5F1DNE3
7138,1.14.14.151,P00480
7156,1.14.14.99,Q9K4Y9
7164,1.14.14.149,Q7M114
7172,1.14.14.137,A0A827DWP1
7175,1.14.14.87,P50440
7178,1.14.14.149,P50441
7187,1.14.14.19,Q9RBU1
7189,1.14.14.20,A0A387JUB2
7190,1.14.14.147,A0A0I9QGZ2
7208,1.14.15.16,A0A5B9AUC4
7225,1.14.14.1,A0A0T9JMJ0
7229,1.14.14.107,A0A178VL64
7253,1.14.14.20,A0A0B5CNT8
7271,1.14.14.21,A0A376HRN1
7277,1.14.14.91,D7SUP6
7318,1.14.14.80,V6TAC4
7325,1.14.14.154,P18440
7326,1.14.14.78,P50297
7327,1.14.14.9,P50294
7330,1.14.14.11,A0A654T5F0
7331,1.14.15.18,A0A0H5NP60
7332,1.14.14.147,P13913
7333,1.14.14.154,A0A5E5R1G5
7334,1.14.14.91,A0A2X3F2F1
7335,1.14.14.1,P50293
7336,1.14.14.25,O86309
7338,1.14.14.23,A0A2Z5YMN4
7340,1.14.14.88,A0A0U0ZJN4
7341,1.14.14.115,A0A7N9D6V7
7344,1.14.14.32,Q7YRG5
7350,1.14.15.16,Q704S8
7352,1.14.15.30,P43155
7384,1.14.14.21,P21775
7388,1.14.14.1,Q04677
7411,1.14.14.48,Q969I3
7412,1.14.14.24,Q2KIR7
7416,1.14.14.14,A0A0B0VVP0
7418,1.14.14.114,P97564
7443,1.14.14.79,A0A480SKS9
7448,1.14.15.16,P33290
7450,1.14.14.137,A0A1K0J346
7456,1.14.14.126,A0A1J1EFM6
7461,1.14.14.5,A0A376VHE8
7464,1.14.14.103,O75907
7467,1.14.14.81,K9LMJ4
7479,1.14.14.92,Q0QJI1
7480,1.14.14.58,K7LC65
7493,1.14.14.11,Q9ERM3
7508,1.14.14.128,D5MB85
7510,1.14.14.32,Q2KJB7
7522,1.14.14.17,A0A8D2N5V2
7527,1.14.15.4,Q86VF5
7529,1.14.14.114,Q91YX5
7532,1.14.14.1,Q6ZWT7
7543,1.14.15.4,Q9NTG7
7544,1.14.14.77,Q1A3B0
7547,1.14.14.33,D3ZU86
7553,1.14.14.17,P35610
7554,1.14.14.20,Q7TQM4
7574,1.14.14.24,P49417
7616,1.14.14.33,Q9UHF3
7618,1.14.14.58,I3J7Q8
7625,1.14.15.3,A0A832T0S4
7633,1.14.14.91,A0A078H868
7650,1.14.14.103,A0A3R7MSB2
7653,1.14.14.82,W0SLW8
7686,1.14.14.89,Q8N6T7
7689,1.14.14.108,H0VKZ2
7695,1.14.14.24,P04180
7702,1.14.14.86,Q9NXA8
7703,1.14.14.83,Q8K2C6
7705,1.14.14.9,Q93015
7707,1.14.14.11,Q96PB1
7708,1.14.15.3,Q46674
7709,1.14.14.17,Q9L9Q2
7718,1.14.14.32,A0A6A5PZQ3
7743,1.14.14.17,A0A0K9RB84
7745,1.14.14.1,Q42670
7764,1.14.14.81,A0A3N3RR86
7774,1.14.14.91,A0A2S5FIY3
7780,1.14.14.9,Q96F10
7790,1.14.14.60,A0A7W8EUJ3
7792,1.14.14.150,D3VY99
7794,1.14.14.B11,A0A059WV44
7826,1.14.14.91,Q6IB77
7832,1.14.14.1,I1JER5
7833,1.14.14.92,Q9ZS41
7835,1.14.14.11,Q9AU09
7854,1.14.14.87,Q9FUB7
7862,1.14.14.137,A0A1E1GJC5
7864,1.14.14.162,Q9XGY6
7865,1.14.14.86,Q68CP4
7867,1.14.14.164,C3TLI0
7871,1.14.14.16,A0A0K2X0F2
7872,1.14.15.16,Q5Y521
7875,1.14.14.130,A0A380NEU0
7876,1.14.14.82,Q66PF1
7879,1.14.14.81,A0A0C5EWG3
7882,1.14.14.17,A0A1C3HJB4
7893,1.14.15.16,S5REZ5
7897,1.14.14.44,D0QJ94
7904,1.14.15.8,Q9VMG0
7913,1.14.14.82,Q68SL7
7921,1.14.14.141,Q6TXD6
7923,1.14.14.25,Q8RUW5
7932,1.14.15.16,A0A346FEE6
7933,1.14.14.154,A0A346FEE5
7935,1.14.14.154,A0A1Z1MYQ9
7955,1.14.14.137,A0A179R335
7959,1.14.14.87,Q8H9D9
7961,1.14.14.90,Q0GA14
7965,1.14.14.175,A0A0U4XPE3
7968,1.14.14.80,A0A6D0IP38
7990,1.14.14.50,E8ZAP2
7992,1.14.14.23,R9RYW2
7996,1.14.15.9,A4ZKE4
7997,1.14.14.133,Q9JI61
8001,1.14.14.138,Q9DC50
8006,1.14.14.24,O23918
8016,1.14.14.25,A0A2I7W5A6
8036,1.14.14.86,Q9Y7D0
8037,1.14.14.82,Q9M6F0
8038,1.14.14.145,Q3HUS0
8039,1.14.14.19,Q9FPW3
8050,1.14.14.154,P11181
8051,1.14.14.126,Q8QHL7
8054,1.14.14.67,P83789
8126,1.14.14.3,E1BI46
8173,1.14.14.1,A0A3Q7I0S2
8191,1.14.14.1,Q94FV7
8197,1.14.14.137,C0SVZ6
8201,1.14.14.11,A0A5T5CVH8
8206,1.14.14.126,A0A6A5Q3X8
8212,1.14.14.73,Q54240
8233,1.14.15.18,Q9GZZ1
8234,1.14.15.18,Q9NHD5
8245,1.14.14.17,Q8VDQ8
8247,1.14.15.18,A0A7J3M3M9
8250,1.14.14.81,Q9I7I7
8253,1.14.14.55,Q8N5B7
8254,1.14.14.86,Q96G23
8255,1.14.14.137,Q924Z4
