enzyme,ecnumber,uniprot_id,source
5137,1.14.14.81,P37120,brenda
5138,1.14.14.81,Q5EWY2,brenda
5139,1.14.14.25,Q9FS35,brenda
5140,1.14.14.81,Q9FPN4,brenda
5141,1.14.14.81,Q304Q4,brenda
5142,1.14.14.1,Q2UYU7,brenda
5143,1.14.14.80,U3LXJ8,brenda
5144,1.14.14.22,A0A1S5T865,brenda
5145,1.14.14.14,A3KLR7,brenda
5146,1.14.14.32,E0D4W1,brenda
5147,1.14.14.137,Q9SD85,brenda
5148,1.14.14.91,C1J0N9,brenda
5149,1.14.14.94,F6KZD5,brenda
5150,1.14.14.82,Q8W3Y5,brenda
5151,1.14.14.82,T1NXM5,brenda
5152,1.14.14.11,A0A0P0YJU0,brenda
5153,1.14.14.114,Q3C211,brenda
5154,1.14.14.91,Q9FPN2,brenda
5155,1.14.14.1,Q767R1,brenda
5156,1.14.14.80,Q6QHJ9,brenda
5157,1.14.14.82,Q59I68,brenda
5158,1.14.14.82,Q8S9C6,brenda
5159,1.14.14.82,C5XWH8,brenda
5160,1.14.14.115,A1XBC6,brenda
5161,1.14.14.11,Q9FPN5,brenda
5162,1.14.14.82,Q304R0,brenda
5163,1.14.14.90,Q0QLB3,brenda
5164,1.14.14.86,C5IGQ5,brenda
5165,1.14.14.11,A0A0S2LLA9,brenda
5166,1.14.14.82,E0D4W2,brenda
5167,1.14.14.83,Q8VWZ7,brenda
5168,1.14.14.83,A0A7D3QT71,brenda
5169,1.14.14.86,A0A0A7DLM4,brenda
5170,1.14.14.83,D1MI46,brenda
5171,1.14.14.44,Q59723,brenda
5172,1.14.14.85,U5NE19,brenda
5173,1.14.14.127,F2ZAE0,brenda
5174,1.14.14.81,Q93ZB2,brenda
5175,1.14.14.84,A0A0G2RKY1,brenda
5176,1.14.14.80,A0A0N7H9X2,brenda
5177,1.14.14.86,Q6XAF4,brenda
5178,1.14.14.154,Q9SXS3,brenda
5179,1.14.14.B11,Q7XAU5,brenda
5180,1.14.14.23,Q9SWR5,brenda
5181,1.14.14.21,Q84QI4,brenda
5182,1.14.14.1,A5LGW8,brenda
5183,1.14.14.11,A0A072UPL5,brenda
5184,1.14.14.88,Q6WNQ9,brenda
5185,1.14.14.88,Q2ENF7,brenda
5186,1.14.14.11,A0A0U1WKA6,brenda
5187,1.14.14.90,Q6WNR0,brenda
5188,1.14.14.90,Q2LAL0,brenda
5189,1.14.14.137,P93147,brenda
5190,1.14.14.65,Q9SB21,brenda
5191,1.14.14.91,A0A1Z2R7G9,brenda
5192,1.14.14.91,A0A1Z2R7G8,brenda
5193,1.14.14.11,Q04468,brenda
5194,1.14.14.21,Q43067,brenda
5195,1.14.14.5,C5IWL6,brenda
5196,1.14.14.91,P37114,brenda
5197,1.14.14.91,Q17UC0,brenda
5198,1.14.14.102,P48522,brenda
5199,1.14.14.168,Q0Q5Z4,brenda
5200,1.14.14.91,A0A1B1IHZ1,brenda
5201,1.14.14.92,Q9AR74,brenda
5202,1.14.14.86,Q43033,brenda
5203,1.14.14.91,A0A2Z4I2V7,brenda
5204,1.14.14.B9,F4YRL2,brenda
5205,1.14.14.29,E3T9X1,brenda
5206,1.14.14.154,P17549,brenda
5207,1.14.14.92,A8I4F4,brenda
5208,1.14.14.86,Q42798,brenda
5209,1.14.14.94,Q9EP75,brenda
5210,1.14.14.94,Q08477,brenda
5211,1.14.14.29,P51869,brenda
5212,1.14.14.91,A0A3Q8QEF5,brenda
5213,1.14.14.95,D5J9U8,brenda
5214,1.14.14.16,D5JBX1,brenda
5215,1.14.14.11,D5JBW9,brenda
5216,1.14.14.95,D5JBX0,brenda
5217,1.14.14.16,F2Z9C1,brenda
5218,1.14.14.16,A0A1W6S9Y7,brenda
5219,1.14.14.139,L7X0L7,brenda
5220,1.14.14.81,Q6IV13,brenda
5221,1.14.14.80,O64900,brenda
5222,1.14.14.82,Q9SP06,brenda
5223,1.14.14.102,B2BF50,brenda
5224,1.14.14.16,A0A1U7Z269,brenda
5225,1.14.14.90,P98183,brenda
5226,1.14.14.149,A0A218NGS0,brenda
5228,1.14.14.21,Q8W4T9,brenda
5229,1.14.14.B9,O23051,brenda
5230,1.14.15.16,Q9AXH9,brenda
5231,1.14.14.11,C7T4H3,brenda
5232,1.14.14.126,C7T4H4,brenda
5233,1.14.14.55,C7T4H2,brenda
5234,1.14.14.25,U5YM12,brenda
5235,1.14.14.126,A0A2J7YHY0,brenda
5236,1.14.14.139,Q43250,brenda
5238,1.14.14.32,C5I9X1,brenda
5239,1.14.14.17,K7ZR99,brenda
5240,1.14.14.114,K7ZPJ9,brenda
5241,1.14.14.19,H1A988,brenda
5242,1.14.14.24,P0CT93,brenda
5243,1.14.14.145,H2DH16,brenda
5244,1.14.14.120,K4K542,brenda
5245,1.14.14.84,I7CT85,brenda
5246,1.14.14.11,L7TF20,brenda
5247,1.14.14.137,Q9Y7C8,brenda
5248,1.14.14.126,A0A1P8W705,brenda
5249,1.14.14.126,A0A3Q7HBJ5,brenda
5250,1.14.14.149,A0A1L7NXK5,brenda
5251,1.14.14.17,A0A1V1FHP8,brenda
5252,1.14.14.154,A0A161ABB0,brenda
5253,1.14.14.9,Q2MJ20,brenda
5254,1.14.14.126,F6H9N6,brenda
5255,1.14.14.78,I7C6E8,brenda
5256,1.14.14.127,D6WFY6,brenda
5257,1.14.14.127,A0A2C9DK12,brenda
5258,1.14.14.91,D6CJJ9,brenda
5259,1.14.14.127,A0A286LD89,brenda
5260,1.14.14.1,Q6R7M4,brenda
5261,1.14.15.16,C0SPF7,brenda
5262,1.14.14.18,Q9LNJ4,brenda
5263,1.14.14.131,A0A0N9HTU1,brenda
5264,1.14.14.114,A0A0N7F297,brenda
5265,1.14.14.133,Q8VQF6,brenda
5266,1.14.14.17,Q9XHC6,brenda
5267,1.14.14.137,Q9FH76,brenda
5268,1.14.14.137,R4X4I5,brenda
5269,1.14.14.137,W9SPF5,brenda
5270,1.14.14.137,U6NHS3,brenda
5271,1.14.14.B13,F1T0M7,brenda
5272,1.14.14.137,K4CI52,brenda
5273,1.14.14.137,E3TB05,brenda
5274,1.14.14.126,Q64148,brenda
5275,1.14.14.154,O88962,brenda
5276,1.14.14.91,Q9UNU6,brenda
5277,1.14.14.24,Q7YRB2,brenda
5278,1.14.14.137,O02766,brenda
5279,1.14.14.137,Q6QNI4,brenda
5280,1.14.14.141,C0SJS4,brenda
5281,1.14.14.126,C0SJS2,brenda
5282,1.14.14.11,Q50EK6,brenda
5283,1.14.14.16,Q94IA6,brenda
5284,1.14.14.86,C0SJS3,brenda
5285,1.14.14.9,Q94FM7,brenda
5286,1.14.14.1,A0A3Q8QEF7,brenda
5287,1.14.14.11,F8S1I0,brenda
5288,1.14.14.1,A0A059WMF6,brenda
5289,1.14.14.32,X2JE85,brenda
5290,1.14.14.126,A6YIH8,brenda
5291,1.14.14.19,B5BSX1,brenda
5292,1.14.14.126,Q43257,brenda
5293,1.14.14.154,A2TEF2,brenda
5294,1.14.14.80,A0A655A8T0,brenda
5295,1.14.14.B9,Q16850,brenda
5296,1.14.14.154,Q64654,brenda
5297,1.14.14.154,A0A6C0G9L7,brenda
5298,1.14.14.5,P14263,brenda
5299,1.14.15.16,M1KK91,brenda
5300,1.14.14.11,Q12664,brenda
5301,1.14.14.137,Q8K0C4,brenda
5302,1.14.14.115,Q4PJW3,brenda
5305,1.14.14.107,A0A6B9B577,brenda
5306,1.14.14.154,A8DBU6,brenda
5307,1.14.14.154,Q673E9,brenda
5308,1.14.14.139,P93846,brenda
5309,1.14.14.65,D7UER1,brenda
5310,1.14.14.159,Q43255,brenda
5311,1.14.14.33,Q6TBX7,brenda
5312,1.14.14.16,A0A1L7NT18,brenda
5313,1.14.14.81,A0A0E4B3I0,brenda
5314,1.14.14.B9,A0A1D6GQ67,brenda
5315,1.14.14.160,B4FVP3,brenda
5316,1.14.14.B11,W8JIS5,brenda
5317,1.14.14.126,P93149,brenda
5318,1.14.14.9,I3PLR0,brenda
5319,1.14.14.154,Q9SZ46,brenda
5320,1.14.14.29,O49394,brenda
5321,1.14.14.86,I3PLR1,brenda
5322,1.14.14.11,I3V6B7,brenda
5323,1.14.14.137,F8S1H3,brenda
5324,1.14.14.161,A0A2H4DGV8,brenda
5325,1.14.14.23,F8S1H8,brenda
5326,1.14.14.153,A0A0B4KZX8,brenda
5327,1.14.14.173,Q8KTD8,brenda
5328,1.14.14.174,A0A3Q9R4N5,brenda
5329,1.14.14.174,A0A6M3TXH1,brenda
5330,1.14.14.23,S4UX02,brenda
5331,1.14.14.18,Q6WG30,brenda
5332,1.14.15.30,Q599W2,brenda
5333,1.14.15.16,P12691,brenda
5334,1.14.14.1,A0A024A3Z2,brenda
5335,1.14.15.3,P48422,brenda
5338,1.14.15.16,A0A0G2K9N5,brenda
5339,1.14.15.16,P15150,brenda
5340,1.14.15.4,A0A8D0IXL4,brenda
5341,1.14.15.16,P19099,brenda
5342,1.14.14.137,P51663,brenda
5343,1.14.14.128,Q8WND8,brenda
5344,1.14.15.16,P10109,brenda
5345,1.14.15.4,B4DDJ0,brenda
5346,1.14.14.1,P00189,brenda
5347,1.14.15.8,Q7XJ44,brenda
5348,1.14.15.16,Q4H1G6,brenda
5349,1.14.15.4,A0A0K9QHB2,brenda
5350,1.14.15.9,A8R0M3,brenda
5351,1.14.15.7,A0A023J7X1,brenda
5352,1.14.15.7,Q8RXB4,brenda
5353,1.14.15.7,Q9LKN0,brenda
5354,1.14.15.16,Q06069,brenda
5355,1.14.15.7,A0A4U1JR79,brenda
5356,1.14.15.24,A0A8F9SXP1,brenda
5357,1.14.15.18,Q64441,brenda
5358,1.14.15.16,Q07973,brenda
5359,1.14.14.87,Q09128,brenda
5361,1.14.15.8,O35084,brenda
5362,1.14.15.4,O15528,brenda
5363,1.14.15.18,O35132,brenda
5364,1.14.15.16,Q9XS57,brenda
5365,1.14.15.18,A0A097HUX0,brenda
5366,1.14.15.18,Q9SZZ8,brenda
5367,1.14.15.18,A1EC28,brenda
5368,1.14.14.23,F1CMX0,brenda
5369,1.14.14.80,B2ZFP6,brenda
5370,1.14.14.126,A0A024RBG4,brenda
5372,1.14.15.18,Q6AYW2,brenda
5373,1.14.14.137,A0A8I2CHW8,brenda
5374,1.14.14.154,Q3UEH8,brenda
5377,1.14.14.95,Q6PKI8,brenda
5379,1.14.14.23,A0A2R3IVY2,brenda
5380,1.14.14.9,A0A4D6XG51,brenda
5381,1.14.14.33,Q54XS1,brenda
5382,1.14.14.86,A0A367PAY3,brenda
5383,1.14.15.18,A0A2S6EVB3,brenda
5384,1.14.14.1,A0A7W6L4Z6,brenda
5385,1.14.14.98,A0A099KU48,brenda
5386,1.14.14.106,B5X0J4,brenda
5387,1.14.14.1,Q7KZ38,brenda
5388,1.14.14.11,P97904,brenda
5389,1.14.14.29,A0A3Q1MAN0,brenda
5390,1.14.14.137,B4LHH8,brenda
5391,1.14.14.1,Q3UTB3,brenda
5392,1.14.14.114,H0VLS4,brenda
5393,1.14.14.80,Q68CI2,brenda
5395,1.14.14.1,B7NZU5,brenda
5398,1.14.14.157,G1N7B6,brenda
5399,1.14.14.73,M3W6S8,brenda
5402,1.14.14.141,Q5RHI3,brenda
5405,1.14.14.139,A0A1I9S1U3,brenda
5408,1.14.14.45,G3PAT1,brenda
5409,1.14.14.21,G1KJG2,brenda
5410,1.14.14.87,A0A8I5TPB0,brenda
5411,1.14.14.29,A0A6J3RSI1,brenda
5412,1.14.14.43,Q9PU40,brenda
5415,1.14.14.19,Q8IWU9,brenda
5416,1.14.14.9,A0A1L1RWF7,brenda
5418,1.14.14.11,Q8CGV2,brenda
5419,1.14.14.11,P09810,brenda
5420,1.14.14.17,A2VCX5,brenda
5422,1.14.14.29,A0A5F9DVL1,brenda
5423,1.14.14.1,E1BGX6,brenda
5425,1.14.14.94,O96370,brenda
5426,1.14.14.175,G7N7N9,brenda
5427,1.14.14.80,A0A2I3SMD3,brenda
5428,1.14.14.74,A7VKD9,brenda
5429,1.14.14.94,A1Y9J6,brenda
5431,1.14.14.29,A0JPQ8,brenda
5432,1.14.14.1,Q8BS35,brenda
5433,1.14.14.21,Q6ZNB7,brenda
5437,1.14.14.80,P15101,brenda
5438,1.14.14.152,P09172,brenda
5439,1.14.14.21,Q05754,brenda
5440,1.14.14.11,M9PFT8,brenda
5441,1.14.14.137,Q64237,brenda
5443,1.14.14.85,A0A140GN70,brenda
5445,1.14.15.16,P14925,brenda
5446,1.14.14.154,P10731,brenda
5447,1.14.14.154,P12890,brenda
5448,1.14.14.31,P19021,brenda
5449,1.14.14.120,Q8BQ31,brenda
5450,1.14.14.1,G8EWC9,brenda
5451,1.14.14.139,Q4W7B5,brenda
5452,1.14.14.11,A0A2P8XPC8,brenda
5453,1.14.14.139,P05116,brenda
5454,1.14.15.7,Q04644,brenda
5455,1.14.14.9,O48882,brenda
5456,1.14.14.B9,P19464,brenda
5457,1.14.14.148,Q8S932,brenda
5458,1.14.14.139,P31237,brenda
5459,1.14.14.154,Q8W2D6,brenda
5460,1.14.14.73,P31528,brenda
5462,1.14.14.86,Q43404,brenda
5466,1.14.14.51,Q0PNH5,brenda
5467,1.14.14.126,A0A059UAM0,brenda
5469,1.14.14.24,A0A6H1TH00,brenda
5470,1.14.14.74,Q84YI1,brenda
5471,1.14.15.3,A7J0M6,brenda
5472,1.14.14.155,Q2TL94,brenda
5473,1.14.14.86,P43309,brenda
5474,1.14.14.86,O42713,brenda
5475,1.14.14.164,Q41428,brenda
5476,1.14.14.B13,Q64ID7,brenda
5477,1.14.14.91,L8B0B9,brenda
5479,1.14.15.16,Q83WS2,brenda
5480,1.14.14.B9,A7BHQ9,brenda
5481,1.14.14.117,P06845,brenda
5483,1.14.14.B11,P07524,brenda
5484,1.14.14.B9,A0A075BX21,brenda
5485,1.14.14.9,Q68NI4,brenda
5487,1.14.14.115,A0A8M1PAD4,brenda
5488,1.14.14.85,C0LU17,brenda
5489,1.14.14.21,Q6UIL3,brenda
5490,1.14.14.21,Q9FRX6,brenda
5492,1.14.14.23,A0A254U1W7,brenda
5493,1.14.14.23,A0A0B0DU96,brenda
5494,1.14.14.B11,Q96TI3,brenda
5495,1.14.15.16,Q3YJ63,brenda
5498,1.14.14.82,A0A0K1ZP03,brenda
5500,1.14.14.11,P55024,brenda
5501,1.14.14.126,B2Z3P7,brenda
5502,1.14.14.158,U5U0P0,brenda
5506,1.14.14.83,B0LLV3,brenda
5507,1.14.14.B9,O19074,brenda
5513,1.14.14.16,O81094,brenda
5514,1.14.14.132,B4YQU1,brenda
5518,1.14.14.73,O35532,brenda
5519,1.14.14.126,Q8VWZ8,brenda
5520,1.14.14.137,Q5J955,brenda
5521,1.14.14.36,Q6YAU5,brenda
5522,1.14.14.160,Q9ZW22,brenda
5523,1.14.15.4,Q5J954,brenda
5524,1.14.15.13,Q6YAU6,brenda
5525,1.14.14.11,P13011,brenda
5526,1.14.14.32,Q9TT94,brenda
5527,1.14.15.13,Q86SK9,brenda
5528,1.14.14.B11,Q92038,brenda
5529,1.14.14.B13,O94747,brenda
5530,1.14.14.41,P07308,brenda
5532,1.14.14.103,A0A420NX90,brenda
5534,1.14.14.158,Q64420,brenda
5535,1.14.15.8,O02858,brenda
5536,1.14.14.147,Q76C19,brenda
5537,1.14.15.16,B9RM12,brenda
5538,1.14.14.9,Q42807,brenda
5540,1.14.14.32,A0A1P8BGU7,brenda
5541,1.14.14.154,P22243,brenda
5542,1.14.14.137,D0V0B8,brenda
5543,1.14.14.102,P28645,brenda
5544,1.14.14.11,Q96456,brenda
5545,1.14.14.21,A8D2K7,brenda
5546,1.14.14.82,A0A1S5R926,brenda
5558,1.14.14.90,F2WWK6,brenda
5566,1.14.14.B11,Q6SES0,brenda
5567,1.14.15.18,Q4JDG7,brenda
5568,1.14.14.91,Q9SWQ9,brenda
5570,1.14.14.126,Q8NKG8,brenda
5571,1.14.14.95,A7Y7E1,brenda
5572,1.14.14.154,Q9FR82,brenda
5573,1.14.14.21,Q6US81,brenda
5575,1.14.14.95,Q4A181,brenda
5577,1.14.14.133,Q75PL7,brenda
5578,1.14.14.139,A0A088MFF4,brenda
5582,1.14.15.4,G5EGA5,brenda
5583,1.14.14.137,B0FYE4,brenda
5584,1.14.15.30,B7SB91,brenda
5586,1.14.14.1,U5LRI0,brenda
5587,1.14.14.82,U5LRH6,brenda
5590,1.14.14.107,Q8KHZ8,brenda
5591,1.14.14.139,A8CF75,brenda
5592,1.14.14.141,P95480,brenda
5593,1.14.14.57,B4WBL8,brenda
5594,1.14.14.21,P32063,brenda
5596,1.14.14.32,Q594P3,brenda
5597,1.14.14.32,A0A024B710,brenda
5598,1.14.14.126,Q8GZC2,brenda
5599,1.14.15.7,Q9FPP8,brenda
5611,1.14.14.16,A0A5P2U7I3,brenda
5614,1.14.14.79,O93875,brenda
5615,1.14.14.57,Q9EQS5,brenda
5616,1.14.15.16,O88822,brenda
5617,1.14.14.90,C4PFX1,brenda
5618,1.14.14.1,Q39208,brenda
5620,1.14.14.159,A0A2I4PEL8,brenda
5621,1.14.14.1,A0JMV7,brenda
5622,1.14.14.137,Q6DHJ3,brenda
5623,1.14.15.13,F7J186,brenda
5624,1.14.14.81,F7J188,brenda
5630,1.14.14.1,Q95UJ3,brenda
5632,1.14.14.1,A7UFH0,brenda
5633,1.14.14.9,Q43469,brenda
5634,1.14.14.1,Q9ZRP7,brenda
5640,1.14.14.154,O74212,brenda
5641,1.14.14.87,P0DOW2,brenda
5643,1.14.14.114,O81931,brenda
5644,1.14.14.24,O64698,brenda
5645,1.14.14.1,Q1T7C2,brenda
5646,1.14.14.18,O60427,brenda
5647,1.14.14.B11,Q920R3,brenda
5648,1.14.15.16,Q4QIH7,brenda
5649,1.14.14.103,A4UVI1,brenda
5650,1.14.14.11,D5KSD5,brenda
5655,1.14.14.106,A0A1E7MYN1,brenda
5656,1.14.14.154,A0A140IL92,brenda
5657,1.14.14.91,A8CDR5,brenda
5658,1.14.14.82,Q9LW27,brenda
5659,1.14.14.90,A0A0H4J0K0,brenda
5660,1.14.14.82,A0A0H4ILM3,brenda
5661,1.14.15.24,E9P162,brenda
5662,1.14.14.175,A4D0H5,brenda
5663,1.14.14.89,A1E280,brenda
5664,1.14.15.30,A8CF74,brenda
5665,1.14.14.20,U5NDT8,brenda
5666,1.14.14.B9,Q50LH4,brenda
5667,1.14.14.9,B1NF19,brenda
5668,1.14.14.80,A0A240FWB4,brenda
5669,1.14.14.133,B5UAQ8,brenda
5671,1.14.14.19,P47195,brenda
5672,1.14.14.67,B1NF18,brenda
5674,1.14.14.58,A0A0T9WNE5,brenda
5675,1.14.14.44,L7T8H2,brenda
5677,1.14.14.5,Q33DY0,brenda
5678,1.14.14.86,Q33DX9,brenda
5679,1.14.14.29,C5X6I4,brenda
5680,1.14.14.154,E9KBR8,brenda
5681,1.14.14.73,Q9SSX5,brenda
5682,1.14.14.51,A5PLL7,brenda
5684,1.14.14.84,Q9AE87,brenda
5685,1.14.14.60,B5GLB0,brenda
5686,1.14.14.82,Q03047,brenda
5687,1.14.14.5,Q9P4T5,brenda
5688,1.14.15.7,Q93FD4,brenda
5689,1.14.15.4,Q96323,brenda
5690,1.14.14.78,O04274,brenda
5691,1.14.14.32,P41213,brenda
5692,1.14.14.82,G7JP17,brenda
5693,1.14.14.115,B2M0X8,brenda
5694,1.14.14.107,Q2V2G3,brenda
5695,1.14.14.17,A8C8M0,brenda
5696,1.14.14.126,Q7XZQ8,brenda
5697,1.14.15.13,A0A076U8J8,brenda
5698,1.14.14.18,A0A396GRS7,brenda
5699,1.14.14.11,Q9ZWQ9,brenda
5700,1.14.14.108,F4K7D5,brenda
5701,1.14.15.18,A0A3S6J5M1,brenda
5702,1.14.14.22,A0A3G2BZ47,brenda
5703,1.14.14.21,D0UZK7,brenda
5704,1.14.14.83,H6V8U4,brenda
5705,1.14.14.30,A9ZMJ0,brenda
5706,1.14.14.164,Q7XZQ6,brenda
5708,1.14.14.126,A0A7Z6Y9U6,brenda
5709,1.14.15.16,A0A244EXE7,brenda
5711,1.14.14.20,Q108L2,brenda
5712,1.14.14.21,A0A067YX61,brenda
5713,1.14.14.115,P05979,brenda
5715,1.14.14.82,P22437,brenda
5716,1.14.14.90,O62698,brenda
5717,1.14.15.7,P23219,brenda
5718,1.14.14.81,I6VVK9,brenda
5723,1.14.14.94,A0A1C9ZMC3,brenda
5724,1.14.14.25,A0A173GQ95,brenda
5725,1.14.14.21,Q9VUF8,brenda
5726,1.14.14.154,H9MFM9,brenda
5727,1.14.14.120,Q2EMR3,brenda
5728,1.14.15.4,Q3LFR2,brenda
5732,1.14.14.20,Q0VC53,brenda
5734,1.14.14.115,Q5PPJ4,brenda
5735,1.14.14.9,Q17949,brenda
5737,1.14.14.11,Q94JW0,brenda
5744,1.14.14.94,O68938,brenda
5745,1.14.15.4,A0A380EMD9,brenda
5749,1.14.14.24,A0A2A2ZPG7,brenda
5750,1.14.14.11,A0A653F8V0,brenda
5751,1.14.14.11,A0A100XAN3,brenda
5752,1.14.15.18,A0A140GAV9,brenda
5753,1.14.14.11,A0A7M7PQ98,brenda
5756,1.14.14.141,G3XAP7,brenda
5757,1.14.14.153,A0A223GEC9,brenda
5760,1.14.14.60,P0DPA7,brenda
5763,1.14.14.82,O60341,brenda
5764,1.14.14.137,Q6ZQ88,brenda
5765,1.14.14.1,Q8VXV7,brenda
5766,1.14.14.11,Q9XWP6,brenda
5903,1.14.14.45,A0A6I4Y880,brenda
5914,1.14.14.86,A0A132I3N0,brenda
5924,1.14.14.149,A1YZ78,brenda
5939,1.14.14.1,T1RLC8,brenda
5959,1.14.14.155,A0A2X7G9U1,brenda
5961,1.14.14.137,A0A0S2Z3G4,brenda
5962,1.14.14.95,A0A6A5PZ28,brenda
5971,1.14.14.155,A0A8H6C3T1,brenda
5973,1.14.14.87,A0A480VD45,brenda
5976,1.14.14.126,A0A3K2YLW2,brenda
5977,1.14.14.175,A0A0B6V0J5,brenda
5983,1.14.14.149,Q3S9L6,brenda
5986,1.14.14.126,Q84V83,brenda
5987,1.14.14.45,Q3KN75,brenda
5992,1.14.15.13,D3XFG4,brenda
5993,1.14.14.21,O54050,brenda
5994,1.14.14.133,A0A8I1EUF4,brenda
5995,1.14.14.127,A0A0L0WFF6,brenda
5996,1.14.14.133,A0A6N3A3T3,brenda
5998,1.14.14.89,A0A5D3GET9,brenda
6002,1.14.15.9,A0A5F2KK25,brenda
6003,1.14.14.91,A0A809JD01,brenda
6004,1.14.14.11,A0A0P0I429,brenda
6005,1.14.14.81,Q0QLF1,brenda
6007,1.14.14.32,A0A379KXP8,brenda
6010,1.14.14.106,A0A0A6VDE5,brenda
6011,1.14.14.126,A0A2I7WAL2,brenda
6013,1.14.14.25,F6HB41,brenda
6014,1.14.14.9,A0A0Y6E0M5,brenda
6024,1.14.15.18,A0A5P3VK21,brenda
6026,1.14.14.9,A0A7T4FVP9,brenda
6029,1.14.14.16,A0A6A5Q8I8,brenda
6030,1.14.14.175,A0A377BIN0,brenda
6033,1.14.14.37,A0A1S3UBC0,brenda
6044,1.14.15.3,B5A8W5,brenda
6047,1.14.14.41,A0A2H4TW08,brenda
6048,1.14.14.80,Q6PEE3,brenda
6049,1.14.14.55,A0A8H8ULT7,brenda
6050,1.14.14.50,Q60561,brenda
6051,1.14.14.83,P31350,brenda
6070,1.14.14.1,Q59490,brenda
6071,1.14.14.9,A0A8H0DRK4,brenda
6073,1.14.14.23,A0A8G4AS78,brenda
6077,1.14.14.11,A0A1S7IVH4,brenda
6080,1.14.14.45,Q9BQB6,brenda
6085,1.14.14.25,A0A4X1TFB8,brenda
6092,1.14.15.16,Q84GJ3,brenda
6093,1.14.14.32,A0A444R015,brenda
6097,1.14.14.91,R9WN53,brenda
6100,1.14.14.18,N0DKX5,brenda
6101,1.14.14.92,A0A2U9KRS6,brenda
6107,1.14.14.169,A0A4U1JP23,brenda
6109,1.14.14.1,Q7M1R4,brenda
6110,1.14.14.154,A0A655AN23,brenda
6131,1.14.14.1,A0A379L083,brenda
6134,1.14.14.9,P16640,brenda
6139,1.14.14.141,P16266,brenda
6140,1.14.14.41,P22548,brenda
6143,1.14.14.21,A0A486D700,brenda
6144,1.14.14.25,A0A8I1IPB4,brenda
6145,1.14.14.80,O68940,brenda
6147,1.14.14.49,Q3L167,brenda
6149,1.14.15.16,A0A4Q9VRL6,brenda
6154,1.14.15.4,A0A369HSE5,brenda
6158,1.14.14.1,Q9L6V3,brenda
6160,1.14.14.91,O69054,brenda
6175,1.14.14.114,A0SI89,brenda
6177,1.14.14.154,A0SI91,brenda
6181,1.14.14.1,Q5Y818,brenda
6182,1.14.14.86,Q6PHW0,brenda
6184,1.14.14.9,Q9DCX8,brenda
6190,1.14.14.157,E9FR69,brenda
6191,1.14.14.11,P27744,brenda
6194,1.14.14.55,P12438,brenda
6195,1.14.14.16,P05189,brenda
6197,1.14.14.16,P18286,brenda
6200,1.14.14.155,Q48739,brenda
6202,1.14.14.45,P30986,brenda
6205,1.14.14.32,Q9FI21,brenda
6206,1.14.14.155,K7NTS5,brenda
6208,1.14.14.48,A6P6V9,brenda
6209,1.14.14.91,A0A7U4JQ73,brenda
6216,1.14.14.90,Q937X0,brenda
6217,1.14.14.11,Q03520,brenda
6224,1.14.14.17,P49897,brenda
6226,1.14.14.37,A9QW70,brenda
6228,1.14.14.5,O42412,brenda
6232,1.14.14.87,Q9Z1Y9,brenda
6237,1.14.14.83,Q6QN13,brenda
6239,1.14.14.1,O68252,brenda
6248,1.14.14.155,Q4R0I0,brenda
6249,1.14.14.78,E6Y2X0,brenda
6250,1.14.14.9,A3R052,brenda
6254,1.14.14.145,Q9SVP6,brenda
6255,1.14.14.92,Q4R0H9,brenda
6258,1.14.14.91,Q9SM43,brenda
6263,1.14.14.1,Q40593,brenda
6274,1.14.14.115,O55239,brenda
6294,1.14.14.154,B8XPJ8,brenda
6295,1.14.14.82,A0A8I6AHB1,brenda
6307,1.14.14.45,A0A8D0K3K2,brenda
6316,1.14.14.91,Q562C4,brenda
6321,1.14.14.1,A0A6N6WQR3,brenda
6337,1.14.14.98,A0A0K9QAC7,brenda
6354,1.14.15.30,Q5T8V1,brenda
6381,1.14.14.32,A8IJ34,brenda
6403,1.14.15.24,Q2TA32,brenda
6412,1.14.14.73,A0A0T7K309,brenda
6433,1.14.14.32,Q5DGT4,brenda
6435,1.14.14.25,A0A742QPJ6,brenda
6450,1.14.14.1,A0A2W5IAQ6,brenda
6463,1.14.14.11,P48464,brenda
6488,1.14.14.85,A0A2S9M5B8,brenda
6499,1.14.14.81,A0A0D4BS77,brenda
6510,1.14.14.45,Q9SB10,brenda
6546,1.14.14.44,A0A376KSL0,brenda
6551,1.14.14.17,A0A0G2K2B6,brenda
6552,1.14.14.139,Q6I929,brenda
6554,1.14.14.115,P28002,brenda
6558,1.14.14.45,C6FFB6,brenda
6638,1.14.14.126,A0A3Q7FR83,brenda
6669,1.14.14.5,Q8GZS9,brenda
6671,1.14.14.163,P40936,brenda
6675,1.14.14.32,A0A024R4F6,brenda
6682,1.14.14.11,A0A3S7X9G8,brenda
6706,1.14.14.32,A0A1P8NPM8,brenda
6711,1.14.14.154,B6F0U4,brenda
6753,1.14.14.108,Q9LEL5,brenda
6768,1.14.14.98,A0A5A4PXL6,brenda
6772,1.14.14.149,Q9LEL6,brenda
6782,1.14.14.141,D3H5H5,brenda
6790,1.14.14.17,Q948P7,brenda
6801,1.14.15.16,A0A2P6QQ71,brenda
6810,1.14.14.137,A0A496J8V7,brenda
6824,1.14.14.5,A0A396K1E2,brenda
6873,1.14.14.9,Q8WVE0,brenda
6889,1.14.14.9,Q8GSN1,brenda
6892,1.14.14.17,A0A090BN67,brenda
