enzyme_index,enzyme_input_id,global_enzyme_id,canonical_uniprot_id,receptor_status,enzyme_batch,has_heme,quality_tier,existing_pdb_path,alphafill_cif_path,heme_transplant_pdb_path,alphafold_pdb_path,heme_fe_x,heme_fe_y,heme_fe_z
1100,Q5Z6A5,ENZ_G001101,Q5Z6A5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q5Z6A5-F1.cif,,,4.054,3.357,2.257
1101,Q603T8,ENZ_G001102,Q603T8,experimental_pdb,batch_1,1,,s1_rcsb/6MCW,,,,54.828,23.416,6.267
1102,Q60991,ENZ_G001103,Q60991,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q60991-F1.cif,,,4.656,0.208,3.461
1103,Q62969,ENZ_G001104,Q62969,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q62969-F1.cif,,,-3.362,1.699,-3.389
1104,Q63688,ENZ_G001105,Q63688,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q63688-F1.cif,,,3.928,1.444,-3.656
1105,Q64148,ENZ_G001106,Q64148,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64148-F1.cif,,,1.389,-5.295,-0.39
1106,Q64410,ENZ_G001107,Q64410,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64410-F1.cif,,,-5.573,-1.21,-4.733
1107,Q64429,ENZ_G001108,Q64429,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64429-F1.cif,,,2.037,-2.898,5.481
1108,Q64441,ENZ_G001109,Q64441,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64441-F1.cif,,,-1.215,4.523,-0.15
1109,Q64458,ENZ_G001110,Q64458,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64458-F1.cif,,,0.992,-4.317,-1.892
1110,Q64462,ENZ_G001111,Q64462,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64462-F1.cif,,,-9.583,2.001,-4.813
1111,Q64562,ENZ_G001112,Q64562,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64562-F1.cif,,,-3.152,-0.401,-2.166
1112,Q64654,ENZ_G001113,Q64654,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64654-F1.cif,,,0.711,-4.988,1.72
1113,Q64678,ENZ_G001114,Q64678,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q64678-F1.cif,,,1.739,-3.022,4.63
1114,Q653S9,ENZ_G001115,Q653S9,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G001115_heme.pdb,data\structures\alphafold\pdb\AF-Q653S9-F1.pdb,-2.094,13.937,-8.789
1115,Q65A64,ENZ_G001116,Q65A64,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q65A64-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q65A64-F1.pdb,-3.791,32.615,48.51
1116,Q673E9,ENZ_G001117,Q673E9,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q673E9-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q673E9-F1.pdb,2.939,1.087,0.917
1117,Q69X58,ENZ_G001118,Q69X58,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q69X58-F1.cif,,,2.172,0.927,4.986
1118,Q6DV71,ENZ_G001119,Q6DV71,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6DV71-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q6DV71-F1.pdb,3.135,1.3,4.851
1119,Q6F4F5,ENZ_G001120,Q6F4F5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6F4F5-F1.cif,,,4.2,1.072,3.064
1120,Q6F5E4,ENZ_G001121,Q6F5E4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6F5E4-F1.cif,,,5.367,2.052,4.477
1121,Q6IV13,ENZ_G001122,Q6IV13,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\Q6IV13-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6IV13-F1_heme.pdb,,3.118,-5.078,1.295
1122,Q6IV46,ENZ_G001123,Q6IV46,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6IV46-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q6IV46-F1.pdb,2.806,-5.207,2.665
1123,Q6J540,ENZ_G001124,Q6J540,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6J540-F1.cif,,,-0.326,-2.787,-3.155
1124,Q6J541,ENZ_G001125,Q6J541,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6J541-F1.cif,,,-1.831,-1.185,-3.826
1125,Q6JD68,ENZ_G001126,Q6JD68,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6JD68-F1.cif,,,3.616,-1.995,0.054
1126,Q6JTJ0,ENZ_G001127,Q6JTJ0,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6JTJ0-F1.cif,,,1.46,-3.623,3.082
1127,Q6LEN2,ENZ_G001128,Q6LEN2,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6LEN2-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q6LEN2-F1.pdb,4.099,-0.541,4.804
1128,Q6N8N2,ENZ_G001129,Q6N8N2,experimental_pdb,batch_1,1,,s1_rcsb/4DNJ,,,,16.374,0.033,13.789
1129,Q6NKZ8,ENZ_G001130,Q6NKZ8,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6NKZ8-F1.cif,,,4.064,-3.805,2.76
1130,Q6NT55,ENZ_G001131,Q6NT55,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6NT55-F1.cif,,,2.358,-2.961,2.601
1131,Q6QHJ9,ENZ_G001132,Q6QHJ9,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6QHJ9-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q6QHJ9-F1.pdb,4.824,-2.427,1.918
1132,Q6QNI4,ENZ_G001133,Q6QNI4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6QNI4-F1.cif,,,3.185,0.02,4.665
1133,Q6R7M4,ENZ_G001134,Q6R7M4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6R7M4-F1.cif,,,-1.082,5.287,0.754
1134,Q6RET3,ENZ_G001135,Q6RET3,heme_transplant_failed,batch_2,0,,,data\structures\alphafill\cif\Q6RET3-F1.cif,,,19.549,0.785,-21.071
1135,Q6RX91,ENZ_G001136,Q6RX91,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6RX91-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q6RX91-F1.pdb,3.044,1.206,2.634
1136,Q6TBX7,ENZ_G001137,Q6TBX7,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6TBX7-F1.cif,,,-1.647,-1.711,-2.603
1137,Q6UEH4,ENZ_G001138,Q6UEH4,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\Q6UEH4-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6UEH4-F1_heme.pdb,,4.522,0.352,2.576
1138,Q6UQ67,ENZ_G001139,Q6UQ67,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6UQ67-F1.cif,,,2.16,-1.642,1.946
1139,Q6V0L0,ENZ_G001140,Q6V0L0,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6V0L0-F1.cif,,,3.462,-2.0,4.563
1140,Q6VVW9,ENZ_G001141,Q6VVW9,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6VVW9-F1.cif,,,2.358,-0.413,2.943
1141,Q6VVX0,ENZ_G001142,Q6VVX0,pcpd_predicted,batch_1,1,,pcpd/CYP2R1.pdb,,,,55.137,-7.156,11.519
1142,Q6WG30,ENZ_G001143,Q6WG30,pcpd_predicted,batch_1,1,,pcpd/CYP725A4.pdb,,,,55.896,-7.603,11.147
1143,Q6WKY9,ENZ_G001144,Q6WKY9,heme_transplanted,batch_1,1,tier1,,data\structures\alphafill\cif\Q6WKY9-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6WKY9-F1_heme.pdb,,4.5,1.251,3.409
1144,Q6WKZ1,ENZ_G001145,Q6WKZ1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6WKZ1-F1.cif,,,-0.952,5.579,1.833
1145,Q6WNQ9,ENZ_G001146,Q6WNQ9,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6WNQ9-F1.cif,,,6.643,-3.121,2.787
1146,Q6WNR0,ENZ_G001147,Q6WNR0,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\Q6WNR0-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6WNR0-F1_heme.pdb,,6.579,-1.361,1.69
1147,Q6WP51,ENZ_G001148,Q6WP51,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\Q6WP51-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6WP51-F1_heme.pdb,,4.375,-1.213,3.682
1148,Q6XAF4,ENZ_G001149,Q6XAF4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6XAF4-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q6XAF4-F1.pdb,2.377,-2.754,1.672
1149,Q6XQ14,ENZ_G001150,Q6XQ14,pcpd_predicted,batch_1,1,,pcpd/CYP71E7.pdb,,,,55.573,-7.036,11.65
1150,Q6XVG2,ENZ_G001151,Q6XVG2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6XVG2-F1.cif,,,-0.531,-2.198,-4.666
1151,Q6YLS3,ENZ_G001152,Q6YLS3,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q6YLS3-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q6YLS3-F1.pdb,4.091,-2.435,2.387
1152,Q6YTF1,ENZ_G001153,Q6YTF1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6YTF1-F1.cif,,,2.113,2.032,5.045
1153,Q6YTF5,ENZ_G001154,Q6YTF5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6YTF5-F1.cif,,,-2.345,3.886,-1.066
1154,Q6YV88,ENZ_G001155,Q6YV88,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6YV88-F1.cif,,,1.402,1.119,5.324
1155,Q6Z5I7,ENZ_G001156,Q6Z5I7,pcpd_predicted,batch_1,1,,pcpd/CYP76M6.pdb,,,,55.611,-5.732,10.79
1156,Q6ZDE3,ENZ_G001157,Q6ZDE3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6ZDE3-F1.cif,,,0.781,-2.889,3.605
1157,Q6ZWL3,ENZ_G001158,Q6ZWL3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q6ZWL3-F1.cif,,,4.398,-0.812,3.169
1158,Q70EV9,ENZ_G001159,Q70EV9,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q70EV9-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q70EV9-F1.pdb,4.783,-0.379,2.044
1159,Q70EW0,ENZ_G001160,Q70EW0,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q70EW0-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q70EW0-F1.pdb,5.042,-1.465,1.669
1160,Q70KH6,ENZ_G001161,Q70KH6,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q70KH6-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q70KH6-F1.pdb,2.206,-5.013,-2.299
1161,Q767R1,ENZ_G001162,Q767R1,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q767R1-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q767R1-F1.pdb,4.809,-1.293,3.228
1162,Q76LL4,ENZ_G001163,Q76LL4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q76LL4-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q76LL4-F1.pdb,4.158,-2.656,2.227
1163,Q7EZR4,ENZ_G001164,Q7EZR4,pcpd_predicted,batch_1,1,,pcpd/CYP703A3.pdb,,,,56.018,-6.941,11.97
1164,Q7FPQ4,ENZ_G001165,Q7FPQ4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q7FPQ4-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q7FPQ4-F1.pdb,3.265,-5.395,2.568
1165,Q7G602,ENZ_G001166,Q7G602,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q7G602-F1.cif,,,4.646,2.085,2.048
1166,Q7WZ77,ENZ_G001167,Q7WZ77,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q7WZ77-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q7WZ77-F1.pdb,-27.635,7.946,-31.008
1167,Q7X7K8,ENZ_G001168,Q7X7K8,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G001168_heme.pdb,data\structures\alphafold\pdb\AF-Q7X7K8-F1.pdb,-10.601,-15.907,-10.366
1168,Q7X7X4,ENZ_G001169,Q7X7X4,pcpd_predicted,batch_1,1,,pcpd/CYP99A2.pdb,,,,55.823,-7.16,10.806
1169,Q7XAU5,ENZ_G001170,Q7XAU5,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q7XAU5-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q7XAU5-F1.pdb,3.957,-0.752,2.824
1170,Q7XB42,ENZ_G001171,Q7XB42,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q7XB42-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q7XB42-F1.pdb,4.504,1.908,4.229
1171,Q7XHW5,ENZ_G001172,Q7XHW5,pcpd_predicted,batch_1,1,,pcpd/CYP714B1.pdb,,,,55.639,-6.914,11.191
1172,Q7XYS3,ENZ_G001173,Q7XYS3,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q7XYS3-F1.cif,,,-5.26,8.377,-3.558
1173,Q7YRB2,ENZ_G001174,Q7YRB2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q7YRB2-F1.cif,,,-2.413,-4.06,-2.319
1174,Q7Z1V1,ENZ_G001175,Q7Z1V1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q7Z1V1-F1.cif,,,4.129,-0.818,1.89
1175,Q7Z449,ENZ_G001176,Q7Z449,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q7Z449-F1.cif,,,-7.58,0.462,-5.731
1176,Q811W2,ENZ_G001177,Q811W2,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q811W2-F1.cif,,,3.185,-3.982,1.155
1177,Q81BF4,ENZ_G001178,Q81BF4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q81BF4-F1.cif,,,21.18,-2.785,-14.236
1178,Q825I8,ENZ_G001179,Q825I8,experimental_pdb,batch_1,1,,s1_rcsb/4UBS,,,,-49.856,43.867,-11.774
1179,Q82D73,ENZ_G001180,Q82D73,experimental_pdb,batch_1,1,,s1_rcsb/7WZM,,,,11.293,9.996,14.261
1180,Q82GL5,ENZ_G001181,Q82GL5,experimental_pdb,batch_1,1,,s1_rcsb/7CL8,,,,10.798,-5.645,-26.836
1181,Q82IY3,ENZ_G001182,Q82IY3,heme_transplanted,batch_1,1,tier3,,data\structures\alphafill\cif\Q82IY3-F1.cif,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q82IY3-F1_heme.pdb,,2.988,3.31,3.681
1182,Q83WF5,ENZ_G001183,Q83WF5,experimental_pdb,batch_1,1,,s1_rcsb/5FOI,,,,3.75,0.273,2.952
1183,Q84HB6,ENZ_G001184,Q84HB6,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q84HB6-F1.cif,,,-0.713,-3.815,-3.712
1184,Q84KI1,ENZ_G001185,Q84KI1,pcpd_predicted,batch_1,1,,pcpd/CYP725A3.pdb,,,,55.915,-8.065,11.451
1185,Q84NG3,ENZ_G001186,Q84NG3,heme_transplanted,batch_1,1,tier3,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q84NG3-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q84NG3-F1.pdb,3.988,-2.801,2.36
1186,Q84QI4,ENZ_G001187,Q84QI4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q84QI4-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q84QI4-F1.pdb,3.681,-0.29,2.391
1187,Q84TQ4,ENZ_G001188,Q84TQ4,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q84TQ4-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q84TQ4-F1.pdb,3.202,-3.936,3.194
1188,Q84VU3,ENZ_G001189,Q84VU3,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q84VU3-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q84VU3-F1.pdb,4.879,-1.687,2.701
1189,Q86W10,ENZ_G001190,Q86W10,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q86W10-F1.cif,,,3.542,0.07,4.148
1190,Q874I8,ENZ_G001191,Q874I8,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874I8-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q874I8-F1.pdb,3.153,-1.238,4.516
1191,Q874I9,ENZ_G001192,Q874I9,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874I9-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q874I9-F1.pdb,-3.584,4.936,-1.727
1192,Q874J3,ENZ_G001193,Q874J3,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874J3-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q874J3-F1.pdb,2.378,-3.801,3.563
1193,Q874J4,ENZ_G001194,Q874J4,heme_transplanted,batch_1,1,tier2,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874J4-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q874J4-F1.pdb,2.756,-2.697,3.882
1194,Q874J5,ENZ_G001195,Q874J5,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q874J5-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q874J5-F1.pdb,3.337,-0.733,3.627
1195,Q8GSQ1,ENZ_G001196,Q8GSQ1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q8GSQ1-F1.cif,,,4.527,-4.536,3.059
1196,Q8GSQ6,ENZ_G001197,Q8GSQ6,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8GSQ6-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q8GSQ6-F1.pdb,5.302,-2.226,1.965
1197,Q8GVD5,ENZ_G001198,Q8GVD5,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8GVD5-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q8GVD5-F1.pdb,2.64,1.086,1.706
1198,Q8GZP5,ENZ_G001199,Q8GZP5,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q8GZP5-F1.cif,,,4.962,-0.667,5.697
1199,Q8GZV0,ENZ_G001200,Q8GZV0,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8GZV0-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q8GZV0-F1.pdb,3.012,1.103,1.199
1200,Q8H6A1,ENZ_G001201,Q8H6A1,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8H6A1-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q8H6A1-F1.pdb,-0.611,-5.546,2.291
1201,Q8HYN1,ENZ_G001202,Q8HYN1,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q8HYN1-F1.cif,,,4.823,1.767,0.774
1202,Q8K0C4,ENZ_G001203,Q8K0C4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q8K0C4-F1.cif,,,0.99,-4.532,1.873
1203,Q8KU27,ENZ_G001204,Q8KU27,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G001204_heme.pdb,data\structures\alphafold\pdb\AF-Q8KU27-F1.pdb,6.492,-18.895,-2.417
1204,Q8L5H7,ENZ_G001205,Q8L5H7,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8L5H7-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q8L5H7-F1.pdb,5.099,-1.096,2.632
1205,Q8L5H8,ENZ_G001206,Q8L5H8,heme_transplanted,batch_1,1,tier1,,,D:\EZSpecificity_Project\毕业设计\P450_EZSpecificity_研究项目\PathC_2026-03-19_P450专属模型训练\C2_P450数据集构建\data\structures\heme_transplant\pdb\AF-Q8L5H8-F1_heme.pdb,data\structures\alphafold\pdb\AF-Q8L5H8-F1.pdb,5.048,-1.298,2.782
1206,Q8L7D5,ENZ_G001207,Q8L7D5,pcpd_predicted,batch_1,1,,pcpd/CYP708A2.pdb,,,,56.496,-7.183,11.808
1207,Q8LM92,ENZ_G001208,Q8LM92,pcpd_predicted,batch_1,1,,pcpd/CYP75B11.pdb,,,,55.863,-5.807,11.085
1208,Q8N118,ENZ_G001209,Q8N118,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q8N118-F1.cif,,,-4.406,0.246,-2.885
1209,Q8NKB4,ENZ_G001210,Q8NKB4,downloaded_with_heme,batch_1,1,,,data\structures\alphafill\cif\Q8NKB4-F1.cif,,,-2.29,3.688,0.531
1210,Q8NSW2,ENZ_G001211,Q8NSW2,experimental_pdb,batch_1,1,,s1_rcsb/5GWE,,,,75.28,77.14,37.688
1211,Q8RK85,ENZ_G001212,Q8RK85,heme_transplant_failed,batch_2,0,,,,data\structures\heme_transplant\pdb\ENZ_G001212_heme.pdb,data\structures\alphafold\pdb\AF-Q8RK85-F1.pdb,-1.97,4.568,-3.16
