rhea_id,equation,ec_number,reaction_existence
23124,"2 (2R)-3-phosphoglycerate + 2 H(+) = D-ribulose 1,5-bisphosphate + CO2 + H2O",4.1.1.39,Inferred
36631,"D-ribulose 1,5-bisphosphate + O2 = 2-phosphoglycolate + (2R)-3-phosphoglycerate + 2 H(+)",4.1.1.39,Inferred
56360,13-deoxycarminomycin + NADPH + O2 + H(+) = 13-dihydrocarminomycin + NADP(+) + H2O,1.14.13.181,Inferred
37851,13-deoxydaunorubicin + NADPH + O2 + H(+) = 13-dihydrodaunorubicin + NADP(+) + H2O,1.14.13.181,Inferred
56364,13-dihydrocarminomycin + NADPH + O2 + H(+) = carminomycin + NADP(+) + 2 H2O,1.14.13.181,Inferred
37847,13-dihydrodaunorubicin + NADPH + O2 + H(+) = daunorubicin + NADP(+) + 2 H2O,1.14.13.181,Inferred
29351,Zn(2+)(in) = Zn(2+)(out),,Inferred
10216,[DNA-directed RNA polymerase] + ATP = phospho-[DNA-directed RNA polymerase] + ADP + H(+),2.7.11.23,Inferred
25888,iminosuccinate + dihydroxyacetone phosphate = quinolinate + phosphate + 2 H2O + H(+),2.5.1.72,Inferred
19413,tRNA(Phe) + L-phenylalanine + ATP = L-phenylalanyl-tRNA(Phe) + AMP + diphosphate + H(+),6.1.1.20,Inferred
15801,"a 1,2-diacyl-sn-glycero-3-phosphocholine + H2O = a 1-acyl-sn-glycero-3-phosphocholine + a fatty acid + H(+)",3.1.1.4,Inferred
29515,"a beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphospho-di-trans,poly-cis-dolichol + GDP-alpha-D-mannose = an alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphosp",2.4.1.132; 2.4.1.257,Inferred
29519,"an alpha-D-Man-(1->3)-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc-diphospho-di-trans,poly-cis-dolichol + GDP-alpha-D-mannose = an alpha-D-Man-(1->3)-[alpha-D-Man-(1->6)]-beta-D-Man-(1->4)-be",2.4.1.132; 2.4.1.257,Inferred
80283,dihydroniloticin + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = melianol + 2 oxidized [NADPH--hemoprotein reductase] + 3 H2O + 2 H(+),1.14.14.-,Inferred
13989,alpha-D-galactose 1-phosphate + UDP-alpha-D-glucose = alpha-D-glucose 1-phosphate + UDP-alpha-D-galactose,2.7.7.12,Inferred
24468,"N,N-dimethylaniline + NADPH + O2 + H(+) = N,N-dimethylaniline N-oxide + NADP(+) + H2O",1.-.-.-,Inferred
74111,hypotaurine + NADH + O2 + H(+) = taurine + NAD(+) + H2O,1.-.-.-,Inferred
69819,hypotaurine + NADPH + O2 + H(+) = taurine + NADP(+) + H2O,1.-.-.-,Inferred
31979,trimethylamine + NADPH + O2 = trimethylamine N-oxide + NADP(+) + H2O,1.-.-.-,Inferred
11064,"beta-D-fructose 1,6-bisphosphate + H2O = beta-D-fructose 6-phosphate + phosphate",3.1.3.11,Inferred
21432,(S)-malate + NAD(+) = oxaloacetate + NADH + H(+),1.1.1.37,Inferred
34475,"2 (2E,6E,10E)-geranylgeranyl diphosphate = 15-cis-phytoene + 2 diphosphate",2.5.1.32,Inferred
32727,a very-long-chain acyl-CoA + malonyl-CoA + H(+) = a very-long-chain 3-oxoacyl-CoA + CO2 + CoA,2.3.1.199,Inferred
49580,"(8S)-3',8-cyclo-7,8-dihydroguanosine 5'-triphosphate = cyclic pyranopterin phosphate + diphosphate",4.6.1.17,Inferred
26333,2 [molybdopterin-synthase sulfur-carrier protein]-C-terminal-Gly-aminoethanethioate + cyclic pyranopterin phosphate + H2O = molybdopterin + 2 [molybdopterin-synthase sulfur-carrier protein]-C-terminal,2.8.1.12,Inferred
13389,glutaryl-CoA + oxidized [electron-transfer flavoprotein] + 2 H(+) = (2E)-butenoyl-CoA + reduced [electron-transfer flavoprotein] + CO2,1.3.8.6,Inferred
24292,L-glutamate + acetyl-CoA = N-acetyl-L-glutamate + CoA + H(+),2.3.1.1,Inferred
35963,tryprostatin A + reduced [NADPH--hemoprotein reductase] + O2 = fumitremorgin C + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),1.14.19.71,Inferred
11628,a 2-oxocarboxylate + H(+) = an aldehyde + CO2,4.1.1.1,Inferred
36163,nicotinate + 5-phospho-alpha-D-ribose 1-diphosphate + ATP + H2O = nicotinate beta-D-ribonucleotide + ADP + phosphate + diphosphate,6.3.4.21,Inferred
19017,(6S)-NADHX + ATP = ADP + phosphate + NADH + H(+),4.2.1.93,Inferred
32231,(6S)-NADPHX + ATP = ADP + phosphate + NADPH + H(+),4.2.1.93,Inferred
63300,N(1)-methylpseudouridine(1191) in yeast 18S rRNA + S-adenosyl-L-methionine = N(1)-methyl-N(3)-[(3S)-3-amino-3-carboxypropyl]pseudouridine(1191) in yeast 18S rRNA + S-methyl-5'-thioadenosine + H(+),2.5.1.157,Inferred
63296,an N(1)-methylpseudouridine in rRNA + S-adenosyl-L-methionine = N(1)-methyl-N(3)-[(3S)-3-amino-3-carboxypropyl]pseudouridine in rRNA + S-methyl-5'-thioadenosine + H(+),2.5.1.157,Inferred
37743,dimethylallyl phosphate + FMNH2 = prenylated FMNH2 + phosphate,2.5.1.129,Inferred
10580,"(6S)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)(n) + L-glutamate + ATP = (6S)-5,6,7,8-tetrahydrofolyl-(gamma-L-Glu)(n+1) + ADP + phosphate + H(+)",6.3.2.17,Inferred
10260,Mg(2+)(out) + ATP + H2O = Mg(2+)(in) + ADP + phosphate + H(+),1.14.14.92; 7.2.2.14,Inferred
10792,5-amino-1-(5-phospho-D-ribosyl)imidazole-4-carboxylate + H(+) = 5-amino-1-(5-phospho-beta-D-ribosyl)imidazole + CO2,4.1.1.21,Inferred
11824,"3-methyl-2-oxobutanoate + (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + H2O = 2-dehydropantoate + (6S)-5,6,7,8-tetrahydrofolate",2.1.2.11,Inferred
37059,L-threonylcarbamoyladenylate + adenosine(37) in tRNA = N(6)-L-threonylcarbamoyladenosine(37) in tRNA + AMP + H(+),2.3.1.234,Inferred
14785,RNA(n) + UTP = RNA(n)-3'-uridine ribonucleotide + diphosphate,2.7.7.52,Inferred
15889,L-glutamine + H2O = L-glutamate + NH4(+),3.5.1.2,Inferred
36079,"an N-acylsphing-4-enine + a 1,2-diacyl-sn-glycero-3-phosphoethanolamine = an N-acylsphing-4-enine 1-phosphoethanolamine + a 1,2-diacyl-sn-glycerol",,Inferred
63644,L-seryl-[protein] + GDP-beta-L-fucose = 3-O-(alpha-L-fucosyl)-L-seryl-[protein] + GDP + H(+),2.4.1.221,Inferred
70491,L-threonyl-[protein] + GDP-beta-L-fucose = 3-O-(alpha-L-fucosyl)-L-threonyl-[protein] + GDP + H(+),2.4.1.221,Inferred
29671,Ca(2+)(in) = Ca(2+)(out),,Inferred
60648,"an N-(acyl)-sphingosylphosphoethanolamine = an N-(acyl)-sphingosyl-1,3-cyclic phosphate + ethanolamine",,Inferred
19877,"a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol) + ATP = a 1,2-diacyl-sn-glycero-3-phospho-(1D-myo-inositol 4-phosphate) + ADP + H(+)",2.7.1.67,Inferred
11332,RNA(n) + ATP = RNA(n)-3'-adenine ribonucleotide + diphosphate,2.7.7.19,Inferred
13481,tRNA(Met) + L-methionine + ATP = L-methionyl-tRNA(Met) + AMP + diphosphate,6.1.1.10,Inferred
21672,"[protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine + S-adenosyl-L-methionine = [protein]-C-terminal S-[(2E,6E)-farnesyl]-L-cysteine methyl ester + S-adenosyl-L-homocysteine",2.1.1.100,Inferred
57720,ATP + H2O + 4 H(+)(in) = ADP + phosphate + 5 H(+)(out),7.1.2.2,Inferred
21032,glucuronate acceptor + UDP-alpha-D-glucuronate = acceptor beta-D-glucuronoside + UDP + H(+),2.4.1.17,Inferred
17681,3-hydroxy-2-methylpropanoate + NAD(+) = 2-methyl-3-oxopropanoate + NADH + H(+),1.1.1.31,Inferred
20161,alpha-D-galactosyl-(1->3)-1D-myo-inositol + sucrose = raffinose + myo-inositol,2.4.1.82,Inferred
28066,lipid IVA (E. coli) + CMP-3-deoxy-beta-D-manno-octulosonate = alpha-Kdo-(2->6)-lipid IVA (E. coli) + CMP + H(+),2.4.99.12,Inferred
16913,"a CDP-1,2-diacyl-sn-glycerol + L-serine = a 1,2-diacyl-sn-glycero-3-phospho-L-serine + CMP + H(+)",2.7.8.8,Inferred
72771,7-methylmellein + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = 7-carboxymellein + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+),,Inferred
26426,UTP + L-glutamine + ATP + H2O = CTP + L-glutamate + ADP + phosphate + 2 H(+),6.3.4.2,Inferred
13121,shikimate + ATP = 3-phosphoshikimate + ADP + H(+),2.7.1.71,Inferred
25576,protoporphyrinogen IX + 3 O2 = protoporphyrin IX + 3 H2O2,1.3.3.4,Inferred
60144,L-glutamyl-[protein] + L-glutamate + ATP = gamma-L-glutamyl-L-glutamyl-[protein] + ADP + phosphate + H(+),,Inferred
13893,"P(1),P(3)-bis(5'-adenosyl) triphosphate + H2O = AMP + ADP + 2 H(+)",3.6.1.29,Inferred
73067,an N(4)-(oligosaccharide-(1->3)-[oligosaccharide-(1->6)]-beta-D-Man-(1->4)-beta-D-GlcNAc-(1->4)-alpha-D-GlcNAc)-L-asparaginyl-[protein] + H2O = an oligosaccharide-(1->3)-[oligosaccharide-(1->6)]-beta-,3.2.1.96,Inferred
23540,tRNA(Glu) + L-glutamate + ATP = L-glutamyl-tRNA(Glu) + AMP + diphosphate,6.1.1.15; 6.1.1.17,Inferred
14305,tRNA(Pro) + L-proline + ATP = L-prolyl-tRNA(Pro) + AMP + diphosphate,6.1.1.15; 6.1.1.17,Inferred
15989,(R)-mevalonate + 2 NADP(+) + CoA = (3S)-3-hydroxy-3-methylglutaryl-CoA + 2 NADPH + 2 H(+),1.1.1.34,Inferred
24624,tRNA(Thr) + L-threonine + ATP = L-threonyl-tRNA(Thr) + AMP + diphosphate + H(+),6.1.1.3,Inferred
58132,ajmalicine + A + reduced [NADPH--hemoprotein reductase] + O2 = serpentine + AH2 + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),,Inferred
58128,tetrahydroalstonine + A + reduced [NADPH--hemoprotein reductase] + O2 = alstonine + AH2 + oxidized [NADPH--hemoprotein reductase] + 2 H2O + H(+),,Inferred
16945,"N(6)-[(R)-S(8)-aminomethyldihydrolipoyl]-L-lysyl-[protein] + (6S)-5,6,7,8-tetrahydrofolate = N(6)-[(R)-dihydrolipoyl]-L-lysyl-[protein] + (6R)-5,10-methylene-5,6,7,8-tetrahydrofolate + NH4(+)",2.1.2.10,Inferred
35423,"an anthocyanidin 3-O-beta-D-glucoside + UDP-alpha-D-glucose = an anthocyanidin 3,5-di-O-beta-D-glucoside + UDP + 2 H(+)",2.4.1.298,Inferred
35967,"fumitremorgin C + 2 reduced [NADPH--hemoprotein reductase] + 2 O2 = 12alpha,13alpha-dihydroxyfumitremorgin C + 2 oxidized [NADPH--hemoprotein reductase] + 2 H2O + 2 H(+)",1.14.14.119,Inferred
36355,4-demethylwyosine(37) in tRNA(Phe) + S-adenosyl-L-methionine = 4-demethyl-7-[(3S)-3-amino-3-carboxypropyl]wyosine(37) in tRNA(Phe) + S-methyl-5'-thioadenosine + H(+),2.5.1.114,Inferred
40479,1-O-hexadecyl-2-acetyl-sn-glycero-3-phosphocholine + H2O = 1-O-hexadecyl-sn-glycero-3-phosphocholine + acetate + H(+),1.14.14.26; 3.1.1.47,Inferred
17777,a 1-O-alkyl-2-acetyl-sn-glycero-3-phosphocholine + H2O = a 1-O-alkyl-sn-glycero-3-phosphocholine + acetate + H(+),1.14.14.26; 3.1.1.47,Inferred
62620,a hydroperoxide + [thioredoxin]-dithiol = an alcohol + [thioredoxin]-disulfide + H2O,1.11.1.24,Inferred
12356,D-mannose 6-phosphate = D-fructose 6-phosphate,5.3.1.8,Inferred
48400,L-prolyl-[hypoxia-inducible factor alpha subunit] + 2-oxoglutarate + O2 = trans-4-hydroxy-L-prolyl-[hypoxia-inducible factor alpha subunit] + succinate + CO2,1.14.11.29,Inferred
32323,ent-kaur-16-ene + 3 reduced [NADPH--hemoprotein reductase] + 3 O2 = ent-kaur-16-en-19-oate + 3 oxidized [NADPH--hemoprotein reductase] + 4 H2O + 4 H(+),1.14.14.86,Inferred
50292,"all-trans-retinol + 2 reduced [adrenodoxin] + O2 + 2 H(+) = all-trans-3,4-didehydroretinol + 2 oxidized [adrenodoxin] + 2 H2O",1.14.19.53,Inferred
56680,beta-dihydromenaquinone-9 + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = omega-hydroxy-beta-dihydromenaquinone-9 + 2 oxidized [2Fe-2S]-[ferredoxin] + H2O,1.14.15.27,Inferred
35547,cyclo(L-tyrosyl-L-tyrosyl) + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + 2 H(+) = mycoclysin + 2 oxidized [2Fe-2S]-[ferredoxin] + 2 H2O,1.14.19.70,Inferred
28174,"(9S)-hydroperoxy-(10E,12Z)-octadecadienoate = colneleate + H2O",4.2.1.121,Inferred
22176,leukotriene B4 + reduced [NADPH--hemoprotein reductase] + O2 = 20-hydroxy-leukotriene B4 + oxidized [NADPH--hemoprotein reductase] + H2O + H(+),1.14.14.94,Inferred
10868,"an acyl-CoA + a 1,2-diacyl-sn-glycerol = a triacyl-sn-glycerol + CoA",2.3.1.20,Inferred
16001,N(6)-methyl-AMP + H2O + H(+) = IMP + methylamine,,Inferred
67032,"4,8-dihydroxycasbene + reduced [NADPH--hemoprotein reductase] + O2 = 4,5,8-trihydroxycasbene + oxidized [NADPH--hemoprotein reductase] + H2O + H(+)",,Inferred
36683,L-cysteinyl-[protein] + hexadecanoyl-CoA = S-hexadecanoyl-L-cysteinyl-[protein] + CoA,2.3.1.225,Inferred
26031,"2 flaviolin + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + H(+) = 3,3'-biflaviolin + 2 oxidized [2Fe-2S]-[ferredoxin] + 2 H2O",1.14.19.69,Inferred
26035,"2 flaviolin + 2 reduced [2Fe-2S]-[ferredoxin] + O2 + H(+) = 3,8'-biflaviolin + 2 oxidized [2Fe-2S]-[ferredoxin] + 2 H2O",1.14.19.69,Inferred
21240,geranylgeranyl diphosphate + L-cysteinyl-[protein] = S-geranylgeranyl-L-cysteinyl-[protein] + diphosphate,2.5.1.60,Inferred
38443,a long chain fatty alcohol + a fatty acyl-CoA = a wax ester + CoA,2.3.1.75,Inferred
19909,(S)-lactate + 2 Fe(III)-[cytochrome c] = 2 Fe(II)-[cytochrome c] + pyruvate + 2 H(+),1.1.2.3,Inferred
13665,"GTP = 3',5'-cyclic GMP + diphosphate",4.6.1.2,Inferred
13213,succinate semialdehyde + NADP(+) + H2O = succinate + NADPH + 2 H(+),1.2.1.79,Inferred
11436,4 Fe(II)-[cytochrome c] + O2 + 8 H(+)(in) = 4 Fe(III)-[cytochrome c] + 2 H2O + 4 H(+)(out),,Inferred
22592,"(9Z,13S,15Z)-12,13-epoxyoctadeca-9,11,15-trienoate = (9S,13S,15Z)-12-oxophyto-10,15-dienoate",5.3.99.6,Inferred
60364,myo-inositol(out) + H(+)(out) = myo-inositol(in) + H(+)(in),,Inferred
48340,a medium-chain fatty acid + ATP + CoA = a medium-chain fatty acyl-CoA + AMP + diphosphate,6.2.1.2,Inferred
33631,octanoate + ATP + CoA = octanoyl-CoA + AMP + diphosphate,6.2.1.2,Inferred
24020,2-(N(omega)-L-arginino)succinate = fumarate + L-arginine,4.3.2.1,Inferred
41524,"5 malonyl-CoA + 5 H(+) = naphthalene-1,3,6,8-tetrol + 5 CO2 + 5 CoA + H2O",2.3.1.233,Inferred
21252,(S)-2-hydroxyglutarate + A = 2-oxoglutarate + AH2,1.1.99.2,Inferred
23864,"4-CDP-2-C-methyl-D-erythritol 2-phosphate = 2-C-methyl-D-erythritol 2,4-cyclic diphosphate + CMP",4.6.1.12,Inferred
12020,a monocarboxylic acid amide + H2O = a monocarboxylate + NH4(+),3.5.1.4,Inferred
22380,[(1->4)-alpha-D-galacturonosyl methyl ester](n) + n H2O = [(1->4)-alpha-D-galacturonosyl](n) + n methanol + n H(+),3.1.1.11,Inferred
69851,"a 5,6-dihydrouridine in mRNA + NAD(+) = a uridine in mRNA + NADH + H(+)",,Inferred
69855,"a 5,6-dihydrouridine in mRNA + NADP(+) = a uridine in mRNA + NADPH + H(+)",,Inferred
29667,H2O(in) = H2O(out),,Inferred
60292,"L-lysyl(27)-[histone H3] + 3 S-adenosyl-L-methionine = N(6),N(6),N(6)-trimethyl-L-lysyl(27)-[histone H3] + 3 S-adenosyl-L-homocysteine + 3 H(+)",,Inferred
10748,hydrogencarbonate + H(+) = CO2 + H2O,4.2.1.1,Inferred
10336,citrate = D-threo-isocitrate,4.2.1.3,Inferred
23324,"2'-phospho-[ligated tRNA] + NAD(+) = mature tRNA + ADP-alpha-D-ribose 1'',2''-cyclic phosphate + nicotinamide",2.7.1.160,Inferred
21080,L-methionine + ATP + H2O = S-adenosyl-L-methionine + phosphate + diphosphate,,Inferred
56064,3-O-(beta-D-glucosyl)-L-seryl-[EGF-like domain protein] + UDP-alpha-D-xylose = 3-O-[alpha-D-xylosyl-(1->3)-beta-D-glucosyl]-L-seryl-[EGF-like domain protein] + UDP + H(+),2.4.2.42,Inferred
28486,Fe(2+)(in) = Fe(2+)(out),,Inferred
14717,D-erythrose 4-phosphate + phosphoenolpyruvate + H2O = 7-phospho-2-dehydro-3-deoxy-D-arabino-heptonate + phosphate,2.5.1.54,Inferred
13941,D-glyceraldehyde + ATP = D-glyceraldehyde 3-phosphate + ADP + H(+),,Inferred
15773,dihydroxyacetone + ATP = dihydroxyacetone phosphate + ADP + H(+),,Inferred
10164,(2R)-2-phosphoglycerate = phosphoenolpyruvate + H2O,4.2.1.11,Inferred
62624,[glutaredoxin]-dithiol + a hydroperoxide = [glutaredoxin]-disulfide + an alcohol + H2O,1.11.1.25,Inferred
25325,"N,N-dimethylethanolamine phosphate + S-adenosyl-L-methionine = phosphocholine + S-adenosyl-L-homocysteine + H(+)",2.1.1.103,Inferred
25321,"N-methylethanolamine phosphate + S-adenosyl-L-methionine = N,N-dimethylethanolamine phosphate + S-adenosyl-L-homocysteine + H(+)",2.1.1.103,Inferred
67940,2-hydroxyoctanoate + O2 = 2-oxooctanoate + H2O2,1.1.3.15,Inferred
16789,a (2S)-2-hydroxycarboxylate + O2 = a 2-oxocarboxylate + H2O2,1.1.3.15,Inferred
17329,"(1R,2S,4R)-borneol + NAD(+) = (1R,4R)-camphor + NADH + H(+)",1.1.1.198,Inferred
16437,RX + glutathione = an S-substituted glutathione + a halide anion + H(+),2.5.1.18,Inferred
27274,"2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate + NAD(+) = 2,5-diamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate + NADH + H(+)",1.1.1.302,Inferred
27278,"2,5-diamino-6-(1-D-ribitylamino)pyrimidin-4(3H)-one 5'-phosphate + NADP(+) = 2,5-diamino-6-(1-D-ribosylamino)pyrimidin-4(3H)-one 5'-phosphate + NADPH + H(+)",1.1.1.302,Inferred
26414,a secondary aliphatic amine + O2 + H2O = a primary amine + an aldehyde + H2O2,1.4.3.4,Inferred
71063,L-histidine(out) + L-arginine(in) = L-histidine(in) + L-arginine(out),,Inferred
13977,D-serine = pyruvate + NH4(+),4.3.1.18,Inferred
79839,L-homoarginine + 2-oxoglutarate + O2 = 6-hydroxy-L-homoarginine + succinate + CO2,,Inferred
48432,N(6)-D-ribulosyl-L-lysyl-[protein] + ATP = N(6)-(3-O-phospho-D-ribulosyl)-L-lysyl-[protein] + ADP + H(+),2.7.1.172,Inferred
54448,an N-acyl-L-alpha-aminoacyl-tRNA + H2O = an N-acyl-L-amino acid + a tRNA + H(+),3.1.1.29,Inferred
23476,"1-(2-carboxyphenylamino)-1-deoxy-D-ribulose 5-phosphate + H(+) = (1S,2R)-1-C-(indol-3-yl)glycerol 3-phosphate + CO2 + H2O",4.1.1.48,Inferred
51504,a 3'-hydro-2'-hydroxy-beta-oxodihydrochalcone + UDP-alpha-D-glucose = a 3'-(beta-D-glucopyranosyl)-2'-hydroxy-beta-oxodihydrochalcone + UDP + H(+),2.4.1.360,Inferred
22816,alpha-D-xylose = alpha-D-xylulofuranose,5.3.1.5,Inferred
16241,an NDP-alpha-D-glucose + D-fructose = a ribonucleoside 5'-diphosphate + sucrose + H(+),2.4.1.13,Inferred
27441,xylitol + NAD(+) = D-xylose + NADH + H(+),1.1.1.307,Inferred
27445,xylitol + NADP(+) = D-xylose + NADPH + H(+),1.1.1.307,Inferred
15061,2 a Fe(II)-siderophore + NAD(+) + H(+) = 2 a Fe(III)-siderophore + NADH,1.16.1.7,Inferred
35015,riboflavin(in) = riboflavin(out),,Inferred
19641,(E)-4-coumarate + ATP + CoA = (E)-4-coumaroyl-CoA + AMP + diphosphate,6.2.1.12,Inferred
72419,(E)-4-coumarate + ATP + H(+) = (E)-4-coumaroyl-AMP + diphosphate,6.2.1.12,Inferred
72423,(E)-4-coumaroyl-AMP + CoA = (E)-4-coumaroyl-CoA + AMP + H(+),6.2.1.12,Inferred
46160,a quinone + NADH + H(+) = a quinol + NAD(+),1.6.5.9,Inferred
23152,a ubiquinone + NADH + H(+) = a ubiquinol + NAD(+),1.6.5.9,Inferred
14265,(S)-4-amino-5-oxopentanoate = 5-aminolevulinate,5.4.3.8,Inferred
10684,O-phospho-L-tyrosyl-[protein] + H2O = L-tyrosyl-[protein] + phosphate,,Inferred
16809,"(2S,3R)-3-hydroxybutane-1,2,3-tricarboxylate = pyruvate + succinate",,Inferred
