uniprot_id,reviewed,protein_name,gene_names,gene_id,organism,taxid,pmid,length,protein_existence,ec_number,subcellular_location
A0AAJ6TTB4,unreviewed,(+)-abscisic acid 8'-hydroxylase (EC 1.14.14.137),LOC105120629,105120629;,Populus euphratica (Euphrates poplar),75702,,487,Inferred from homology,1.14.14.137,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAJ6TUX5,unreviewed,(+)-abscisic acid 8'-hydroxylase (EC 1.14.14.137),LOC105120629,105120629;,Populus euphratica (Euphrates poplar),75702,,474,Inferred from homology,1.14.14.137,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAJ6U1M8,unreviewed,sterol 14alpha-demethylase (EC 1.14.14.154),LOC105123105,105123105;,Populus euphratica (Euphrates poplar),75702,,488,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAJ6U641,unreviewed,Cytochrome P450 71D11-like,LOC105125320,105125320;,Populus euphratica (Euphrates poplar),75702,,485,Inferred from homology,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004648}; Single-pass ty
A0AAJ6U9T9,unreviewed,Cytochrome P450 90B1,LOC105126568,105126568;,Populus euphratica (Euphrates poplar),75702,,488,Inferred from homology,,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAJ6UUK0,unreviewed,sterol 14alpha-demethylase (EC 1.14.14.154),LOC105133781,105133781;,Populus euphratica (Euphrates poplar),75702,,488,Inferred from homology,1.14.14.154,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAJ6XD15,unreviewed,sterol 22-desaturase (EC 1.14.19.41) (C-22 sterol desaturase),LOC105117943,105117943;,Populus euphratica (Euphrates poplar),75702,,510,Inferred from homology,1.14.19.41,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAJ6XLK7,unreviewed,Cytochrome P450 703A2 (EC 1.14.14.130),LOC105124757,105124757;,Populus euphratica (Euphrates poplar),75702,,521,Inferred from homology,1.14.14.130,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAJ6XT83,unreviewed,(+)-abscisic acid 8'-hydroxylase (EC 1.14.14.137),LOC105129581,105129581;,Populus euphratica (Euphrates poplar),75702,,469,Inferred from homology,1.14.14.137,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAJ6YZ07,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106113499,106113499;,Papilio xuthus (Asian swallowtail butterfly),66420,,511,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6YZ27,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106113517,106113517;,Papilio xuthus (Asian swallowtail butterfly),66420,,515,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6Z1S9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106114597,106114597;,Papilio xuthus (Asian swallowtail butterfly),66420,,493,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZAJ4,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106118340,106118340;,Papilio xuthus (Asian swallowtail butterfly),66420,,515,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZAR9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106118402,106118402;,Papilio xuthus (Asian swallowtail butterfly),66420,,514,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZCG0,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106119306,106119306;,Papilio xuthus (Asian swallowtail butterfly),66420,,498,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZCG7,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106119305,106119305;,Papilio xuthus (Asian swallowtail butterfly),66420,,505,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZDG9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106119623,106119623;,Papilio xuthus (Asian swallowtail butterfly),66420,,396,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZFY6,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106120835,106120835;,Papilio xuthus (Asian swallowtail butterfly),66420,,498,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZGH9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106121061,106121061;,Papilio xuthus (Asian swallowtail butterfly),66420,,532,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZGR3,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106121230,106121230;,Papilio xuthus (Asian swallowtail butterfly),66420,,532,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZH52,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106121393,106121393;,Papilio xuthus (Asian swallowtail butterfly),66420,,486,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZJE7,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122361,106122361;,Papilio xuthus (Asian swallowtail butterfly),66420,,500,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZJF8,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122377,106122377;,Papilio xuthus (Asian swallowtail butterfly),66420,,502,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZJH5,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122419,106122419;,Papilio xuthus (Asian swallowtail butterfly),66420,,562,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZJI9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122302,106122302;,Papilio xuthus (Asian swallowtail butterfly),66420,,506,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZJK0,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122393,106122393;,Papilio xuthus (Asian swallowtail butterfly),66420,,505,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZJX0,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122522,106122522;,Papilio xuthus (Asian swallowtail butterfly),66420,,498,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZK03,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122559,106122559;,Papilio xuthus (Asian swallowtail butterfly),66420,,500,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZK14,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122606,106122606;,Papilio xuthus (Asian swallowtail butterfly),66420,,497,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZK31,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122516,106122516;,Papilio xuthus (Asian swallowtail butterfly),66420,,498,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZK32,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122588,106122588;,Papilio xuthus (Asian swallowtail butterfly),66420,,502,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZKC1,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122599,,Papilio xuthus (Asian swallowtail butterfly),66420,,499,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZL93,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106123243,106123243;,Papilio xuthus (Asian swallowtail butterfly),66420,,909,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZRB0,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106125049,106125049;,Papilio xuthus (Asian swallowtail butterfly),66420,,134,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZT88,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106125793,106125793;,Papilio xuthus (Asian swallowtail butterfly),66420,,502,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ6ZW66,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106127006,106127006;,Papilio xuthus (Asian swallowtail butterfly),66420,,491,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7E400,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106113520,106113520;,Papilio xuthus (Asian swallowtail butterfly),66420,,511,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7E5D2,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106114623,106114623;,Papilio xuthus (Asian swallowtail butterfly),66420,,493,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7E9F9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106118011,106118011;,Papilio xuthus (Asian swallowtail butterfly),66420,,529,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EAR1,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106119301,106119301;,Papilio xuthus (Asian swallowtail butterfly),66420,,498,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EAR2,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106119304,106119304;,Papilio xuthus (Asian swallowtail butterfly),66420,,505,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EAR5,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106119303,106119303;,Papilio xuthus (Asian swallowtail butterfly),66420,,506,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EAS9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106119304,106119304;,Papilio xuthus (Asian swallowtail butterfly),66420,,498,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EBX7,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106120322,106120322;,Papilio xuthus (Asian swallowtail butterfly),66420,,515,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7ECL8,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106121063,106121063;,Papilio xuthus (Asian swallowtail butterfly),66420,,531,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7ECL9,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106121064,106121064;,Papilio xuthus (Asian swallowtail butterfly),66420,,529,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7ED40,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106121392,106121392;,Papilio xuthus (Asian swallowtail butterfly),66420,,520,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EE97,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122430,106122430;,Papilio xuthus (Asian swallowtail butterfly),66420,,210,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EEA2,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122431,106122431;,Papilio xuthus (Asian swallowtail butterfly),66420,,173,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EEI6,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122600,106122600;,Papilio xuthus (Asian swallowtail butterfly),66420,,499,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EEK2,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106122628,106122628;,Papilio xuthus (Asian swallowtail butterfly),66420,,499,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EH30,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106124729,106124729;,Papilio xuthus (Asian swallowtail butterfly),66420,,470,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7EK20,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC106126957,106126957;,Papilio xuthus (Asian swallowtail butterfly),66420,,267,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7PGI9,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),LOC108877940,108877940;,Lates calcarifer (Barramundi) (Holocentrus calcarifer),8187,,506,Inferred from homology,1.14.14.-,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406, ECO:0000256|Rul"
A0AAJ7QG41,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC108899374,108899374;,Lates calcarifer (Barramundi) (Holocentrus calcarifer),8187,,464,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7QG50,unreviewed,Cytochrome P450 3A (EC 1.14.14.-),LOC108899376,108899376;,Lates calcarifer (Barramundi) (Holocentrus calcarifer),8187,,501,Inferred from homology,1.14.14.-,"SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406, ECO:0000256|Rul"
A0AAJ7QG69,unreviewed,unspecific monooxygenase (EC 1.14.14.1),LOC108899374,108899374;,Lates calcarifer (Barramundi) (Holocentrus calcarifer),8187,,564,Inferred from homology,1.14.14.1,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAJ7SYJ7,unreviewed,Cytochrome P450 26B1-like,LOC116941263,116941263;,Petromyzon marinus (Sea lamprey),7757,,529,Inferred from homology,,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAJ7SZC4,unreviewed,Cytochrome P450 26A1,LOC116941264,116941264;,Petromyzon marinus (Sea lamprey),7757,,497,Inferred from homology,,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004406}; Peripheral mem
A0AAK8,unreviewed,trans-cinnamate 4-monooxygenase (EC 1.14.14.91),cyp73a4,,Coffea arabica (Arabian coffee),13443,,230,Evidence at transcript level,1.14.14.91,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAN0JL37,unreviewed,hydroperoxy icosatetraenoate dehydratase (EC 4.2.1.152) (Hydroperoxy icosatetraenoate dehydratase),,109586004;,Amphimedon queenslandica (Sponge),400682,20686567,93,Inferred from homology,4.2.1.152,SUBCELLULAR LOCATION: Endomembrane system {ECO:0000256|ARBA:ARBA00004308}.
A0AAN4PHU4,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),ALT_3572,,Aspergillus lentulus,293939,,519,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAN4PJT7,unreviewed,D-xylose reductase [NAD(P)H] (EC 1.1.1.307),ALT_5303,,Aspergillus lentulus,293939,,704,Inferred from homology,1.1.1.307,
A0AAN4PL45,unreviewed,Tryprostatin B 6-hydroxylase (EC 1.14.14.118) (Fumitremorgin biosynthesis protein C),ALT_5432,,Aspergillus lentulus,293939,,517,Inferred from homology,1.14.14.118,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:000
A0AAN4PMV3,unreviewed,Bifunctional P-450:NADPH-P450 reductase,ALT_6185,,Aspergillus lentulus,293939,,878,Inferred from homology,,
A0AAN4T7L6,unreviewed,Tryprostatin B 6-hydroxylase (EC 1.14.14.118) (Fumitremorgin biosynthesis protein C),ALT_1148,,Aspergillus lentulus,293939,,523,Inferred from homology,1.14.14.118,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:000
A0AAN4TB86,unreviewed,linoleate 8R-lipoxygenase (EC 1.13.11.60),ALT_5546 CNMCM8927_005314,,Aspergillus lentulus,293939,,1079,Predicted,1.13.11.60,
A0AAN4YAN5,unreviewed,NADPH--hemoprotein reductase (EC 1.6.2.4),Aory04_000277500,,Aspergillus oryzae (Yellow koji mold),5062,,888,Inferred from homology,1.6.2.4,
A0AAN4YKB3,unreviewed,Unnamed protein product,Aory04_000563000,,Aspergillus oryzae (Yellow koji mold),5062,,510,Inferred from homology,,
A0AAN4YMD1,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),Aory04_000675700,,Aspergillus oryzae (Yellow koji mold),5062,,504,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004167}; Single-pass membrane protein {ECO:00
A0AAN5YIA7,unreviewed,Tryprostatin B 6-hydroxylase (EC 1.14.14.118) (Fumitremorgin biosynthesis protein C),CNMCM8927_000841,,Aspergillus lentulus,293939,,523,Inferred from homology,1.14.14.118,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004141}; Multi-pass membrane protein {ECO:000
A0AAN5YNH6,unreviewed,D-xylose reductase [NAD(P)H] (EC 1.1.1.307),CNMCM8927_008648,,Aspergillus lentulus,293939,,686,Inferred from homology,1.1.1.307,
A0AAN5YTV4,unreviewed,Glycosyl transferase CAP10 domain-containing protein,CNMCM8927_001162,,Aspergillus lentulus,293939,,878,Inferred from homology,,
A0AAN6BU55,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),CNMCM8927_005910,,Aspergillus lentulus,293939,,578,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAN6BZC0,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),FAUST_6235,,Fusarium austroamericanum,282268,,513,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAN6C0Y2,unreviewed,sterol 22-desaturase (EC 1.14.19.41),FAUST_5544,,Fusarium austroamericanum,282268,,530,Inferred from homology,1.14.19.41,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0AAN6E5E8,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),EDD36DRAFT_31428,,Exophiala viscosa,2486360,,514,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAN6F1L5,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),HRR80_002456,,Exophiala dermatitidis (Black yeast-like fungus) (Wangiella dermatitidis),5970,,525,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAN6G9P4,unreviewed,linoleate 8R-lipoxygenase (EC 1.13.11.60),OC842_005123,,Tilletia horrida,155126,,1257,Predicted,1.13.11.60,
A0AAN6H0G8,unreviewed,linoleate 8R-lipoxygenase (EC 1.13.11.60),OC846_000651,,Tilletia horrida,155126,,1229,Predicted,1.13.11.60,
A0AAN6HIQ4,unreviewed,sterol 22-desaturase (EC 1.14.19.41),FAUST_2601,,Fusarium austroamericanum,282268,,536,Inferred from homology,1.14.19.41,SUBCELLULAR LOCATION: Endoplasmic reticulum membrane {ECO:0000256|ARBA:ARBA00004389}; Single-pass me
A0AAN6KAJ4,unreviewed,NADPH--cytochrome P450 reductase,LTR91_015064,,Friedmanniomyces endolithicus,329885,,868,Inferred from homology,,
A0AAN6KGK8,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),LTR91_011965,,Friedmanniomyces endolithicus,329885,,508,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAN6L5S9,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),FQN52_002035,,Onygenales sp. PD_12,2135916,,512,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAN6LAS9,unreviewed,Cytochrome P450,FQN52_009650,,Onygenales sp. PD_12,2135916,,457,Inferred from homology,,
A0AAN6LFY8,unreviewed,linoleate 8R-lipoxygenase (EC 1.13.11.60),FQN52_005917,,Onygenales sp. PD_12,2135916,,1079,Predicted,1.13.11.60,
A0AAN6LKA9,unreviewed,linoleate 8R-lipoxygenase (EC 1.13.11.60),FQN52_006070,,Onygenales sp. PD_12,2135916,,1093,Predicted,1.13.11.60,
A0AAN6MQY3,unreviewed,Cytochrome P450,C8A05DRAFT_30731,,Staphylotrichum tortipilum,2831512,37820761,532,Inferred from homology,,
A0AAN6MTH7,unreviewed,sterol 22-desaturase (EC 1.14.19.41),C8A05DRAFT_40799,,Staphylotrichum tortipilum,2831512,37820761,540,Inferred from homology,1.14.19.41,
A0AAN6NIM7,unreviewed,sterol 22-desaturase (EC 1.14.19.41),QBC46DRAFT_373101,,Diplogelasinospora grovesii,303347,,534,Inferred from homology,1.14.19.41,
A0AAN6P5T7,unreviewed,sterol 22-desaturase (EC 1.14.19.41),QBC32DRAFT_331692,,Pseudoneurospora amorphoporcata,241081,37820761,533,Inferred from homology,1.14.19.41,
A0AAN6P9H6,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),C8A01DRAFT_39282,,Parachaetomium inaequale,2588326,,510,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
A0AAN6PER0,unreviewed,sterol 22-desaturase (EC 1.14.19.41),C8A01DRAFT_48407,,Parachaetomium inaequale,2588326,,532,Inferred from homology,1.14.19.41,
A0AAN6PHM4,unreviewed,sterol 22-desaturase (EC 1.14.19.41),C8A01DRAFT_46426,,Parachaetomium inaequale,2588326,,540,Inferred from homology,1.14.19.41,
A0AAN6PPD8,unreviewed,beta-N-acetylhexosaminidase (EC 3.2.1.52),C8A01DRAFT_44426,,Parachaetomium inaequale,2588326,,1047,Inferred from homology,3.2.1.52,
A0AAN6PRW0,unreviewed,"mannan endo-1,6-alpha-mannosidase (EC 3.2.1.101)",C8A01DRAFT_43348,,Parachaetomium inaequale,2588326,,833,Inferred from homology,3.2.1.101,SUBCELLULAR LOCATION: Endomembrane system {ECO:0000256|ARBA:ARBA00004308}.
A0AAN6R0C6,unreviewed,Benzoate 4-monooxygenase bphA (EC 1.14.14.92) (Benzoate-para-hydroxylase A) (Cytochrome P450 monooxygenase cyp53A1),LTR82_006328 LTR91_002645,,Friedmanniomyces endolithicus,329885,,504,Inferred from homology,1.14.14.92,SUBCELLULAR LOCATION: Membrane {ECO:0000256|ARBA:ARBA00004370}.
